# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.757e-4,-0.095,-9.511,0.096,9.563,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,91.383,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,0.012,7.77e5,4.784,-4.966e-6,0.693,-2.416e-5,0.358,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,3.961,15,1013.25,340.389,0.01,0.001
0.02,-4.761e-4,-0.095,-9.522,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,91.388,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,0.012,7.753e5,4.461,-4.996e-6,0.693,-2.441e-5,0.358,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.952,15,1013.25,340.389,0.01,0.001
0.03,-4.763e-4,-0.095,-9.526,0.096,9.579,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,91.391,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,0.012,7.736e5,4.343,-5.015e-6,0.693,-2.461e-5,0.358,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,3.944,15,1013.25,340.389,0.01,0.002
0.04,-4.765e-4,-0.095,-9.53,0.096,9.582,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,91.395,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,0.012,7.719e5,4.249,-5.032e-6,0.693,-2.48e-5,0.358,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,3.935,15,1013.25,340.389,0.01,0.002
0.05,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,91.397,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,0.012,7.702e5,4.443,-5.034e-6,0.694,-2.492e-5,0.358,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.926,15,1013.25,340.389,0.01,0.002
0.06,-4.757e-4,-0.095,-9.514,0.096,9.567,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,91.369,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,0.012,7.853e5,4.681,-4.915e-6,0.692,-2.341e-5,0.357,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,4.003,15,1013.25,340.389,0.01,0.002
0.07,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,91.345,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,0.012,8.003e5,4.438,-4.828e-6,0.691,-2.214e-5,0.356,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,4.08,15,1013.25,340.389,0.01,0.002
0.08,-4.761e-4,-0.095,-9.522,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,91.32,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,0.012,8.154e5,4.479,-4.728e-6,0.689,-2.089e-5,0.354,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,4.156,15,1013.25,340.389,0.01,0.003
0.09,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,91.295,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,0.012,8.304e5,4.603,-4.629e-6,0.688,-1.971e-5,0.353,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,4.233,15,1013.25,340.389,0.01,0.003
0.1,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,91.273,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,0.013,8.455e5,4.315,-4.553e-6,0.687,-1.871e-5,0.352,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,4.31,15,1013.25,340.389,0.01,0.003
