31058,27.13,1006.96,0.74,27.14,1007.22,1.18,0.96,-0.02,-0.00,0.96,24.55,27.86,76.60,-0.12,-63.11,13.02,0.91,66.83,28.50,-0.27,47.49,-6.84,0
31268,27.13,1006.96,0.75,27.14,1007.21,1.24,0.99,-0.02,-0.00,1.00,14.88,27.88,76.62,-0.17,33.45,4.73,0.96,70.37,17.81,-0.20,-104.55,-4.56,0
31478,27.13,1006.96,0.77,27.14,1007.20,1.34,1.05,-0.02,-0.00,0.85,54.69,27.87,76.63,-0.07,0.79,20.12,0.82,28.81,14.25,-0.21,4.88,-12.55,0
31693,27.14,1006.96,0.78,27.14,1007.19,1.43,1.11,-0.02,-0.00,1.24,71.51,27.88,76.68,-0.12,-6.10,21.30,1.21,34.73,7.12,-0.25,40.04,-18.25,0
31903,27.14,1006.94,0.90,27.14,1007.19,1.46,1.18,-0.02,-0.00,1.05,128.75,27.86,76.73,-0.24,-22.34,11.84,1.01,123.96,-9.50,-0.18,-17.82,-34.22,0
32113,27.14,1006.90,1.25,27.14,1007.14,1.81,1.53,-0.01,-0.00,0.92,139.18,27.88,76.72,-0.39,-53.65,15.39,0.84,2.87,-17.81,0.04,-3.17,-49.05,0
32323,27.14,1006.90,1.29,27.14,1007.14,1.85,1.57,-0.01,-0.00,0.86,139.49,27.85,76.76,-0.24,17.88,14.20,0.82,-53.59,-16.62,-0.07,-19.41,-46.77,0
32536,27.14,1006.89,1.36,27.14,1007.13,1.97,1.66,-0.01,-0.00,1.16,110.29,27.85,76.79,-0.11,24.84,22.49,1.14,-130.00,-8.31,-0.13,-37.48,-35.36,0
32746,27.14,1006.85,1.64,27.14,1007.09,2.23,1.93,-0.01,-0.00,1.03,84.54,27.86,76.82,-0.06,47.79,24.86,1.01,34.30,2.37,-0.16,40.53,-28.52,0
32956,27.14,1006.84,1.77,27.14,1007.07,2.40,2.08,-0.00,-0.00,0.96,97.15,27.86,76.84,-0.11,-5.00,28.41,0.95,82.76,-3.56,-0.07,5.19,-38.78,0
