Time,Average Thrust
11.395,0.381
11.396,0.401
11.397,0.429
11.398,0.456
11.399,0.425
11.4,0.397
11.401,0.404
11.402,0.432
11.403,0.386
11.404,0.409
11.405,0.340
11.406,0.373
11.407,0.360
11.408,0.334
11.409,0.342
11.41,0.393
11.411,0.392
11.412,0.435
11.413,0.413
11.414,0.368
11.415,0.396
11.416,0.460
11.417,0.338
11.418,0.381
11.419,0.357
11.42,0.393
11.421,0.424
11.422,0.300
11.423,0.362
11.424,0.445
11.425,0.439
11.426,0.501
11.427,0.445
11.428,0.506
11.429,0.486
11.43,0.430
11.431,0.399
11.432,0.394
11.433,0.480
11.434,0.394
11.435,0.360
11.436,0.410
11.437,0.306
11.438,0.439
11.439,0.419
11.44,0.377
11.441,0.399
11.442,0.420
11.443,0.470
11.444,0.388
11.445,0.378
11.446,0.392
11.447,0.342
11.448,0.439
11.449,0.424
11.45,0.361
11.451,0.379
11.452,0.412
11.453,0.371
11.454,0.414
11.455,0.400
11.456,0.466
11.457,0.362
11.458,0.361
11.459,0.384
11.46,0.451
11.461,0.375
11.462,0.384
11.463,0.412
11.464,0.431
11.465,0.450
11.466,0.424
11.467,0.334
11.468,0.454
11.469,0.407
11.47,0.408
11.471,0.423
11.472,0.365
11.473,0.392
11.474,0.455
11.475,0.413
11.476,0.439
11.477,0.481
11.478,0.442
11.479,0.449
11.48,0.416
11.481,0.306
11.482,0.424
11.483,0.337
11.484,0.328
11.485,0.403
11.486,0.388
11.487,0.427
11.488,0.457
11.489,0.417
11.49,0.329
11.491,0.409
11.492,0.447
11.493,0.333
11.494,0.419
11.495,0.368
11.496,0.357
11.497,0.325
11.498,0.265
11.499,0.315
11.5,0.350
11.501,0.353
11.502,0.408
11.503,0.425
11.504,0.496
11.505,0.428
11.506,0.431
11.507,0.350
11.508,0.443
11.509,0.478
11.51,0.329
11.511,0.368
11.512,0.349
11.513,0.337
11.514,0.417
11.515,0.403
11.516,0.357
11.517,0.423
11.518,0.524
11.519,0.499
11.52,0.425
11.521,0.417
11.522,0.412
11.523,0.409
11.524,0.445
11.525,0.377
11.526,0.332
11.527,0.359
11.528,0.366
11.529,0.348
11.53,0.401
11.531,0.337
11.532,0.396
11.533,0.413
11.534,0.367
11.535,0.448
11.536,0.447
11.537,0.441
11.538,0.325
11.539,0.398
11.54,0.437
11.541,0.380
11.542,0.388
11.543,0.336
11.544,0.362
11.545,0.468
11.546,0.437
11.547,0.417
11.548,0.393
11.549,0.509
11.55,0.511
11.551,0.478
11.552,0.397
11.553,0.445
11.554,0.430
11.555,0.488
11.556,0.357
11.557,0.422
11.558,0.479
11.559,0.401
11.56,0.461
11.561,0.434
11.562,0.346
11.563,0.486
11.564,0.480
11.565,0.424
11.566,0.389
11.567,0.374
11.568,0.456
11.569,0.478
11.57,0.398
11.571,0.390
11.572,0.475
11.573,0.345
11.574,0.422
11.575,0.405
11.576,0.356
11.577,0.370
11.578,0.373
11.579,0.327
11.58,0.471
11.581,0.387
11.582,0.334
11.583,0.420
11.584,0.343
11.585,0.418
11.586,0.366
11.587,0.326
11.588,0.426
11.589,0.392
11.59,0.302
11.591,0.352
11.592,0.304
11.593,0.346
11.594,0.396
11.595,0.472
11.596,0.369
11.597,0.422
11.598,0.493
11.599,0.414
11.6,0.479
11.601,0.395
11.602,0.448
11.603,0.467
11.604,0.383
11.605,0.407
11.606,0.345
11.607,0.493
11.608,0.512
11.609,0.400
11.61,0.496
11.611,0.407
11.612,0.473
11.613,0.504
11.614,0.377
11.615,0.406
11.616,0.449
11.617,0.366
11.618,0.392
11.619,0.393
11.62,0.336
11.621,0.463
11.622,0.366
11.623,0.402
11.624,0.436
11.625,0.506
11.626,0.449
11.627,0.484
11.628,0.419
11.629,0.344
11.63,0.442
11.631,0.398
11.632,0.363
11.633,0.360
11.634,0.410
11.635,0.408
11.636,0.443
11.637,0.467
11.638,0.384
11.639,0.430
11.64,0.474
11.641,0.404
11.642,0.399
11.643,0.379
11.644,0.434
11.645,0.440
11.646,0.404
11.647,0.323
11.648,0.397
11.649,0.443
11.65,0.363
11.651,0.429
11.652,0.397
11.653,0.411
11.654,0.496
11.655,0.506
11.656,0.400
11.657,0.438
11.658,0.416
11.659,0.464
11.66,0.497
11.661,0.436
11.662,0.401
11.663,0.445
11.664,0.392
11.665,0.413
11.666,0.420
11.667,0.386
11.668,0.376
11.669,0.460
11.67,0.430
11.671,0.433
11.672,0.454
11.673,0.393
11.674,0.459
11.675,0.445
11.676,0.334
11.677,0.392
11.678,0.403
11.679,0.336
11.68,0.377
11.681,0.291
11.682,0.379
11.683,0.504
11.684,0.427
11.685,0.457
11.686,0.443
11.687,0.436
11.688,0.487
11.689,0.429
11.69,0.399
11.691,0.408
11.692,0.438
11.693,0.437
11.694,0.331
11.695,0.416
11.696,0.485
11.697,0.493
11.698,0.505
11.699,0.497
11.7,0.496
11.701,0.507
11.702,0.476
11.703,0.486
11.704,0.421
11.705,0.434
11.706,0.409
11.707,0.353
11.708,0.351
11.709,0.440
11.71,0.397
11.711,0.439
11.712,0.382
11.713,0.394
11.714,0.442
11.715,0.467
11.716,0.410
11.717,0.379
11.718,0.304
11.719,0.381
11.72,0.375
11.721,0.353
11.722,0.301
11.723,0.343
11.724,0.418
11.725,0.418
11.726,0.399
11.727,0.442
11.728,0.453
11.729,0.462
11.73,0.470
11.731,0.404
11.732,0.362
11.733,0.399
11.734,0.406
11.735,0.451
11.736,0.428
11.737,0.347
11.738,0.347
11.739,0.467
11.74,0.414
11.741,0.465
11.742,0.473
11.743,0.356
11.744,0.442
11.745,0.428
11.746,0.356
11.747,0.386
11.748,0.325
11.749,0.318
11.75,0.398
11.751,0.370
11.752,0.311
11.753,0.388
11.754,0.345
11.755,0.384
11.756,0.384
11.757,0.315
11.758,0.438
11.759,0.480
11.76,0.385
11.761,0.434
11.762,0.437
11.763,0.441
11.764,0.493
11.765,0.441
11.766,0.329
11.767,0.378
11.768,0.459
11.769,0.445
11.77,0.454
11.771,0.355
11.772,0.450
11.773,0.466
11.774,0.380
11.775,0.469
11.776,0.493
11.777,0.400
11.778,0.392
11.779,0.447
11.78,0.384
11.781,0.377
11.782,0.361
11.783,0.307
11.784,0.412
11.785,0.460
11.786,0.396
11.787,0.427
11.788,0.415
11.789,0.392
11.79,0.479
11.791,0.477
11.792,0.358
11.793,0.416
11.794,0.409
11.795,0.377
11.796,0.360
11.797,0.316
11.798,0.328
11.799,0.508
11.8,0.470
11.801,0.390
11.802,0.448
11.803,0.473
11.804,0.440
11.805,0.483
11.806,0.372
11.807,0.403
11.808,0.341
11.809,0.335
11.81,0.296
11.811,0.311
11.812,0.408
11.813,0.339
11.814,0.427
11.815,0.498
11.816,0.462
11.817,0.415
11.818,0.444
11.819,0.360
11.82,0.449
11.821,0.446
11.822,0.391
11.823,0.302
11.824,0.397
11.825,0.383
11.826,0.329
11.827,0.429
11.828,0.344
11.829,0.470
11.83,0.467
11.831,0.448
11.832,0.427
11.833,0.347
11.834,0.443
11.835,0.417
11.836,0.366
11.837,0.317
11.838,0.380
11.839,0.403
11.84,0.327
11.841,0.367
11.842,0.335
11.843,0.434
11.844,0.509
11.845,0.428
11.846,0.424
11.847,0.381
11.848,0.412
11.849,0.395
11.85,0.439
11.851,0.373
11.852,0.425
11.853,0.392
11.854,0.337
11.855,0.426
11.856,0.442
11.857,0.390
11.858,0.418
11.859,0.416
11.86,0.395
11.861,0.441
11.862,0.375
11.863,0.354
11.864,0.498
11.865,0.416
11.866,0.431
11.867,0.408
11.868,0.345
11.869,0.405
11.87,0.436
11.871,0.333
11.872,0.320
11.873,0.382
11.874,0.392
11.875,0.414
11.876,0.392
11.877,0.324
11.878,0.419
11.879,0.400
11.88,0.423
11.881,0.415
11.882,0.355
11.883,0.379
11.884,0.411
11.885,0.401
11.886,0.362
11.887,0.324
11.888,0.415
11.889,0.481
11.89,0.405
11.891,0.372
11.892,0.401
11.893,0.352
11.894,0.389
11.895,0.423
11.896,0.439
11.897,0.442
11.898,0.324
11.899,0.283
11.9,0.403
11.901,0.385
11.902,0.429
11.903,0.420
11.904,0.401
11.905,0.520
11.906,0.426
11.907,0.432
11.908,0.462
11.909,0.374
11.91,0.470
11.911,0.438
11.912,0.321
11.913,0.390
11.914,0.467
11.915,0.431
11.916,0.457
11.917,0.460
11.918,0.483
11.919,0.454
11.92,0.517
11.921,0.499
11.922,0.448
11.923,0.435
11.924,0.431
11.925,0.466
11.926,0.422
11.927,0.426
11.928,0.339
11.929,0.381
11.93,0.385
11.931,0.445
11.932,0.358
11.933,0.465
11.934,0.386
11.935,0.390
11.936,0.423
11.937,0.397
11.938,0.413
11.939,0.415
11.94,0.363
11.941,0.462
11.942,0.437
11.943,0.360
11.944,0.373
11.945,0.365
11.946,0.426
11.947,0.448
11.948,0.465
11.949,0.459
11.95,0.476
11.951,0.466
11.952,0.451
11.953,0.462
11.954,0.443
11.955,0.446
11.956,0.433
11.957,0.387
11.958,0.349
11.959,0.307
11.96,0.427
11.961,0.367
11.962,0.342
11.963,0.413
11.964,0.341
11.965,0.331
11.966,0.422
11.967,0.380
11.968,0.316
11.969,0.410
11.97,0.480
11.971,0.443
11.972,0.389
11.973,0.356
11.974,0.307
11.975,0.322
11.976,0.359
11.977,0.401
11.978,0.406
11.979,0.353
11.98,0.364
11.981,0.357
11.982,0.389
11.983,0.395
11.984,0.354
11.985,0.359
11.986,0.470
11.987,0.390
11.988,0.347
11.989,0.342
11.99,0.305
11.991,0.378
11.992,0.446
11.993,0.400
11.994,0.395
11.995,0.363
11.996,0.432
11.997,0.483
11.998,0.448
11.999,0.391
12,0.460
12.001,0.422
12.002,0.427
12.003,0.418
12.004,0.365
12.005,0.346
12.006,0.390
12.007,0.407
12.008,0.381
12.009,0.471
12.01,0.505
12.011,0.425
12.012,0.420
12.013,0.461
12.014,0.357
12.015,0.379
12.016,0.383
12.017,0.371
12.018,0.304
12.019,0.336
12.02,0.298
12.021,0.328
12.022,0.424
12.023,0.374
12.024,0.397
12.025,0.440
12.026,0.451
12.027,0.451
12.028,0.437
12.029,0.358
12.03,0.382
12.031,0.435
12.032,0.343
12.033,0.385
12.034,0.387
12.035,0.322
12.036,0.425
12.037,0.447
12.038,0.371
12.039,0.441
12.04,0.416
12.041,0.382
12.042,0.423
12.043,0.325
12.044,0.380
12.045,0.472
12.046,0.457
12.047,0.383
12.048,0.370
12.049,0.348
12.05,0.382
12.051,0.419
12.052,0.360
12.053,0.419
12.054,0.417
12.055,0.393
12.056,0.430
12.057,0.488
12.058,0.441
12.059,0.417
12.06,0.495
12.061,0.491
12.062,0.465
12.063,0.391
12.064,0.366
12.065,0.394
12.066,0.424
12.067,0.364
12.068,0.394
12.069,0.413
12.07,0.380
12.071,0.491
12.072,0.483
12.073,0.357
12.074,0.437
12.075,0.429
12.076,0.415
12.077,0.435
12.078,0.333
12.079,0.383
12.08,0.430
12.081,0.303
12.082,0.319
12.083,0.385
12.084,0.393
12.085,0.486
12.086,0.453
12.087,0.456
12.088,0.353
12.089,0.463
12.09,0.430
12.091,0.400
12.092,0.364
12.093,0.406
12.094,0.347
12.095,0.353
12.096,0.311
12.097,0.422
12.098,0.464
12.099,0.344
12.1,0.426
12.101,0.495
12.102,0.440
12.103,0.435
12.104,0.419
12.105,0.343
12.106,0.430
12.107,0.402
12.108,0.304
12.109,0.372
12.11,0.389
12.111,0.449
12.112,0.419
12.113,0.408
12.114,0.426
12.115,0.409
12.116,0.434
12.117,0.355
12.118,0.349
12.119,0.328
12.12,0.352
12.121,0.429
12.122,0.311
12.123,0.335
12.124,0.406
12.125,0.435
12.126,0.408
12.127,0.401
12.128,0.421
12.129,0.488
12.13,0.454
12.131,0.387
12.132,0.447
12.133,0.344
12.134,0.389
12.135,0.456
12.136,0.404
12.137,0.370
12.138,0.368
12.139,0.299
12.14,0.405
12.141,0.425
12.142,0.322
12.143,0.418
12.144,0.405
12.145,0.404
12.146,0.430
12.147,0.305
12.148,0.342
12.149,0.407
12.15,0.402
12.151,0.446
12.152,0.400
12.153,0.338
12.154,0.401
12.155,0.406
12.156,0.341
12.157,0.386
12.158,0.382
12.159,0.423
12.16,0.414
12.161,0.461
12.162,0.407
12.163,0.353
12.164,0.445
12.165,0.467
12.166,0.456
12.167,0.382
12.168,0.322
12.169,0.404
12.17,0.408
12.171,0.337
12.172,0.366
12.173,0.344
12.174,0.416
12.175,0.367
12.176,0.447
12.177,0.494
12.178,0.469
12.179,0.366
12.18,0.383
12.181,0.443
12.182,0.419
12.183,0.352
12.184,0.389
12.185,0.372
12.186,0.319
12.187,0.370
12.188,0.346
12.189,0.427
12.19,0.484
12.191,0.493
12.192,0.373
12.193,0.419
12.194,0.423
12.195,0.426
12.196,0.442
12.197,0.322
12.198,0.379
12.199,0.412
12.2,0.305
12.201,0.252
12.202,0.347
12.203,0.349
12.204,0.433
12.205,0.432
12.206,0.378
12.207,0.427
12.208,0.412
12.209,0.387
12.21,0.392
12.211,0.372
12.212,0.398
12.213,0.334
12.214,0.338
12.215,0.319
12.216,0.358
12.217,0.313
12.218,0.320
12.219,0.448
12.22,0.458
12.221,0.441
12.222,0.421
12.223,0.397
12.224,0.427
12.225,0.454
12.226,0.360
12.227,0.385
12.228,0.357
12.229,0.363
12.23,0.392
12.231,0.350
12.232,0.311
12.233,0.414
12.234,0.434
12.235,0.447
12.236,0.485
12.237,0.377
12.238,0.416
12.239,0.448
12.24,0.402
12.241,0.385
12.242,0.329
12.243,0.408
12.244,0.443
12.245,0.347
12.246,0.404
12.247,0.381
12.248,0.416
12.249,0.449
12.25,0.418
12.251,0.458
12.252,0.377
12.253,0.427
12.254,0.459
12.255,0.424
12.256,0.467
12.257,0.499
12.258,0.401
12.259,0.418
12.26,0.461
12.261,0.427
12.262,0.380
12.263,0.392
12.264,0.392
12.265,0.454
12.266,0.471
12.267,0.375
12.268,0.399
12.269,0.481
12.27,0.409
12.271,0.467
12.272,0.420
12.273,0.362
12.274,0.440
12.275,0.371
12.276,0.383
12.277,0.346
12.278,0.382
12.279,0.436
12.28,0.475
12.281,0.446
12.282,0.428
12.283,0.461
12.284,0.480
12.285,0.445
12.286,0.450
12.287,0.464
12.288,0.457
12.289,0.441
12.29,0.358
12.291,0.347
12.292,0.365
12.293,0.391
12.294,0.442
12.295,0.451
12.296,0.423
12.297,0.453
12.298,0.385
12.299,0.464
12.3,0.468
12.301,0.384
12.302,0.371
12.303,0.419
12.304,0.372
12.305,0.414
12.306,0.368
12.307,0.321
12.308,0.378
12.309,0.465
12.31,0.409
12.311,0.376
12.312,0.465
12.313,0.362
12.314,0.436
12.315,0.409
12.316,0.353
12.317,0.382
12.318,0.361
12.319,0.356
12.32,0.356
12.321,0.371
12.322,0.375
12.323,0.476
12.324,0.443
12.325,0.449
12.326,0.465
12.327,0.468
12.328,0.395
12.329,0.386
12.33,0.394
12.331,0.435
12.332,0.443
12.333,0.377
12.334,0.393
12.335,0.361
12.336,0.310
12.337,0.371
12.338,0.415
12.339,0.357
12.34,0.413
12.341,0.372
12.342,0.326
12.343,0.395
12.344,0.353
12.345,0.322
12.346,0.431
12.347,0.419
12.348,0.397
12.349,0.375
12.35,0.305
12.351,0.387
12.352,0.367
12.353,0.370
12.354,0.373
12.355,0.369
12.356,0.383
12.357,0.479
12.358,0.446
12.359,0.327
12.36,0.398
12.361,0.391
12.362,0.399
12.363,0.415
12.364,0.389
12.365,0.421
12.366,0.406
12.367,0.405
12.368,0.313
12.369,0.380
12.37,0.425
12.371,0.428
12.372,0.463
12.373,0.419
12.374,0.384
12.375,0.419
12.376,0.427
12.377,0.461
12.378,0.467
12.379,0.431
12.38,0.448
12.381,0.372
12.382,0.445
12.383,0.424
12.384,0.428
12.385,0.402
12.386,0.403
12.387,0.468
12.388,0.513
12.389,0.412
12.39,0.400
12.391,0.471
12.392,0.420
12.393,0.460
12.394,0.425
12.395,0.359
12.396,0.401
12.397,0.445
12.398,0.400
12.399,0.412
12.4,0.409
12.401,0.444
12.402,0.443
12.403,0.463
12.404,0.414
12.405,0.410
12.406,0.457
12.407,0.421
12.408,0.325
12.409,0.338
12.41,0.348
12.411,0.309
12.412,0.463
12.413,0.373
12.414,0.395
12.415,0.492
12.416,0.407
12.417,0.419
12.418,0.450
12.419,0.463
12.42,0.472
12.421,0.352
12.422,0.323
12.423,0.380
12.424,0.345
12.425,0.379
12.426,0.316
12.427,0.387
12.428,0.438
12.429,0.432
12.43,0.419
12.431,0.376
12.432,0.320
12.433,0.408
12.434,0.333
12.435,0.337
12.436,0.365
12.437,0.273
12.438,0.326
12.439,0.333
12.44,0.331
12.441,0.355
12.442,0.408
12.443,0.436
12.444,0.456
12.445,0.435
12.446,0.401
12.447,0.393
12.448,0.431
12.449,0.384
12.45,0.402
12.451,0.435
12.452,0.416
12.453,0.324
12.454,0.421
12.455,0.428
12.456,0.395
12.457,0.456
12.458,0.413
12.459,0.452
12.46,0.478
12.461,0.404
12.462,0.391
12.463,0.463
12.464,0.452
12.465,0.468
12.466,0.371
12.467,0.360
12.468,0.456
12.469,0.407
12.47,0.351
12.471,0.394
12.472,0.377
12.473,0.472
12.474,0.428
12.475,0.469
12.476,0.447
12.477,0.402
12.478,0.482
12.479,0.435
12.48,0.431
12.481,0.436
12.482,0.448
12.483,0.446
12.484,0.389
12.485,0.321
12.486,0.378
12.487,0.441
12.488,0.492
12.489,0.421
12.49,0.513
12.491,0.431
12.492,0.465
12.493,0.481
12.494,0.453
12.495,0.426
12.496,0.356
12.497,0.371
12.498,0.437
12.499,0.397
12.5,0.408
12.501,0.389
12.502,0.370
12.503,0.436
12.504,0.443
12.505,0.494
12.506,0.450
12.507,0.389
12.508,0.475
12.509,0.411
12.51,0.397
12.511,0.419
12.512,0.374
12.513,0.464
12.514,0.434
12.515,0.347
12.516,0.385
12.517,0.452
12.518,0.450
12.519,0.471
12.52,0.451
12.521,0.431
12.522,0.435
12.523,0.395
12.524,0.340
12.525,0.422
12.526,0.407
12.527,0.417
12.528,0.458
12.529,0.361
12.53,0.396
12.531,0.451
12.532,0.396
12.533,0.482
12.534,0.392
12.535,0.409
12.536,0.413
12.537,0.351
12.538,0.468
12.539,0.454
12.54,0.351
12.541,0.391
12.542,0.419
12.543,0.419
12.544,0.400
12.545,0.335
12.546,0.379
12.547,0.459
12.548,0.439
12.549,0.449
12.55,0.372
12.551,0.480
12.552,0.479
12.553,0.439
12.554,0.476
12.555,0.403
12.556,0.405
12.557,0.459
12.558,0.428
12.559,0.358
12.56,0.357
12.561,0.363
12.562,0.412
12.563,0.416
12.564,0.363
12.565,0.470
12.566,0.458
12.567,0.433
12.568,0.443
12.569,0.400
12.57,0.400
12.571,0.442
12.572,0.343
12.573,0.333
12.574,0.407
12.575,0.344
12.576,0.419
12.577,0.488
12.578,0.437
12.579,0.477
12.58,0.370
12.581,0.423
12.582,0.466
12.583,0.394
12.584,0.379
12.585,0.360
12.586,0.290
12.587,0.383
12.588,0.363
12.589,0.346
12.59,0.308
12.591,0.435
12.592,0.460
12.593,0.440
12.594,0.428
12.595,0.367
12.596,0.384
12.597,0.462
12.598,0.360
12.599,0.398
12.6,0.346
12.601,0.392
12.602,0.428
12.603,0.402
12.604,0.356
12.605,0.376
12.606,0.463
12.607,0.493
12.608,0.419
12.609,0.441
12.61,0.495
12.611,0.400
12.612,0.388
12.613,0.479
12.614,0.415
12.615,0.425
12.616,0.434
12.617,0.481
12.618,0.412
12.619,0.423
12.62,0.355
12.621,0.411
12.622,0.493
12.623,0.356
12.624,0.414
12.625,0.396
12.626,0.421
12.627,0.441
12.628,0.451
12.629,0.346
12.63,0.358
12.631,0.426
12.632,0.364
12.633,0.375
12.634,0.311
12.635,0.333
12.636,0.454
12.637,0.398
12.638,0.378
12.639,0.423
12.64,0.455
12.641,0.419
12.642,0.435
12.643,0.376
12.644,0.488
12.645,0.465
12.646,0.412
12.647,0.325
12.648,0.326
12.649,0.374
12.65,0.407
12.651,0.407
12.652,0.398
12.653,0.394
12.654,0.387
12.655,0.389
12.656,0.413
12.657,0.441
12.658,0.340
12.659,0.357
12.66,0.365
12.661,0.346
12.662,0.345
12.663,0.258
12.664,0.352
12.665,0.388
12.666,0.377
12.667,0.371
12.668,0.369
12.669,0.375
12.67,0.397
12.671,0.391
12.672,0.451
12.673,0.385
12.674,0.378
12.675,0.419
12.676,0.327
12.677,0.310
12.678,0.352
12.679,0.392
12.68,0.426
12.681,0.476
12.682,0.426
12.683,0.451
12.684,0.467
12.685,0.402
12.686,0.432
12.687,0.351
12.688,0.388
12.689,0.411
12.69,0.353
12.691,0.387
12.692,0.308
12.693,0.344
12.694,0.359
12.695,0.331
12.696,0.469
12.697,0.464
12.698,0.338
12.699,0.395
12.7,0.381
12.701,0.356
12.702,0.406
12.703,0.333
12.704,0.330
12.705,0.453
12.706,0.369
12.707,0.336
12.708,0.328
12.709,0.302
12.71,0.432
12.711,0.418
12.712,0.335
12.713,0.404
12.714,0.353
12.715,0.395
12.716,0.439
12.717,0.383
12.718,0.440
12.719,0.441
12.72,0.464
12.721,0.383
12.722,0.405
12.723,0.377
12.724,0.427
12.725,0.293
12.726,0.286
12.727,0.395
12.728,0.410
12.729,0.433
12.73,0.406
12.731,0.339
12.732,0.367
12.733,0.428
12.734,0.401
12.735,0.387
12.736,0.392
12.737,0.364
12.738,0.358
12.739,0.351
12.74,0.261
12.741,0.363
12.742,0.367
12.743,0.389
12.744,0.418
12.745,0.361
12.746,0.442
12.747,0.465
12.748,0.446
12.749,0.383
12.75,0.393
12.751,0.402
12.752,0.406
12.753,0.397
12.754,0.352
12.755,0.374
12.756,0.446
12.757,0.407
12.758,0.469
12.759,0.415
12.76,0.502
12.761,0.500
12.762,0.454
12.763,0.421
12.764,0.378
12.765,0.482
12.766,0.422
12.767,0.447
12.768,0.342
12.769,0.322
12.77,0.421
12.771,0.419
12.772,0.426
12.773,0.470
12.774,0.437
12.775,0.444
12.776,0.352
12.777,0.423
12.778,0.478
12.779,0.424
12.78,0.408
12.781,0.433
12.782,0.471
12.783,0.448
12.784,0.431
12.785,0.405
12.786,0.362
12.787,0.446
12.788,0.409
12.789,0.403
12.79,0.396
12.791,0.360
12.792,0.466
12.793,0.363
12.794,0.395
12.795,0.494
12.796,0.403
12.797,0.397
12.798,0.381
12.799,0.307
12.8,0.384
12.801,0.389
12.802,0.430
12.803,0.308
12.804,0.431
12.805,0.376
12.806,0.399
12.807,0.377
12.808,0.450
12.809,0.460
12.81,0.430
12.811,0.333
12.812,0.357
12.813,0.379
12.814,0.266
12.815,0.240
12.816,0.428
12.817,0.399
12.818,0.426
12.819,0.404
12.82,0.384
12.821,0.489
12.822,0.457
12.823,0.373
12.824,0.482
12.825,0.435
12.826,0.401
12.827,0.399
12.828,0.315
12.829,0.378
12.83,0.428
12.831,0.329
12.832,0.342
12.833,0.410
12.834,0.452
12.835,0.483
12.836,0.368
12.837,0.419
12.838,0.410
12.839,0.380
12.84,0.394
12.841,0.376
12.842,0.423
12.843,0.449
12.844,0.355
12.845,0.357
12.846,0.402
12.847,0.431
12.848,0.471
12.849,0.472
12.85,0.453
12.851,0.443
12.852,0.441
12.853,0.433
12.854,0.434
12.855,0.451
12.856,0.457
12.857,0.374
12.858,0.429
12.859,0.392
12.86,0.365
12.861,0.365
12.862,0.361
12.863,0.434
12.864,0.477
12.865,0.368
12.866,0.401
12.867,0.382
12.868,0.350
12.869,0.495
12.87,0.458
12.871,0.360
12.872,0.406
12.873,0.394
12.874,0.433
12.875,0.392
12.876,0.377
12.877,0.374
12.878,0.455
12.879,0.418
12.88,0.461
12.881,0.443
12.882,0.402
12.883,0.441
12.884,0.479
12.885,0.358
12.886,0.378
12.887,0.401
12.888,0.374
12.889,0.386
12.89,0.302
12.891,0.296
12.892,0.450
12.893,0.363
12.894,0.429
12.895,0.464
12.896,0.409
12.897,0.407
12.898,0.420
12.899,0.425
12.9,0.459
12.901,0.451
12.902,0.327
12.903,0.343
12.904,0.393
12.905,0.348
12.906,0.421
12.907,0.469
12.908,0.415
12.909,0.482
12.91,0.407
12.911,0.386
12.912,0.487
12.913,0.471
12.914,0.345
12.915,0.371
12.916,0.329
12.917,0.353
12.918,0.387
12.919,0.343
12.92,0.327
12.921,0.454
12.922,0.405
12.923,0.425
12.924,0.433
12.925,0.357
12.926,0.470
12.927,0.408
12.928,0.395
12.929,0.304
12.93,0.331
12.931,0.413
12.932,0.334
12.933,0.390
12.934,0.330
12.935,0.387
12.936,0.405
12.937,0.485
12.938,0.416
12.939,0.396
12.94,0.421
12.941,0.368
12.942,0.437
12.943,0.386
12.944,0.306
12.945,0.356
12.946,0.433
12.947,0.360
12.948,0.368
12.949,0.307
12.95,0.423
12.951,0.413
12.952,0.435
12.953,0.351
12.954,0.442
12.955,0.447
12.956,0.346
12.957,0.354
12.958,0.392
12.959,0.403
12.96,0.428
12.961,0.394
12.962,0.348
12.963,0.438
12.964,0.418
12.965,0.466
12.966,0.439
12.967,0.449
12.968,0.412
12.969,0.418
12.97,0.410
12.971,0.384
12.972,0.462
12.973,0.437
12.974,0.406
12.975,0.474
12.976,0.393
12.977,0.379
12.978,0.444
12.979,0.367
12.98,0.467
12.981,0.427
12.982,0.394
12.983,0.371
12.984,0.449
12.985,0.463
12.986,0.390
12.987,0.484
12.988,0.355
12.989,0.422
12.99,0.444
12.991,0.344
12.992,0.321
12.993,0.311
12.994,0.418
12.995,0.452
12.996,0.431
12.997,0.374
12.998,0.391
12.999,0.384
13,0.424
13.001,0.367
13.002,0.379
13.003,0.382
13.004,0.347
13.005,0.412
13.006,0.310
13.007,0.275
13.008,0.418
13.009,0.452
13.01,0.399
13.011,0.355
13.012,0.446
13.013,0.404
13.014,0.419
13.015,0.466
13.016,0.403
13.017,0.351
13.018,0.399
13.019,0.343
13.02,0.390
13.021,0.389
13.022,0.291
13.023,0.442
13.024,0.384
13.025,0.397
13.026,0.475
13.027,0.366
13.028,0.458
13.029,0.443
13.03,0.325
13.031,0.339
13.032,0.404
13.033,0.361
13.034,0.369
13.035,0.351
13.036,0.281
13.037,0.384
13.038,0.406
13.039,0.352
13.04,0.422
13.041,0.369
13.042,0.455
13.043,0.465
13.044,0.342
13.045,0.368
13.046,0.360
13.047,0.416
13.048,0.379
13.049,0.391
13.05,0.376
13.051,0.343
13.052,0.393
13.053,0.403
13.054,0.426
13.055,0.378
13.056,0.410
13.057,0.466
13.058,0.489
13.059,0.384
13.06,0.401
13.061,0.374
13.062,0.441
13.063,0.400
13.064,0.393
13.065,0.393
13.066,0.368
13.067,0.490
13.068,0.378
13.069,0.391
13.07,0.471
13.071,0.451
13.072,0.509
13.073,0.465
13.074,0.414
13.075,0.499
13.076,0.443
13.077,0.469
13.078,0.385
13.079,0.448
13.08,0.417
13.081,0.403
13.082,0.314
13.083,0.336
13.084,0.445
13.085,0.442
13.086,0.471
13.087,0.364
13.088,0.409
13.089,0.474
13.09,0.402
13.091,0.445
13.092,0.374
13.093,0.291
13.094,0.347
13.095,0.395
13.096,0.306
13.097,0.332
13.098,0.367
13.099,0.425
13.1,0.441
13.101,0.382
13.102,0.377
13.103,0.420
13.104,0.449
13.105,0.434
13.106,0.416
13.107,0.358
13.108,0.456
13.109,0.381
13.11,0.410
13.111,0.390
13.112,0.378
13.113,0.448
13.114,0.478
13.115,0.385
13.116,0.484
13.117,0.487
13.118,0.457
13.119,0.483
13.12,0.373
13.121,0.364
13.122,0.466
13.123,0.367
13.124,0.397
13.125,0.377
13.126,0.324
13.127,0.411
13.128,0.483
13.129,0.392
13.13,0.396
13.131,0.404
13.132,0.410
13.133,0.424
13.134,0.436
13.135,0.443
13.136,0.347
13.137,0.396
13.138,0.402
13.139,0.430
13.14,0.465
13.141,0.338
13.142,0.354
13.143,0.452
