Time,Average Thrust
3.383,148.005
3.384,148.081
3.385,148.054
3.386,147.996
3.387,148.032
3.388,148.244
3.389,148.286
3.39,148.366
3.391,148.452
3.392,148.254
3.393,148.066
3.394,147.931
3.395,147.896
3.396,147.912
3.397,147.936
3.398,148.067
3.399,148.217
3.4,148.197
3.401,148.234
3.402,148.205
3.403,148.264
3.404,148.322
3.405,148.441
3.406,148.569
3.407,148.612
3.408,148.631
3.409,148.449
3.41,148.199
3.411,148.074
3.412,148.153
3.413,148.191
3.414,148.258
3.415,148.386
3.416,148.348
3.417,148.414
3.418,148.446
3.419,148.400
3.42,148.391
3.421,148.520
3.422,148.705
3.423,148.772
3.424,148.802
3.425,148.714
3.426,148.553
3.427,148.408
3.428,148.329
3.429,148.242
3.43,148.390
3.431,148.532
3.432,148.563
3.433,148.591
3.434,148.692
3.435,148.713
3.436,148.650
3.437,148.690
3.438,148.855
3.439,149.087
3.44,149.135
3.441,149.141
3.442,149.074
3.443,148.860
3.444,148.709
3.445,148.688
3.446,148.766
3.447,148.832
3.448,148.934
3.449,149.041
3.45,149.041
3.451,149.135
3.452,149.138
3.453,149.150
3.454,149.191
3.455,149.358
3.456,149.571
3.457,149.558
3.458,149.545
3.459,149.382
3.46,149.223
3.461,149.172
3.462,149.028
3.463,149.152
3.464,149.266
3.465,149.383
3.466,149.404
3.467,149.470
3.468,149.501
3.469,149.525
3.47,149.471
3.471,149.597
3.472,149.812
3.473,149.887
3.474,149.914
3.475,149.829
3.476,149.664
3.477,149.483
3.478,149.362
3.479,149.353
3.48,149.434
3.481,149.535
3.482,149.593
3.483,149.646
3.484,149.572
3.485,149.661
3.486,149.650
3.487,149.573
3.488,149.749
3.489,149.932
3.49,150.014
3.491,149.891
3.492,149.749
3.493,149.569
3.494,149.399
3.495,149.386
3.496,149.414
3.497,149.411
3.498,149.542
3.499,149.606
3.5,149.609
3.501,149.479
3.502,149.563
3.503,149.540
3.504,149.534
3.505,149.635
3.506,149.781
3.507,149.905
3.508,149.719
3.509,149.529
3.51,149.303
3.511,149.197
3.512,149.187
3.513,149.229
3.514,149.190
3.515,149.319
3.516,149.405
3.517,149.380
3.518,149.295
3.519,149.319
3.52,149.379
3.521,149.379
3.522,149.490
3.523,149.662
3.524,149.657
3.525,149.489
3.526,149.331
3.527,149.152
3.528,149.048
3.529,149.059
3.53,149.061
3.531,149.125
3.532,149.281
3.533,149.276
3.534,149.261
3.535,149.271
3.536,149.303
3.537,149.276
3.538,149.354
3.539,149.632
3.54,149.695
3.541,149.571
3.542,149.415
3.543,149.312
3.544,149.133
3.545,149.027
3.546,149.132
3.547,149.231
3.548,149.288
3.549,149.371
3.55,149.401
3.551,149.385
3.552,149.411
3.553,149.408
3.554,149.395
3.555,149.520
3.556,149.757
3.557,149.798
3.558,149.674
3.559,149.402
3.56,149.273
3.561,149.140
3.562,149.092
3.563,149.106
3.564,149.253
3.565,149.422
3.566,149.346
3.567,149.353
3.568,149.434
3.569,149.362
3.57,149.372
3.571,149.435
3.572,149.570
3.573,149.647
3.574,149.650
3.575,149.510
3.576,149.243
3.577,149.120
3.578,148.983
3.579,148.937
3.58,148.995
3.581,149.103
3.582,149.190
3.583,149.205
3.584,149.172
3.585,149.178
3.586,149.151
3.587,149.199
3.588,149.220
3.589,149.337
3.59,149.493
3.591,149.393
3.592,149.175
3.593,149.028
3.594,148.946
3.595,148.777
3.596,148.804
3.597,148.845
3.598,148.989
3.599,148.969
3.6,148.984
3.601,148.950
3.602,148.905
3.603,148.873
3.604,148.940
3.605,148.964
3.606,149.122
3.607,149.185
3.608,148.980
3.609,148.760
3.61,148.674
3.611,148.502
3.612,148.347
3.613,148.454
3.614,148.495
3.615,148.534
3.616,148.643
3.617,148.632
3.618,148.488
3.619,148.483
3.62,148.546
3.621,148.616
3.622,148.671
3.623,148.776
3.624,148.841
3.625,148.660
3.626,148.442
3.627,148.279
3.628,148.137
3.629,148.140
3.63,148.248
3.631,148.275
3.632,148.329
3.633,148.442
3.634,148.392
3.635,148.305
3.636,148.336
3.637,148.366
3.638,148.526
3.639,148.553
3.64,148.717
3.641,148.707
3.642,148.519
3.643,148.266
3.644,148.128
3.645,148.080
3.646,148.037
3.647,148.118
3.648,148.215
3.649,148.298
3.65,148.295
3.651,148.244
3.652,148.210
3.653,148.212
3.654,148.386
3.655,148.473
3.656,148.581
3.657,148.632
3.658,148.512
3.659,148.350
3.66,148.194
3.661,148.028
3.662,147.953
3.663,148.035
3.664,148.179
3.665,148.249
3.666,148.235
3.667,148.338
3.668,148.286
3.669,148.201
3.67,148.268
3.671,148.416
3.672,148.493
3.673,148.611
3.674,148.682
3.675,148.511
3.676,148.270
3.677,148.143
3.678,148.017
3.679,148.112
3.68,148.173
3.681,148.180
3.682,148.293
3.683,148.385
3.684,148.311
3.685,148.280
3.686,148.257
3.687,148.325
3.688,148.432
3.689,148.550
3.69,148.606
3.691,148.569
3.692,148.393
3.693,148.201
3.694,148.021
3.695,147.926
3.696,147.926
3.697,148.016
3.698,148.132
3.699,148.144
3.7,148.166
3.701,148.130
3.702,148.110
3.703,148.091
3.704,148.056
3.705,148.202
3.706,148.348
3.707,148.417
3.708,148.207
3.709,148.044
3.71,147.814
3.711,147.716
3.712,147.682
3.713,147.674
3.714,147.765
3.715,147.829
3.716,147.808
3.717,147.715
3.718,147.689
3.719,147.631
3.72,147.629
3.721,147.700
3.722,147.827
3.723,147.923
3.724,147.865
3.725,147.694
3.726,147.479
3.727,147.349
3.728,147.189
3.729,147.108
3.73,147.267
3.731,147.299
3.732,147.353
3.733,147.412
3.734,147.334
3.735,147.264
3.736,147.263
3.737,147.306
3.738,147.349
3.739,147.492
3.74,147.535
3.741,147.532
3.742,147.269
3.743,147.038
3.744,146.935
3.745,146.858
3.746,146.821
3.747,146.942
3.748,146.969
3.749,147.051
3.75,147.062
3.751,146.994
3.752,146.966
3.753,146.958
3.754,147.045
3.755,147.190
3.756,147.207
3.757,147.247
3.758,147.220
3.759,146.946
3.76,146.727
3.761,146.677
3.762,146.674
3.763,146.657
3.764,146.770
3.765,146.845
3.766,146.873
3.767,146.880
3.768,146.851
3.769,146.793
3.77,146.873
3.771,147.002
3.772,147.069
3.773,147.208
3.774,147.223
3.775,147.110
3.776,146.835
3.777,146.705
3.778,146.637
3.779,146.618
3.78,146.693
3.781,146.766
3.782,146.817
3.783,146.906
3.784,146.869
3.785,146.756
3.786,146.786
3.787,146.872
3.788,146.994
3.789,147.069
3.79,147.161
3.791,147.145
3.792,146.895
3.793,146.711
3.794,146.613
3.795,146.533
3.796,146.519
3.797,146.661
3.798,146.688
3.799,146.766
3.8,146.795
3.801,146.752
3.802,146.658
3.803,146.739
3.804,146.784
3.805,146.888
3.806,146.983
3.807,147.101
3.808,146.944
3.809,146.639
3.81,146.513
3.811,146.375
3.812,146.337
3.813,146.366
3.814,146.553
3.815,146.540
3.816,146.530
3.817,146.569
3.818,146.529
3.819,146.544
3.82,146.546
3.821,146.580
3.822,146.779
3.823,146.915
3.824,146.884
3.825,146.596
3.826,146.460
3.827,146.367
3.828,146.184
3.829,146.186
3.83,146.278
3.831,146.347
3.832,146.455
3.833,146.479
3.834,146.369
3.835,146.393
3.836,146.418
3.837,146.332
3.838,146.483
3.839,146.691
3.84,146.707
3.841,146.619
3.842,146.429
3.843,146.228
3.844,146.102
3.845,146.062
3.846,146.049
3.847,146.123
3.848,146.291
3.849,146.284
3.85,146.237
3.851,146.285
3.852,146.304
3.853,146.290
3.854,146.362
3.855,146.438
3.856,146.565
3.857,146.589
3.858,146.494
3.859,146.268
3.86,146.063
3.861,146.032
3.862,145.976
3.863,145.954
3.864,146.131
3.865,146.216
3.866,146.164
3.867,146.129
3.868,146.141
3.869,146.158
3.87,146.175
3.871,146.223
3.872,146.391
3.873,146.452
3.874,146.416
3.875,146.266
3.876,146.020
3.877,145.854
3.878,145.786
3.879,145.683
3.88,145.806
3.881,145.983
3.882,145.987
3.883,145.992
3.884,146.013
3.885,146.011
3.886,145.991
3.887,146.061
3.888,146.159
3.889,146.299
3.89,146.403
3.891,146.349
3.892,146.091
3.893,145.983
3.894,145.814
3.895,145.855
3.896,145.832
3.897,145.943
3.898,146.004
3.899,146.045
3.9,146.136
3.901,146.124
3.902,145.984
3.903,146.043
3.904,146.184
3.905,146.274
3.906,146.401
3.907,146.419
3.908,146.259
3.909,146.071
3.91,145.954
3.911,145.795
3.912,145.813
3.913,145.894
3.914,146.003
3.915,145.979
3.916,146.096
3.917,146.073
3.918,146.107
3.919,146.037
3.92,146.049
3.921,146.194
3.922,146.339
3.923,146.370
3.924,146.348
3.925,146.260
3.926,145.983
3.927,145.838
3.928,145.781
3.929,145.863
3.93,145.882
3.931,146.009
3.932,146.045
3.933,145.909
3.934,145.929
3.935,145.876
3.936,145.838
3.937,145.947
3.938,146.100
3.939,146.223
3.94,146.185
3.941,146.155
3.942,145.987
3.943,145.729
3.944,145.578
3.945,145.600
3.946,145.573
3.947,145.662
3.948,145.760
3.949,145.822
3.95,145.822
3.951,145.792
3.952,145.747
3.953,145.727
3.954,145.808
3.955,145.993
3.956,146.040
3.957,146.111
3.958,145.971
3.959,145.758
3.96,145.546
3.961,145.390
3.962,145.426
3.963,145.522
3.964,145.539
3.965,145.596
3.966,145.724
3.967,145.674
3.968,145.566
3.969,145.606
3.97,145.601
3.971,145.710
3.972,145.880
3.973,145.962
3.974,145.860
3.975,145.624
3.976,145.514
3.977,145.336
3.978,145.244
3.979,145.241
3.98,145.311
3.981,145.423
3.982,145.549
3.983,145.469
3.984,145.434
3.985,145.495
3.986,145.428
3.987,145.401
3.988,145.530
3.989,145.739
3.99,145.710
3.991,145.628
3.992,145.427
3.993,145.249
3.994,145.123
3.995,145.037
3.996,145.028
3.997,145.142
3.998,145.247
3.999,145.313
4,145.243
4.001,145.253
4.002,145.229
4.003,145.207
4.004,145.187
4.005,145.383
4.006,145.564
4.007,145.520
4.008,145.304
4.009,145.179
4.01,145.005
4.011,144.815
4.012,144.812
4.013,144.832
4.014,144.881
4.015,144.975
4.016,144.975
4.017,144.869
4.018,144.826
4.019,144.886
4.02,144.839
4.021,144.830
4.022,145.003
4.023,145.058
4.024,145.024
4.025,144.812
4.026,144.559
4.027,144.451
4.028,144.323
4.029,144.261
4.03,144.323
4.031,144.446
4.032,144.501
4.033,144.392
4.034,144.404
4.035,144.419
4.036,144.340
4.037,144.289
4.038,144.472
4.039,144.534
4.04,144.588
4.041,144.471
4.042,144.197
4.043,144.048
4.044,143.921
4.045,143.844
4.046,143.783
4.047,143.927
4.048,144.016
4.049,143.945
4.05,143.896
4.051,143.936
4.052,143.873
4.053,143.759
4.054,143.891
4.055,143.995
4.056,143.987
4.057,144.041
4.058,143.927
4.059,143.623
4.06,143.427
4.061,143.344
4.062,143.305
4.063,143.344
4.064,143.390
4.065,143.457
4.066,143.474
4.067,143.470
4.068,143.396
4.069,143.329
4.07,143.417
4.071,143.533
4.072,143.553
4.073,143.668
4.074,143.638
4.075,143.364
4.076,143.186
4.077,143.025
4.078,143.000
4.079,142.956
4.08,143.001
4.081,143.179
4.082,143.192
4.083,143.155
4.084,143.124
4.085,143.131
4.086,143.095
4.087,143.133
4.088,143.223
4.089,143.337
4.09,143.427
4.091,143.278
4.092,143.134
4.093,142.853
4.094,142.698
4.095,142.680
4.096,142.695
4.097,142.756
4.098,142.851
4.099,142.852
4.1,142.860
4.101,142.891
4.102,142.768
4.103,142.776
4.104,142.936
4.105,143.096
4.106,143.119
4.107,143.156
4.108,143.009
4.109,142.729
4.11,142.556
4.111,142.505
4.112,142.458
4.113,142.536
4.114,142.600
4.115,142.665
4.116,142.698
4.117,142.673
4.118,142.645
4.119,142.623
4.12,142.619
4.121,142.762
4.122,142.847
4.123,142.881
4.124,142.809
4.125,142.707
4.126,142.430
4.127,142.277
4.128,142.297
4.129,142.315
4.13,142.302
4.131,142.420
4.132,142.522
4.133,142.186
4.134,142.187
4.135,142.141
4.136,142.138
4.137,142.214
4.138,142.318
4.139,142.425
4.14,142.459
4.141,142.357
4.142,142.145
4.143,141.889
4.144,141.833
4.145,141.743
4.146,141.726
4.147,141.813
4.148,141.940
4.149,141.956
4.15,141.856
4.151,141.832
4.152,141.786
4.153,141.760
4.154,141.807
4.155,141.971
4.156,141.999
4.157,142.025
4.158,141.812
4.159,141.658
4.16,141.427
4.161,141.294
4.162,141.263
4.163,141.330
4.164,141.382
4.165,141.449
4.166,141.418
4.167,141.349
4.168,141.324
4.169,141.323
4.17,141.231
4.171,141.295
4.172,141.512
4.173,141.420
4.174,141.311
4.175,141.101
4.176,140.863
4.177,140.732
4.178,140.606
4.179,140.602
4.18,140.620
4.181,140.732
4.182,140.748
4.183,140.631
4.184,140.578
4.185,140.598
4.186,140.581
4.187,140.514
4.188,140.642
4.189,140.769
4.19,140.720
4.191,140.574
4.192,140.310
4.193,140.103
4.194,139.964
4.195,139.878
4.196,139.846
4.197,139.936
4.198,139.978
4.199,139.872
4.2,139.840
4.201,139.878
4.202,139.787
4.203,139.680
4.204,139.758
4.205,139.920
4.206,139.883
4.207,139.850
4.208,139.688
4.209,139.389
4.21,139.189
4.211,139.082
4.212,139.000
4.213,138.898
4.214,139.048
4.215,139.058
4.216,138.909
4.217,138.902
4.218,138.854
4.219,138.750
4.22,138.711
4.221,138.794
4.222,138.870
4.223,138.843
4.224,138.779
4.225,138.467
4.226,138.303
4.227,138.154
4.228,137.976
4.229,137.922
4.23,138.054
4.231,138.106
4.232,138.017
4.233,137.968
4.234,137.938
4.235,137.814
4.236,137.739
4.237,137.590
4.238,137.713
4.239,137.783
4.24,137.751
4.241,137.552
4.242,137.340
4.243,137.051
4.244,136.828
4.245,136.767
4.246,136.786
4.247,136.757
4.248,136.772
4.249,136.749
4.25,136.642
4.251,136.539
4.252,136.455
4.253,136.283
4.254,136.290
4.255,136.411
4.256,136.421
4.257,136.320
4.258,136.035
4.259,135.777
4.26,135.530
4.261,135.363
4.262,135.258
4.263,135.235
4.264,135.280
4.265,135.253
4.266,135.107
4.267,135.061
4.268,134.942
4.269,134.757
4.27,134.644
4.271,134.747
4.272,134.766
4.273,134.678
4.274,134.511
4.275,134.253
4.276,133.899
4.277,133.568
4.278,133.479
4.279,133.413
4.28,133.311
4.281,133.306
4.282,133.256
4.283,133.125
4.284,132.960
4.285,132.822
4.286,132.701
4.287,132.631
4.288,132.682
4.289,132.663
4.29,132.515
4.291,132.300
4.292,131.970
4.293,130.770
4.294,130.613
4.295,130.473
4.296,130.299
4.297,130.213
4.298,130.213
4.299,130.140
4.3,129.872
4.301,129.707
4.302,129.626
4.303,129.423
4.304,129.344
4.305,129.325
4.306,129.288
4.307,129.099
4.308,128.739
4.309,128.408
4.31,128.053
4.311,127.847
4.312,127.647
4.313,127.519
4.314,127.470
4.315,127.377
4.316,127.174
4.317,126.969
4.318,126.711
4.319,126.518
4.32,126.358
4.321,126.305
4.322,126.254
4.323,126.144
4.324,125.796
4.325,125.453
4.326,125.150
4.327,124.846
4.328,124.518
4.329,124.440
4.33,124.349
4.331,124.168
4.332,124.025
4.333,123.616
4.334,123.424
4.335,123.206
4.336,123.034
4.337,122.861
4.338,122.790
4.339,122.770
4.34,122.594
4.341,122.214
4.342,121.820
4.343,121.541
4.344,121.223
4.345,120.985
4.346,120.878
4.347,120.827
4.348,120.648
4.349,120.424
4.35,120.306
4.351,120.087
4.352,119.815
4.353,119.615
4.354,119.519
4.355,119.477
4.356,119.280
4.357,118.927
4.358,118.620
4.359,118.280
4.36,117.897
4.361,117.596
4.362,117.479
4.363,117.393
4.364,117.222
4.365,117.071
4.366,116.984
4.367,116.758
4.368,116.515
4.369,116.303
4.37,116.200
4.371,116.127
4.372,116.014
4.373,115.937
4.374,115.634
4.375,115.213
4.376,114.952
4.377,114.649
4.378,114.381
4.379,114.178
4.38,114.197
4.381,114.107
4.382,113.833
4.383,113.710
4.384,113.570
4.385,113.304
4.386,113.085
4.387,112.981
4.388,112.981
4.389,112.823
4.39,112.624
4.391,112.351
4.392,111.937
4.393,111.601
4.394,111.340
4.395,111.100
4.396,110.956
4.397,110.695
4.398,110.586
4.399,110.338
4.4,110.197
4.401,110.028
4.402,109.719
4.403,109.472
4.404,109.461
4.405,109.328
4.406,109.160
4.407,108.951
4.408,108.629
4.409,108.281
4.41,107.823
4.411,107.589
4.412,107.420
4.413,107.085
4.414,107.041
4.415,106.881
4.416,106.637
4.417,106.321
4.418,106.137
4.419,105.866
4.42,105.564
4.421,105.412
4.422,105.342
4.423,105.119
4.424,104.722
4.425,104.332
4.426,103.944
4.427,103.593
4.428,103.189
4.429,102.947
4.43,102.833
4.431,102.609
4.432,102.382
4.433,102.116
4.434,101.831
4.435,101.540
4.436,101.263
4.437,100.098
4.438,100.035
4.439,99.854
4.44,99.528
4.441,99.228
4.442,98.802
4.443,98.347
4.444,97.972
4.445,97.686
4.446,97.539
4.447,97.262
4.448,97.027
4.449,96.811
4.45,96.524
4.451,96.203
4.452,95.920
4.453,94.690
4.454,94.452
4.455,94.302
4.456,94.070
4.457,93.749
4.458,93.294
4.459,92.880
4.46,92.451
4.461,92.071
4.462,91.846
4.463,91.645
4.464,91.331
4.465,91.134
4.466,90.934
4.467,90.534
4.468,90.199
4.469,89.993
4.47,89.734
4.471,89.465
4.472,89.265
4.473,89.091
4.474,88.654
4.475,88.199
4.476,87.810
4.477,87.297
4.478,86.983
4.479,86.632
4.48,86.417
4.481,86.283
4.482,85.970
4.483,85.667
4.484,85.330
4.485,85.088
4.486,84.749
4.487,84.459
4.488,84.302
4.489,84.043
4.49,83.795
4.491,83.397
4.492,82.972
4.493,82.173
4.494,81.937
4.495,81.624
4.496,81.283
4.497,81.059
4.498,80.900
4.499,80.672
4.5,80.269
4.501,79.964
4.502,79.733
4.503,79.424
4.504,79.148
4.505,78.981
4.506,78.809
4.507,78.479
4.508,78.073
4.509,77.646
4.51,77.240
4.511,76.896
4.512,76.670
4.513,76.434
4.514,76.156
4.515,76.020
4.516,75.710
4.517,75.226
4.518,74.961
4.519,74.637
4.52,74.433
4.521,74.242
4.522,73.963
4.523,73.783
4.524,73.496
4.525,73.035
4.526,72.624
4.527,72.280
4.528,71.980
4.529,71.774
4.53,71.562
4.531,71.383
4.532,71.130
4.533,70.657
4.534,70.438
4.535,70.206
4.536,69.887
4.537,69.670
4.538,69.553
4.539,69.362
4.54,69.077
4.541,68.765
4.542,68.336
4.543,67.988
4.544,67.671
4.545,67.440
4.546,67.168
4.547,67.049
4.548,66.893
4.549,66.570
4.55,66.311
4.551,66.089
4.552,65.879
4.553,65.580
4.554,65.389
4.555,65.309
4.556,65.050
4.557,64.651
4.558,64.190
4.559,63.899
4.56,63.626
4.561,63.283
4.562,63.027
4.563,62.875
4.564,62.694
4.565,62.466
4.566,62.235
4.567,61.927
4.568,61.668
4.569,61.427
4.57,61.205
4.571,60.918
4.572,60.759
4.573,60.418
4.574,60.142
4.575,59.754
4.576,59.426
4.577,59.124
4.578,58.755
4.579,58.653
4.58,58.449
4.581,58.192
4.582,57.972
4.583,57.804
4.584,57.511
4.585,57.228
4.586,56.981
4.587,56.860
4.588,56.690
4.589,56.484
4.59,56.245
4.591,55.918
4.592,55.571
4.593,55.233
4.594,54.943
4.595,54.653
4.596,54.561
4.597,53.432
4.598,53.221
4.599,53.062
4.6,52.800
4.601,52.627
4.602,52.396
4.603,52.172
4.604,51.992
4.605,51.960
4.606,51.828
4.607,51.510
4.608,51.249
4.609,50.985
4.61,50.692
4.611,50.425
4.612,50.263
4.613,50.127
4.614,49.915
4.615,49.816
4.616,49.670
4.617,49.457
4.618,49.255
4.619,49.075
4.62,48.898
4.621,48.797
4.622,48.668
4.623,48.510
4.624,48.233
4.625,48.057
4.626,47.797
4.627,47.473
4.628,47.311
4.629,47.247
4.63,47.179
4.631,47.025
4.632,46.881
4.633,46.700
4.634,46.510
4.635,46.355
4.636,46.185
4.637,45.968
4.638,45.823
4.639,45.816
4.64,45.674
4.641,45.327
4.642,45.044
4.643,44.904
4.644,44.726
4.645,44.451
4.646,44.356
4.647,44.260
4.648,44.125
4.649,43.951
4.65,43.809
4.651,43.612
4.652,43.441
4.653,43.078
4.654,42.962
4.655,42.855
4.656,42.738
4.657,42.531
4.658,42.290
4.659,42.021
4.66,41.798
4.661,41.582
4.662,41.390
4.663,41.317
4.664,41.226
4.665,41.011
4.666,40.873
4.667,40.688
4.668,40.557
4.669,40.329
4.67,40.146
4.671,40.104
4.672,40.030
4.673,39.843
4.674,39.605
4.675,39.345
4.676,39.071
4.677,38.781
4.678,38.603
4.679,38.489
4.68,38.351
4.681,38.281
4.682,38.159
4.683,37.935
4.684,37.708
4.685,37.620
4.686,37.494
4.687,37.281
4.688,37.147
4.689,37.128
4.69,36.937
4.691,36.682
4.692,36.492
4.693,36.251
4.694,35.975
4.695,35.847
4.696,35.742
4.697,35.574
4.698,35.542
4.699,35.378
4.7,35.136
4.701,34.945
4.702,34.895
4.703,34.741
4.704,34.526
4.705,34.470
4.706,34.358
4.707,34.184
4.708,33.917
4.709,33.667
4.71,33.455
4.711,33.243
4.712,33.199
4.713,33.083
4.714,32.897
4.715,32.807
4.716,32.715
4.717,32.415
4.718,32.178
4.719,32.049
4.72,31.926
4.721,31.812
4.722,31.708
4.723,31.580
4.724,31.355
4.725,31.131
4.726,30.957
4.727,30.735
4.728,30.501
4.729,30.374
4.73,30.383
4.731,30.202
4.732,30.089
4.733,29.912
4.734,29.680
4.735,29.499
4.736,29.382
4.737,29.266
4.738,29.143
4.739,29.056
4.74,28.841
4.741,28.575
4.742,28.449
4.743,28.248
4.744,27.992
4.745,27.848
4.746,27.777
4.747,27.622
4.748,27.571
4.749,27.411
4.75,27.153
4.751,27.023
4.752,26.923
4.753,26.800
4.754,26.573
4.755,26.509
4.756,26.480
4.757,26.191
4.758,25.880
4.759,25.686
4.76,25.457
4.761,25.346
4.762,25.276
4.763,25.181
4.764,25.004
4.765,24.902
4.766,24.801
4.767,24.629
4.768,24.458
4.769,24.318
4.77,24.145
4.771,24.082
4.772,24.029
4.773,23.824
4.774,23.621
4.775,23.413
4.776,23.206
4.777,23.081
4.778,22.957
4.779,22.817
4.78,22.722
4.781,22.710
4.782,22.580
4.783,22.363
4.784,22.259
4.785,22.087
4.786,21.958
4.787,21.892
4.788,21.827
4.789,21.600
4.79,21.496
4.791,21.434
4.792,21.218
4.793,20.975
4.794,20.852
4.795,20.790
4.796,20.763
4.797,20.696
4.798,20.510
4.799,20.362
4.8,20.348
4.801,20.182
4.802,19.996
4.803,19.888
4.804,19.834
4.805,19.742
4.806,19.317
4.807,19.174
4.808,19.001
4.809,18.835
4.81,18.707
4.811,18.565
4.812,18.386
4.813,18.308
4.814,18.212
4.815,18.082
4.816,18.005
4.817,17.911
4.818,17.740
4.819,17.550
4.82,17.455
4.821,17.462
4.822,17.349
4.823,17.246
4.824,17.078
4.825,16.893
4.826,16.794
4.827,16.661
4.828,16.485
4.829,16.441
4.83,16.399
4.831,16.336
4.832,16.178
4.833,16.069
4.834,15.891
4.835,15.822
4.836,15.766
4.837,15.673
4.838,15.519
4.839,15.486
4.84,15.398
4.841,15.246
4.842,15.096
4.843,14.970
4.844,14.791
4.845,14.782
4.846,14.695
4.847,14.691
4.848,14.586
4.849,14.457
4.85,14.446
4.851,14.286
4.852,14.126
4.853,14.062
4.854,14.039
4.855,13.951
4.856,13.906
4.857,13.842
4.858,13.642
4.859,13.430
4.86,13.405
4.861,13.371
4.862,13.270
4.863,13.256
4.864,13.228
4.865,13.062
4.866,13.038
4.867,12.979
4.868,12.892
4.869,12.736
4.87,12.715
4.871,12.658
4.872,12.645
4.873,12.534
4.874,12.360
4.875,12.305
4.876,12.248
4.877,12.097
4.878,12.017
4.879,11.984
4.88,12.046
4.881,11.929
4.882,11.854
4.883,11.760
4.884,11.665
4.885,11.653
4.886,11.545
4.887,11.481
4.888,11.377
4.889,11.398
4.89,11.374
4.891,11.224
4.892,11.060
4.893,11.021
4.894,10.892
4.895,10.844
4.896,10.853
4.897,10.817
4.898,10.744
4.899,10.706
4.9,10.642
4.901,10.507
4.902,10.472
4.903,10.456
4.904,10.342
4.905,10.239
4.906,10.255
4.907,10.224
4.908,10.053
4.909,9.952
4.91,9.861
4.911,9.764
4.912,9.814
4.913,9.794
4.914,9.668
4.915,9.685
4.916,9.666
4.917,9.604
4.918,9.492
4.919,9.399
4.92,9.321
4.921,9.370
4.922,9.347
4.923,9.192
4.924,9.101
4.925,9.083
4.926,8.950
4.927,8.833
4.928,8.773
4.929,8.845
4.93,8.810
4.931,8.787
4.932,8.719
4.933,8.705
4.934,8.567
4.935,8.542
4.936,8.494
4.937,8.398
4.938,8.471
4.939,8.460
4.94,8.307
4.941,8.227
4.942,8.234
4.943,8.133
4.944,8.074
4.945,8.107
4.946,8.072
4.947,8.104
4.948,8.074
4.949,8.029
4.95,7.966
4.951,7.862
4.952,7.961
4.953,7.948
4.954,7.815
4.955,7.839
4.956,7.822
4.957,7.763
4.958,7.757
4.959,7.645
4.96,7.506
4.961,7.540
4.962,7.595
4.963,7.544
4.964,7.544
4.965,7.509
4.966,7.448
4.967,7.465
4.968,7.347
4.969,7.259
4.97,7.325
4.971,7.346
4.972,7.304
4.973,7.322
4.974,7.205
4.975,7.092
4.976,7.081
4.977,7.016
4.978,7.009
4.979,7.100
4.98,7.065
4.981,6.983
4.982,7.045
4.983,7.050
4.984,6.939
4.985,6.907
4.986,6.914
4.987,6.884
4.988,6.899
4.989,6.961
4.99,6.786
4.991,6.836
4.992,6.811
4.993,6.687
4.994,6.634
4.995,6.721
4.996,6.710
4.997,6.706
4.998,6.709
4.999,6.625
5,6.619
5.001,6.562
5.002,6.624
5.003,6.550
5.004,6.529
5.005,6.619
5.006,6.528
5.007,6.473
5.008,6.430
5.009,6.367
5.01,6.377
5.011,6.362
5.012,6.336
5.013,6.434
5.014,6.364
5.015,6.347
5.016,6.255
5.017,6.287
5.018,6.274
5.019,6.262
5.02,6.170
5.021,6.170
5.022,6.245
5.023,6.165
5.024,6.098
5.025,6.090
5.026,6.042
5.027,6.033
5.028,6.042
5.029,6.001
5.03,5.986
5.031,6.036
5.032,6.069
5.033,6.047
5.034,5.931
5.035,5.947
5.036,5.932
5.037,5.944
5.038,5.973
5.039,5.880
5.04,5.850
5.041,5.876
5.042,5.846
5.043,5.754
5.044,5.701
5.045,5.723
5.046,5.752
5.047,5.744
5.048,5.733
5.049,5.696
5.05,5.672
5.051,5.665
5.052,5.676
5.053,5.612
5.054,5.602
5.055,5.581
5.056,5.574
5.057,5.473
5.058,5.461
5.059,5.451
5.06,5.336
5.061,5.355
5.062,5.375
5.063,5.386
5.064,5.426
5.065,5.404
5.066,5.260
5.067,5.284
5.068,5.339
5.069,5.237
5.07,5.250
5.071,5.227
5.072,5.167
5.073,5.215
5.074,5.161
5.075,5.023
5.076,4.975
5.077,5.034
5.078,4.994
5.079,4.937
5.08,4.983
5.081,5.048
5.082,5.031
5.083,4.939
5.084,4.931
5.085,4.907
5.086,4.857
5.087,4.809
5.088,4.825
5.089,4.782
5.09,4.687
5.091,4.729
5.092,4.663
5.093,4.559
5.094,4.629
5.095,4.636
5.096,4.549
5.097,4.575
5.098,4.571
5.099,4.544
5.1,4.528
5.101,4.473
5.102,4.424
5.103,4.425
5.104,4.461
5.105,4.393
5.106,4.340
5.107,4.320
5.108,4.316
5.109,4.231
5.11,4.231
5.111,4.238
5.112,4.189
5.113,4.221
5.114,4.251
5.115,4.231
5.116,4.152
5.117,4.107
5.118,4.133
5.119,4.091
5.12,4.092
5.121,4.058
5.122,3.974
5.123,3.988
5.124,4.010
5.125,3.846
5.126,3.815
5.127,3.848
5.128,3.872
5.129,3.876
5.13,3.881
5.131,3.855
