时间 (s),高度 (m),垂直速度 (m/s),垂直加速度 (m/s²),总速度 (m/s),总加速度 (m/s²),平行风位置 (m),迎风位置 (m),横向跨距 (m),水平方向 (°),横向速度 (m/s),横向加速度 (m/s²),纬度 (°),经度 (°),重力加速度 (m/s²),攻角 (°),滚转角速度 (°/s),俯仰角速度 (°/s),偏航角速度 (°/s),质量 (g),推进剂质量 (g),纵向转动惯量 (kg·m²),横向转动惯量 (kg·m²),CP 压心位置 (cm),CG 重心位置 (cm),稳定裕量 (​),马赫数 (​),雷诺数 (​),推力 (N),阻力 (N),阻力系数 (​),轴向阻力系数 (​),摩擦阻力系数 (​),压差阻力系数 (​),基准阻力系数 (​),法向力系数 (​),俯仰力矩系数 (​),偏航力矩系数 (​),侧向力系数 (​),滚转力矩系数 (​),滚转力系数 (​),滚转阻尼系数 (​),俯仰阻尼系数 (​),科里奥利加速度 (m/s²),参考长度 (cm),参考面积 (cm²),垂直方向 (天顶角) (°),水平方向 (方位角) (°),风速 (m/s),空气温度 (°C),空气压力 (mbar),音速 (m/s),模拟时间步 (s),计算时间 (s)
13.97,1187.56,26.769,-10.065,30.776,10.069,219.115,0.08,219.115,0.021,15.184,0.284,22,120.002,9.784,0.965,-1.031e-6,7.672,0.003,1.81e4,4500,15.299,0.086,206.408,156.282,3.02,0.092,5.083e6,0,6.869,0.612,0.614,0.277,0.214,0.121,0.182,0.496,4.726e-4,0,0,0,0,0.054,0.004,16.6,216.424,61.402,0.04,0,7.281,878.795,335.711,0.05,0.093
14.02,1188.886,26.267,-10.052,30.332,10.056,219.874,0.081,219.874,0.021,15.17,0.284,22,120.002,9.784,1.022,-1.23e-6,7.847,0.003,1.81e4,4500,15.299,0.086,206.275,156.282,3.012,0.09,5.009e6,0,6.673,0.612,0.614,0.277,0.214,0.121,0.193,0.523,-3.278e-4,0,0,0,0,0.058,0.004,16.6,216.424,61.014,0.04,0,7.272,878.654,335.706,0.05,0.093
14.07,1190.187,25.764,-10.039,29.891,10.043,220.632,0.081,220.632,0.021,15.156,0.283,22,120.002,9.784,1.083,-5.827e-7,8.026,0.002,1.81e4,4500,15.299,0.086,206.134,156.282,3.003,0.089,4.936e6,0,6.482,0.612,0.614,0.277,0.214,0.121,0.205,0.553,-3.786e-4,0,0,0,0,0.062,0.004,16.6,216.424,60.617,0.04,0,7.264,878.515,335.701,0.05,0.093
14.12,1191.463,25.263,-10.027,29.453,10.031,221.389,0.082,221.389,0.021,15.142,0.283,22,120.002,9.784,1.149,4.854e-7,8.21,0.002,1.81e4,4500,15.299,0.086,205.984,156.282,2.994,0.088,4.863e6,0,6.295,0.612,0.614,0.277,0.214,0.121,0.218,0.585,-3.694e-4,0,0,0,0,0.067,0.004,16.6,216.424,60.211,0.04,0,7.255,878.38,335.696,0.05,0.093
14.17,1192.713,24.762,-10.014,29.017,10.018,222.146,0.082,222.146,0.021,15.127,0.283,22,120.002,9.784,1.218,-3.941e-7,8.399,0.002,1.81e4,4500,15.299,0.086,205.826,156.282,2.985,0.086,4.79e6,0,6.111,0.612,0.615,0.277,0.214,0.121,0.232,0.618,-3.417e-4,0,0,0,0,0.072,0.004,16.6,216.424,59.796,0.041,0,7.247,878.246,335.691,0.05,0.094
14.22,1193.939,24.261,-10.001,28.584,10.005,222.902,0.083,222.902,0.021,15.113,0.283,22,120.002,9.784,1.292,4.528e-7,8.592,0.002,1.81e4,4500,15.299,0.086,205.658,156.282,2.974,0.085,4.718e6,0,5.932,0.612,0.615,0.277,0.214,0.121,0.246,0.654,2.584e-4,0,0,0,0,0.078,0.004,16.6,216.424,59.371,0.041,0,7.239,878.116,335.686,0.05,0.094
14.27,1195.14,23.761,-9.989,28.153,9.993,223.657,0.083,223.657,0.021,15.099,0.283,22,120.002,9.784,1.371,0,8.791,0.001,1.81e4,4500,15.299,0.086,205.48,156.282,2.964,0.084,4.647e6,0,5.757,0.612,0.615,0.277,0.214,0.121,0.262,0.693,8.845e-5,0,0,0,0,0.084,0.004,16.6,216.424,58.937,0.041,0,7.232,877.988,335.681,0.05,0.094
14.32,1196.315,23.262,-9.976,27.725,9.98,224.412,0.084,224.412,0.021,15.085,0.284,22,120.002,9.784,1.454,-3.63e-7,8.995,0.001,1.81e4,4500,15.299,0.086,205.292,156.282,2.952,0.083,4.576e6,0,5.586,0.612,0.616,0.277,0.214,0.121,0.279,0.732,-9.897e-5,0,0,0,0,0.091,0.004,16.6,216.424,58.492,0.041,0,7.224,877.863,335.677,0.05,0.094
14.37,1197.466,22.764,-9.964,27.301,9.968,225.166,0.085,225.166,0.022,15.071,0.284,22,120.002,9.784,1.544,0,9.204,6.907e-4,1.81e4,4500,15.299,0.086,205.093,156.282,2.94,0.081,4.505e6,0,5.42,0.612,0.616,0.277,0.214,0.121,0.297,0.775,1.967e-4,0,0,0,0,0.098,0.004,16.6,216.424,58.037,0.041,0,7.216,877.741,335.672,0.05,0.094
14.42,1198.592,22.266,-9.951,26.879,9.955,225.919,0.085,225.919,0.022,15.057,0.284,22,120.002,9.784,1.639,0,9.419,3.792e-4,1.81e4,4500,15.299,0.086,204.883,156.282,2.928,0.08,4.435e6,0,5.257,0.612,0.617,0.277,0.214,0.121,0.316,0.819,-3.75e-5,0,0,0,0,0.106,0.004,16.6,216.424,57.572,0.042,0,7.209,877.621,335.668,0.05,0.094
14.47,1199.692,21.769,-9.939,26.46,9.943,226.672,0.086,226.672,0.022,15.042,0.285,22,120.002,9.784,1.74,-3.292e-7,9.638,7.229e-5,1.81e4,4500,15.299,0.086,204.66,156.282,2.914,0.079,4.366e6,0,5.099,0.612,0.617,0.277,0.214,0.121,0.337,0.867,1.728e-4,0,0,0,0,0.115,0.004,16.6,216.424,57.095,0.042,0,7.202,877.504,335.663,0.05,0.094
14.52,1200.768,21.272,-9.927,26.045,9.931,227.423,0.086,227.423,0.022,15.028,0.286,22,120.002,9.784,1.848,-3.158e-7,9.864,-5.49e-5,1.81e4,4500,15.299,0.086,204.425,156.282,2.9,0.078,4.297e6,0,4.944,0.612,0.618,0.277,0.214,0.121,0.359,0.917,-2.226e-5,0,0,0,0,0.124,0.004,16.6,216.424,56.608,0.042,0,7.195,877.39,335.659,0.05,0.094
14.57,1201.82,20.776,-9.914,25.633,9.919,228.174,0.087,228.174,0.022,15.014,0.287,22,120.002,9.784,1.962,-3.107e-7,10.095,-3.215e-4,1.81e4,4500,15.299,0.086,204.177,156.282,2.885,0.076,4.229e6,0,4.794,0.612,0.619,0.277,0.214,0.121,0.383,0.97,-2.444e-4,0,0,0,0,0.134,0.004,16.6,216.424,56.109,0.042,0,7.188,877.278,335.655,0.05,0.095
14.62,1202.846,20.281,-9.902,25.225,9.906,228.925,0.087,228.925,0.022,14.999,0.287,22,120.002,9.784,2.084,-4.474e-7,10.331,-4.265e-4,1.81e4,4500,15.299,0.086,203.915,156.282,2.87,0.075,4.161e6,0,4.648,0.612,0.619,0.277,0.214,0.121,0.408,1.026,4.542e-4,0,0,0,0,0.145,0.004,16.6,216.424,55.598,0.042,0,7.182,877.169,335.651,0.05,0.095
14.67,1203.848,19.786,-9.89,24.82,9.894,229.674,0.088,229.674,0.022,14.985,0.289,22,120.002,9.784,2.214,4.636e-7,10.573,-5.619e-4,1.81e4,4500,15.299,0.086,203.639,156.282,2.853,0.074,4.094e6,0,4.506,0.612,0.62,0.277,0.214,0.121,0.435,1.085,-1.026e-4,0,0,0,0,0.157,0.003,16.6,216.424,55.075,0.043,0,7.175,877.062,335.647,0.05,0.095
14.72,1204.825,19.292,-9.878,24.419,9.882,230.423,0.088,230.423,0.022,14.971,0.29,22,120.002,9.784,2.353,4.12e-7,10.821,-7.185e-4,1.81e4,4500,15.299,0.086,203.348,156.282,2.835,0.073,4.027e6,0,4.368,0.612,0.621,0.277,0.214,0.121,0.465,1.148,-1.704e-5,0,0,0,0,0.17,0.003,16.6,216.424,54.541,0.043,0,7.169,876.958,335.643,0.05,0.095
14.77,1205.777,18.798,-9.866,24.022,9.87,231.171,0.089,231.171,0.022,14.956,0.291,22,120.002,9.784,2.5,3.016e-7,11.075,-8.388e-4,1.81e4,4500,15.299,0.086,203.042,156.282,2.817,0.072,3.962e6,0,4.235,0.612,0.622,0.277,0.214,0.121,0.496,1.214,-5.313e-5,0,0,0,0,0.184,0.003,16.6,216.424,53.993,0.043,0,7.162,876.857,335.639,0.05,0.095
14.82,1206.704,18.305,-9.853,23.629,9.858,231.919,0.09,231.919,0.022,14.941,0.292,22,120.002,9.784,2.656,-4.536e-7,11.335,-9.992e-4,1.81e4,4500,15.299,0.086,202.72,156.282,2.797,0.07,3.896e6,0,4.105,0.612,0.624,0.277,0.214,0.121,0.53,1.283,1.199e-4,0,0,0,0,0.199,0.003,16.6,216.424,53.433,0.043,0,7.156,876.758,335.636,0.05,0.095
14.87,1207.607,17.813,-9.841,23.24,9.845,232.666,0.09,232.666,0.022,14.927,0.294,22,120.002,9.784,2.822,-6.746e-7,11.6,-0.001,1.81e4,4500,15.299,0.086,202.381,156.282,2.777,0.069,3.832e6,0,3.98,0.612,0.625,0.277,0.214,0.121,0.566,1.357,-1.472e-4,0,0,0,0,0.215,0.003,16.6,216.424,52.86,0.043,0,7.151,876.662,335.632,0.05,0.096
14.92,1208.486,17.321,-9.829,22.856,9.833,233.412,0.091,233.412,0.022,14.912,0.296,22,120.002,9.784,2.999,-9.889e-7,11.872,-0.001,1.81e4,4500,15.299,0.086,202.025,156.282,2.756,0.068,3.768e6,0,3.859,0.612,0.627,0.277,0.214,0.121,0.605,1.434,-4.645e-4,0,0,0,0,0.233,0.003,16.6,216.424,52.273,0.043,0,7.145,876.569,335.629,0.05,0.096
14.97,1209.339,16.83,-9.816,22.476,9.821,234.157,0.091,234.157,0.022,14.897,0.297,22,120.002,9.784,3.186,-4.045e-7,12.149,-0.001,1.81e4,4500,15.299,0.086,201.652,156.282,2.733,0.067,3.706e6,0,3.742,0.611,0.628,0.277,0.214,0.121,0.647,1.515,-1.14e-4,0,0,0,0,0.252,0.003,16.6,216.424,51.672,0.044,0,7.139,876.478,335.625,0.05,0.096
15.02,1210.169,16.339,-9.804,22.101,9.808,234.901,0.092,234.901,0.022,14.882,0.299,22,120.002,9.784,3.386,0,12.433,-0.001,1.81e4,4500,15.299,0.086,201.261,156.282,2.71,0.066,3.644e6,0,3.63,0.611,0.63,0.277,0.214,0.121,0.692,1.601,-6.506e-5,0,0,0,0,0.273,0.003,16.6,216.424,51.058,0.044,0,7.134,876.39,335.622,0.05,0.096
15.07,1210.973,15.85,-9.791,21.731,9.796,235.645,0.092,235.645,0.022,14.867,0.301,22,120.002,9.784,3.597,-1.013e-6,12.722,-0.001,1.81e4,4500,15.299,0.086,200.851,156.282,2.685,0.065,3.582e6,0,3.521,0.611,0.633,0.277,0.214,0.121,0.74,1.69,3.818e-4,0,0,0,0,0.296,0.003,16.6,216.424,50.429,0.044,0,7.129,876.304,335.619,0.05,0.096
15.12,1211.754,15.36,-9.778,21.366,9.783,236.388,0.093,236.388,0.023,14.852,0.304,22,120.002,9.784,3.822,-9.24e-7,13.018,-0.001,1.81e4,4500,15.299,0.086,200.423,156.282,2.659,0.064,3.522e6,0,3.417,0.611,0.635,0.277,0.214,0.121,0.792,1.784,2.476e-4,0,0,0,0,0.321,0.003,16.6,216.424,49.785,0.044,0,7.124,876.221,335.616,0.05,0.096
15.17,1212.509,14.872,-9.765,21.007,9.77,237.13,0.094,237.13,0.023,14.837,0.306,22,120.002,9.784,4.06,0,13.319,-0.001,1.81e4,4500,15.299,0.086,199.976,156.282,2.632,0.063,3.463e6,0,3.317,0.611,0.638,0.277,0.214,0.121,0.847,1.882,1.522e-6,0,0,0,0,0.347,0.003,16.6,216.424,49.127,0.044,0,7.119,876.141,335.613,0.05,0.096
15.22,1213.241,14.384,-9.752,20.654,9.757,237.872,0.094,237.872,0.023,14.822,0.308,22,120.002,9.784,4.312,-4.157e-7,13.626,-0.001,1.81e4,4500,15.299,0.086,199.511,156.282,2.604,0.062,3.404e6,0,3.221,0.611,0.641,0.277,0.213,0.12,0.907,1.986,-4.145e-4,0,0,0,0,0.376,0.003,16.6,216.424,48.453,0.044,0,7.114,876.063,335.61,0.05,0.096
15.27,1213.948,13.897,-9.739,20.306,9.744,238.612,0.095,238.612,0.023,14.806,0.311,22,120.002,9.784,4.579,0,13.939,-0.001,1.81e4,4500,15.299,0.086,199.026,156.282,2.575,0.061,3.347e6,0,3.129,0.611,0.644,0.277,0.213,0.12,0.971,2.093,1.38e-5,0,0,0,0,0.407,0.003,16.6,216.424,47.764,0.045,0,7.109,875.988,335.607,0.05,0.097
15.32,1214.631,13.41,-9.725,19.965,9.73,239.352,0.095,239.352,0.023,14.79,0.314,22,120.002,9.784,4.862,0,14.258,-0.002,1.81e4,4500,15.299,0.086,198.522,156.282,2.545,0.059,3.29e6,0,3.042,0.611,0.648,0.277,0.213,0.12,1.04,2.205,4.724e-4,0,0,0,0,0.441,0.003,16.6,216.424,47.059,0.045,0,7.105,875.915,335.604,0.05,0.097
15.37,1215.289,12.924,-9.711,19.63,9.716,240.091,0.096,240.091,0.023,14.775,0.317,22,120.002,9.784,5.161,-5.395e-7,14.583,-0.002,1.81e4,4500,15.299,0.086,198,156.282,2.513,0.058,3.235e6,0,2.959,0.611,0.652,0.277,0.213,0.12,1.114,2.322,9.501e-5,0,0,0,0,0.477,0.003,16.6,216.424,46.338,0.045,0,7.101,875.845,335.602,0.05,0.097
15.42,1215.923,12.439,-9.697,19.301,9.702,240.83,0.097,240.83,0.023,14.759,0.32,22,120.002,9.784,5.476,0,14.914,-0.002,1.81e4,4500,15.299,0.086,197.459,156.282,2.481,0.058,3.181e6,0,2.88,0.611,0.656,0.277,0.213,0.12,1.193,2.444,-1.591e-4,0,0,0,0,0.516,0.003,16.6,216.424,45.601,0.045,0,7.097,875.778,335.599,0.05,0.097
15.47,1216.533,11.954,-9.683,18.98,9.688,241.567,0.097,241.567,0.023,14.743,0.323,22,120.002,9.784,5.81,-4.044e-7,15.25,-0.001,1.81e4,4500,15.299,0.086,196.9,156.282,2.447,0.057,3.127e6,0,2.805,0.611,0.661,0.277,0.213,0.12,1.278,2.57,1.497e-4,0,0,0,0,0.558,0.003,16.6,216.424,44.847,0.045,0,7.093,875.713,335.597,0.05,0.097
15.52,1217.118,11.471,-9.668,18.667,9.673,242.304,0.098,242.304,0.023,14.727,0.326,22,120.002,9.784,6.161,0,15.592,-0.001,1.81e4,4500,15.299,0.086,196.324,156.282,2.412,0.056,3.076e6,0,2.734,0.611,0.666,0.277,0.213,0.12,1.369,2.701,3.006e-4,0,0,0,0,0.603,0.003,16.6,216.424,44.076,0.045,0,7.089,875.651,335.595,0.05,0.097
15.57,1217.68,10.988,-9.653,18.361,9.658,243.04,0.098,243.04,0.023,14.71,0.329,22,120.002,9.784,6.53,-8.858e-7,15.939,-0.001,1.81e4,4500,15.299,0.086,195.731,156.282,2.376,0.055,3.025e6,0,2.667,0.611,0.672,0.277,0.213,0.12,1.467,2.836,-3.498e-4,0,0,0,0,0.651,0.003,16.6,216.424,43.288,0.046,0,7.085,875.591,335.592,0.05,0.097
15.62,1218.217,10.505,-9.637,18.063,9.643,243.775,0.099,243.775,0.023,14.694,0.333,22,120.002,9.784,6.918,0,16.292,-0.001,1.81e4,4500,15.299,0.086,195.123,156.282,2.34,0.054,2.976e6,0,2.604,0.611,0.678,0.277,0.213,0.12,1.572,2.975,1.75e-4,0,0,0,0,0.703,0.003,16.6,216.424,42.482,0.046,0,7.082,875.534,335.59,0.05,0.098
15.67,1218.73,10.024,-9.621,17.773,9.627,244.509,0.099,244.509,0.023,14.677,0.336,22,120.002,9.784,7.326,0,16.65,-0.001,1.81e4,4500,15.299,0.086,194.5,156.282,2.302,0.053,2.928e6,0,2.545,0.611,0.684,0.277,0.213,0.12,1.684,3.119,-4.009e-6,0,0,0,0,0.758,0.003,16.6,216.424,41.658,0.046,0,7.078,875.479,335.588,0.05,0.098
15.72,1219.22,9.543,-9.604,17.492,9.61,245.243,0.1,245.243,0.023,14.66,0.34,22,120.002,9.784,7.754,-4.635e-7,17.013,-0.001,1.81e4,4500,15.299,0.086,193.865,156.282,2.264,0.052,2.882e6,0,2.489,0.611,0.691,0.277,0.213,0.12,1.803,3.265,-1.921e-4,0,0,0,0,0.817,0.002,16.6,216.424,40.817,0.046,0,7.075,875.427,335.586,0.05,0.098
15.77,1219.685,9.063,-9.587,17.221,9.593,245.975,0.101,245.975,0.023,14.643,0.344,22,120.002,9.784,8.201,0,17.381,-0.001,1.81e4,4500,15.299,0.086,193.218,156.282,2.225,0.051,2.837e6,0,2.438,0.611,0.698,0.277,0.213,0.12,1.931,3.416,3.926e-4,0,0,0,0,0.88,0.002,16.6,216.424,39.957,0.046,0,7.072,875.378,335.585,0.05,0.098
15.82,1220.126,8.585,-9.569,16.959,9.575,246.707,0.101,246.707,0.024,14.626,0.347,22,120.002,9.784,8.667,-7.545e-7,17.755,-0.001,1.81e4,4500,15.299,0.086,192.561,156.282,2.185,0.051,2.794e6,0,2.389,0.611,0.706,0.277,0.213,0.12,2.066,3.569,-3.606e-4,0,0,0,0,0.947,0.002,16.6,216.424,39.078,0.046,0,7.069,875.331,335.583,0.05,0.098
15.87,1220.543,8.107,-9.55,16.707,9.557,247.438,0.102,247.438,0.024,14.608,0.351,22,120.002,9.784,9.154,0,18.133,-0.001,1.81e4,4500,15.299,0.086,191.896,156.282,2.145,0.05,2.752e6,0,2.345,0.611,0.713,0.277,0.213,0.12,2.211,3.726,-2.502e-4,0,0,0,0,1.018,0.002,16.6,216.424,38.181,0.046,0,7.066,875.286,335.581,0.05,0.098
15.92,1220.937,7.63,-9.531,16.465,9.538,248.168,0.102,248.168,0.024,14.59,0.355,22,120.002,9.784,9.659,0,18.516,-0.001,1.81e4,4500,15.299,0.086,191.225,156.282,2.105,0.049,2.712e6,0,2.303,0.611,0.721,0.277,0.213,0.12,2.364,3.884,-4.482e-4,0,0,0,0,1.093,0.002,16.6,216.424,37.265,0.046,0,7.064,875.244,335.58,0.05,0.098
15.97,1221.306,7.154,-9.511,16.234,9.518,248.897,0.103,248.897,0.024,14.573,0.358,22,120.002,9.784,10.184,0,18.903,-0.001,1.81e4,4500,15.299,0.086,190.55,156.282,2.064,0.048,2.674e6,0,2.264,0.611,0.73,0.277,0.213,0.12,2.526,4.044,9.956e-5,0,0,0,0,1.172,0.002,16.6,216.424,36.33,0.047,0,7.062,875.205,335.578,0.05,0.099
16.02,1221.652,6.679,-9.49,16.014,9.497,249.625,0.104,249.625,0.024,14.555,0.362,22,120.002,9.784,10.726,0,19.296,-9.427e-4,1.81e4,4500,15.299,0.086,189.874,156.282,2.024,0.048,2.638e6,0,2.228,0.611,0.738,0.277,0.213,0.12,2.698,4.204,-1.551e-5,0,0,0,0,1.254,0.002,16.6,216.424,35.375,0.047,0,7.059,875.168,335.577,0.05,0.099
16.07,1221.974,6.205,-9.468,15.805,9.475,250.352,0.104,250.352,0.024,14.536,0.365,22,120.002,9.784,11.286,0,19.693,-8.863e-4,1.81e4,4500,15.299,0.086,189.199,156.282,1.983,0.047,2.603e6,0,2.195,0.611,0.746,0.277,0.213,0.12,2.878,4.366,3.33e-5,0,0,0,0,1.341,0.002,16.6,216.424,34.4,0.047,0,7.057,875.134,335.576,0.05,0.099
16.12,1222.272,5.732,-9.446,15.609,9.453,251.079,0.105,251.079,0.024,14.518,0.368,22,120.002,9.784,11.861,-7.946e-7,20.094,-8.897e-4,1.81e4,4500,15.299,0.086,188.527,156.282,1.943,0.047,2.571e6,0,2.163,0.611,0.754,0.277,0.213,0.12,3.068,4.527,3.187e-4,0,0,0,0,1.432,0.002,16.6,216.424,33.405,0.047,0,7.055,875.102,335.574,0.05,0.099
16.17,1222.547,5.26,-9.422,15.424,9.429,251.804,0.105,251.804,0.024,14.5,0.371,22,120.002,9.784,12.451,0,20.5,-8.325e-4,1.81e4,4500,15.299,0.086,187.862,156.282,1.902,0.046,2.54e6,0,2.134,0.611,0.762,0.277,0.213,0.12,3.266,4.687,-3.409e-4,0,0,0,0,1.526,0.002,16.6,216.424,32.391,0.047,0,7.053,875.073,335.573,0.05,0.099
16.22,1222.798,4.789,-9.398,15.252,9.405,252.529,0.106,252.529,0.024,14.481,0.374,22,120.002,9.784,13.054,0,20.91,-7.692e-4,1.81e4,4500,15.299,0.086,187.205,156.282,1.863,0.045,2.512e6,0,2.107,0.611,0.769,0.277,0.213,0.12,3.473,4.846,3.193e-5,0,0,0,0,1.624,0.002,16.6,216.424,31.355,0.047,0,7.052,875.046,335.572,0.05,0.099
16.27,1223.026,4.32,-9.372,15.094,9.379,253.252,0.107,253.252,0.024,14.462,0.376,22,120.002,9.784,13.667,0,21.325,-7.039e-4,1.81e4,4500,15.299,0.086,186.559,156.282,1.824,0.045,2.486e6,0,2.081,0.611,0.776,0.277,0.213,0.12,3.688,5.002,-4.22e-4,0,0,0,0,1.725,0.002,16.6,216.424,30.299,0.047,0,7.05,875.022,335.571,0.05,0.099
16.32,1223.231,3.852,-9.345,14.948,9.353,253.975,0.107,253.975,0.024,14.443,0.377,22,120.002,9.784,14.289,-4.439e-7,21.744,-6.989e-4,1.81e4,4500,15.299,0.086,185.927,156.282,1.786,0.045,2.462e6,0,2.057,0.611,0.782,0.277,0.213,0.12,3.91,5.154,1.212e-4,0,0,0,0,1.828,0.002,16.6,216.424,29.223,0.047,0,7.049,875,335.571,0.05,0.1
16.37,1223.411,3.386,-9.318,14.817,9.325,254.697,0.108,254.697,0.024,14.425,0.378,22,120.002,9.784,14.916,0,22.168,-6.229e-4,1.81e4,4500,15.299,0.086,185.311,156.282,1.749,0.044,2.44e6,0,2.033,0.611,0.787,0.277,0.213,0.12,4.139,5.303,3.801e-4,0,0,0,0,1.934,0.002,16.6,216.424,28.125,0.047,0,7.048,874.981,335.57,0.05,0.1
16.42,1223.569,2.921,-9.289,14.699,9.296,255.417,0.108,255.417,0.024,14.406,0.378,22,120.002,9.784,15.545,-5.508e-7,22.596,-6.124e-4,1.81e4,4500,15.299,0.086,184.715,156.282,1.713,0.044,2.421e6,0,2.011,0.611,0.791,0.277,0.213,0.12,4.373,5.447,2.968e-4,0,0,0,0,2.042,0.002,16.6,216.424,27.006,0.048,0,7.047,874.964,335.569,0.05,0.1
16.47,1223.704,2.457,-9.259,14.595,9.267,256.137,0.109,256.137,0.024,14.387,0.378,22,120.002,9.784,16.174,-5.274e-7,23.029,-5.544e-4,1.81e4,4500,15.299,0.086,184.139,156.282,1.678,0.043,2.403e6,0,1.989,0.611,0.793,0.277,0.213,0.12,4.611,5.587,1.598e-4,0,0,0,0,2.151,0.002,16.6,216.424,25.865,0.048,0,7.046,874.95,335.569,0.05,0.1
16.52,1223.815,1.995,-9.228,14.506,9.236,256.856,0.11,256.856,0.024,14.368,0.377,22,120.002,9.784,16.799,-4.403e-7,23.467,-5.413e-4,1.81e4,4500,15.299,0.086,183.586,156.282,1.645,0.043,2.389e6,0,1.967,0.611,0.794,0.277,0.213,0.12,4.852,5.719,4.448e-4,0,0,0,0,2.261,0.002,16.6,216.424,24.703,0.048,0,7.045,874.938,335.568,0.05,0.1
16.57,1223.903,1.534,-9.196,14.431,9.204,257.574,0.11,257.574,0.025,14.349,0.374,22,120.002,9.784,17.416,-4.792e-7,23.91,-5.052e-4,1.81e4,4500,15.299,0.086,183.059,156.282,1.613,0.043,2.376e6,0,1.947,0.611,0.794,0.277,0.213,0.12,5.094,5.845,-4.486e-4,0,0,0,0,2.372,0.002,16.6,216.424,23.518,0.048,0,7.045,874.929,335.568,0.05,0.1
16.62,1223.968,1.075,-9.163,14.371,9.171,258.291,0.111,258.291,0.025,14.33,0.371,22,120.003,9.784,18.021,0,24.358,-4.752e-4,1.81e4,4500,15.299,0.086,182.558,156.282,1.583,0.043,2.367e6,0,1.929,0.611,0.793,0.277,0.213,0.12,5.335,5.962,-1.405e-4,0,0,0,0,2.482,0.002,16.6,216.424,22.312,0.048,0,7.044,874.922,335.568,0.05,0.1
16.67,1224.011,0.618,-9.13,14.325,9.137,259.007,0.112,259.007,0.025,14.312,0.366,22,120.003,9.784,18.611,4.4e-7,24.811,-4.007e-4,1.81e4,4500,15.299,0.086,182.086,156.282,1.555,0.043,2.359e6,0,1.913,0.611,0.792,0.277,0.213,0.12,5.574,6.073,-2.169e-4,0,0,0,0,2.592,0.002,16.6,216.424,21.083,0.048,0,7.044,874.917,335.568,0.05,0.101
16.72,1224.03,0.162,-9.095,14.295,9.102,259.722,0.112,259.722,0.025,14.294,0.361,22,120.003,9.784,19.181,4.701e-7,25.27,-3.682e-4,1.81e4,4500,15.299,0.086,181.644,156.282,1.528,0.043,2.354e6,0,1.901,0.611,0.79,0.277,0.213,0.12,5.808,6.173,-2.547e-4,0,0,0,0,2.7,0.002,16.6,216.424,19.831,0.048,0,7.044,874.915,335.567,0.05,0.101
# Event APOGEE occurred at t=16.77 seconds
16.77,1224.027,-0.292,-9.06,14.279,9.067,260.436,0.113,260.436,0.025,14.276,0.354,22,120.003,9.784,19.726,0,25.734,-3.467e-4,1.81e4,4500,15.299,0.086,181.234,156.282,1.503,0.043,2.351e6,0,1.891,0.611,0.788,0.277,0.213,0.12,6.035,6.266,2.518e-4,0,0,0,0,2.806,0.002,16.6,216.424,18.555,0.048,0,7.044,874.916,335.567,0.05,0.101
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=16.771 seconds
16.82,1224.001,-0.744,-9.029,14.278,9.036,261.15,0.113,261.15,0.025,14.259,0.344,22,120.003,9.784,20.243,0,26.205,-3.058e-4,1.81e4,4500,15.299,0.086,180.855,156.282,1.48,0.043,2.351e6,0,1.885,0.611,0.785,0.277,0.213,0.12,6.217,6.136,4.88e-4,0,0,0,0,2.91,0.002,16.6,216.424,17.257,0.048,0,7.044,874.918,335.568,0.05,0.101
16.824,1223.998,-0.778,-9.272,14.243,13.521,261.202,0.113,261.202,0.025,14.222,9.841,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.043,2.346e6,0,178.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,7.044,874.918,335.568,0.004,0.101
16.893,1223.923,-1.415,-9.25,13.622,13.47,262.158,0.114,262.158,0.025,13.548,9.792,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.243e6,0,177.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,7.044,874.919,335.568,0.069,0.101
16.965,1223.798,-2.052,-8.854,13.069,12.569,263.11,0.115,263.11,0.025,12.906,8.921,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.152e6,0,162.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,7.045,874.927,335.568,0.072,0.101
17.049,1223.594,-2.77,-8.489,12.527,11.771,264.173,0.116,264.173,0.025,12.216,8.153,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.039,2.063e6,0,149.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,7.045,874.94,335.568,0.085,0.101
