Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.12,-4.772e-4,-0.095,-9.544,0.096,9.597,-5.016e-5,0,5.016e-5,180,0.01,1.003,22.175,120.893,9.788,98.671,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.938,NaN,0.006,4.016e5,3.832,-3.254e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.297e-5,16.5,213.825,84,0,2.036,15,1013.25,340.389,0.01,0.007
0.13,-4.76e-4,-0.095,-9.521,0.096,9.573,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,98.668,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.938,NaN,0.006,4.01e5,4.497,-3.242e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,16.5,213.825,84,0,2.033,15,1013.25,340.389,0.01,0.007
0.14,-4.765e-4,-0.095,-9.53,0.096,9.583,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,98.674,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,4.005e5,4.238,-3.241e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,2.031,15,1013.25,340.389,0.01,0.007
0.15,-4.766e-4,-0.095,-9.533,0.096,9.585,-5.01e-5,0,5.01e-5,180,0.01,1.002,22.175,120.893,9.788,98.678,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,3.999e5,4.165,-3.237e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.296e-5,16.5,213.825,84,0,2.028,15,1013.25,340.389,0.01,0.007
0.16,-4.754e-4,-0.095,-9.509,0.096,9.561,-4.997e-5,0,4.997e-5,180,0.01,0.999,22.175,120.893,9.788,98.666,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,4.008e5,4.835,-3.237e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,16.5,213.825,84,0,2.032,15,1013.25,340.389,0.01,0.008
0.17,-4.764e-4,-0.095,-9.528,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,98.666,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,4.016e5,4.308,-3.249e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,2.036,15,1013.25,340.389,0.01,0.008
0.18,-4.748e-4,-0.095,-9.495,0.095,9.548,-4.99e-5,0,4.99e-5,180,0.01,0.998,22.175,120.893,9.788,98.651,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,4.024e5,5.219,-3.246e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.291e-5,16.5,213.825,84,0,2.04,15,1013.25,340.389,0.01,0.008
0.19,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,98.652,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.006,4.033e5,4.595,-3.259e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,16.5,213.825,84,0,2.045,15,1013.25,340.389,0.01,0.008
0.2,-4.751e-4,-0.095,-9.502,0.096,9.554,-4.993e-5,0,4.993e-5,180,0.01,0.999,22.175,120.893,9.788,98.642,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,0.006,4.041e5,5.035,-3.261e-4,0.745,-0.006,0.41,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,16.5,213.825,84,0,2.049,15,1013.25,340.389,0.01,0.008
0.21,-4.738e-4,-0.095,-9.475,0.095,9.527,-4.979e-5,0,4.979e-5,180,0.01,0.996,22.175,120.893,9.788,98.655,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,0.006,4.01e5,5.782,-3.228e-4,0.746,-0.006,0.411,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.288e-5,16.5,213.825,84,0,2.033,15,1013.25,340.389,0.01,0.008
0.22,-4.746e-4,-0.095,-9.492,0.095,9.544,-4.988e-5,0,4.988e-5,180,0.01,0.998,22.175,120.893,9.788,98.68,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,0.006,3.98e5,5.316,-3.209e-4,0.747,-0.006,0.412,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29e-5,16.5,213.825,84,0,2.018,15,1013.25,340.389,0.01,0.009
0.23,-4.728e-4,-0.095,-9.456,0.095,9.508,-4.969e-5,0,4.969e-5,180,0.01,0.994,22.175,120.893,9.788,98.69,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,0.006,3.95e5,6.314,-3.175e-4,0.748,-0.006,0.412,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,2.002,15,1013.25,340.389,0.01,0.009
0.24,-4.742e-4,-0.095,-9.484,0.095,9.536,-4.984e-5,0,4.984e-5,180,0.01,0.997,22.175,120.893,9.788,98.719,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,3.919e5,5.531,-3.159e-4,0.748,-0.006,0.413,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.289e-5,16.5,213.825,84,0,1.987,15,1013.25,340.389,0.01,0.009
0.25,-4.731e-4,-0.095,-9.462,0.095,9.515,-4.973e-5,0,4.973e-5,180,0.01,0.995,22.175,120.893,9.788,98.734,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,3.889e5,6.14,-3.129e-4,0.749,-0.006,0.414,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.286e-5,16.5,213.825,84,0,1.971,15,1013.25,340.389,0.01,0.009
0.26,-4.722e-4,-0.094,-9.444,0.095,9.496,-4.963e-5,0,4.963e-5,180,0.01,0.993,22.175,120.893,9.788,98.718,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,3.904e5,6.656,-3.136e-4,0.749,-0.006,0.414,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,16.5,213.825,84,0,1.979,15,1013.25,340.389,0.01,0.009
0.27,-4.729e-4,-0.095,-9.457,0.095,9.509,-4.97e-5,0,4.97e-5,180,0.01,0.994,22.175,120.893,9.788,98.711,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,3.92e5,6.293,-3.152e-4,0.748,-0.006,0.413,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,1.987,15,1013.25,340.389,0.01,0.01
0.28,-4.709e-4,-0.094,-9.418,0.095,9.47,-4.949e-5,0,4.949e-5,180,0.01,0.99,22.175,120.893,9.788,98.689,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,3.936e5,7.383,-3.152e-4,0.748,-0.006,0.413,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28e-5,16.5,213.825,84,0,1.995,15,1013.25,340.389,0.01,0.01
0.29,-4.715e-4,-0.094,-9.43,0.095,9.482,-4.956e-5,0,4.956e-5,180,0.01,0.991,22.175,120.893,9.788,98.682,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,3.951e5,7.04,-3.168e-4,0.747,-0.006,0.412,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,16.5,213.825,84,0,2.003,15,1013.25,340.389,0.01,0.01
0.3,-4.705e-4,-0.094,-9.411,0.095,9.463,-4.946e-5,0,4.946e-5,180,0.01,0.989,22.175,120.893,9.788,98.666,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,3.967e5,7.588,-3.175e-4,0.747,-0.006,0.412,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.279e-5,16.5,213.825,84,0,2.011,15,1013.25,340.389,0.01,0.01
0.31,-4.688e-4,-0.094,-9.376,0.094,9.428,-4.927e-5,0,4.927e-5,180,0.01,0.985,22.175,120.893,9.788,98.603,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,4.048e5,8.575,-3.228e-4,0.745,-0.006,0.41,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.274e-5,16.5,213.825,84,0,2.053,15,1013.25,340.389,0.01,0.01
0.32,-4.69e-4,-0.094,-9.38,0.094,9.432,-4.929e-5,0,4.929e-5,180,0.01,0.986,22.175,120.893,9.788,98.553,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,0.006,4.129e5,8.457,-3.294e-4,0.744,-0.006,0.409,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275e-5,16.5,213.825,84,0,2.094,15,1013.25,340.389,0.01,0.011
0.33,-4.666e-4,-0.093,-9.331,0.094,9.383,-4.904e-5,0,4.904e-5,180,0.01,0.981,22.175,120.893,9.788,98.491,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,0.006,4.209e5,9.828,-3.345e-4,0.742,-0.006,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.268e-5,16.5,213.825,84,0,2.135,15,1013.25,340.389,0.01,0.011
0.34,-4.662e-4,-0.093,-9.324,0.094,9.376,-4.9e-5,0,4.9e-5,180,0.01,0.98,22.175,120.893,9.788,98.442,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.006,4.29e5,10.028,-3.41e-4,0.74,-0.005,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.267e-5,16.5,213.825,84,0,2.177,15,1013.25,340.389,0.01,0.011
0.35,-4.653e-4,-0.093,-9.307,0.094,9.358,-4.891e-5,0,4.891e-5,180,0.01,0.978,22.175,120.893,9.788,98.392,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.007,4.371e5,10.514,-3.471e-4,0.739,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.265e-5,16.5,213.825,84,0,2.218,15,1013.25,340.389,0.01,0.011
0.36,-4.62e-4,-0.092,-9.241,0.093,9.292,-4.856e-5,0,4.856e-5,180,0.01,0.971,22.175,120.893,9.788,98.375,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.007,4.372e5,12.371,-3.451e-4,0.739,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.256e-5,16.5,213.825,84,0,2.218,15,1013.25,340.389,0.01,0.011
0.37,-4.612e-4,-0.092,-9.223,0.093,9.274,-4.847e-5,0,4.847e-5,180,0.01,0.969,22.175,120.893,9.788,98.37,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,0.007,4.372e5,12.862,-3.447e-4,0.739,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.254e-5,16.5,213.825,84,0,2.219,15,1013.25,340.389,0.01,0.012
0.38,-4.582e-4,-0.092,-9.164,0.092,9.215,-4.816e-5,0,4.816e-5,180,0.01,0.963,22.175,120.893,9.788,98.355,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,0.007,4.373e5,14.525,-3.429e-4,0.739,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.246e-5,16.5,213.825,84,0,2.219,15,1013.25,340.389,0.01,0.012
0.39,-4.561e-4,-0.091,-9.122,0.092,9.172,-4.794e-5,0,4.794e-5,180,0.01,0.959,22.175,120.893,9.788,98.344,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.93,NaN,0.007,4.373e5,15.717,-3.416e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.24e-5,16.5,213.825,84,0,2.219,15,1013.25,340.389,0.01,0.012
0.4,-4.543e-4,-0.091,-9.085,0.091,9.135,-4.774e-5,0,4.774e-5,180,0.01,0.955,22.175,120.893,9.788,98.334,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.929,NaN,0.007,4.374e5,16.751,-3.406e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.235e-5,16.5,213.825,84,0,2.22,15,1013.25,340.389,0.01,0.012
0.41,-4.507e-4,-0.09,-9.015,0.091,9.064,-4.737e-5,0,4.737e-5,180,0.009,0.947,22.175,120.893,9.788,98.308,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.929,NaN,0.007,4.389e5,18.736,-3.396e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.225e-5,16.5,213.825,84,0,2.227,15,1013.25,340.389,0.01,0.012
0.42,-4.481e-4,-0.09,-8.963,0.09,9.012,-4.71e-5,0,4.71e-5,180,0.009,0.942,22.175,120.893,9.788,98.287,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.928,NaN,0.007,4.404e5,20.199,-3.393e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.218e-5,16.5,213.825,84,0,2.235,15,1013.25,340.389,0.01,0.012
0.43,-4.428e-4,-0.089,-8.857,0.089,8.906,-4.654e-5,0,4.654e-5,180,0.009,0.931,22.175,120.893,9.788,98.252,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.927,NaN,0.007,4.419e5,23.171,-3.373e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.204e-5,16.5,213.825,84,0,2.243,15,1013.25,340.389,0.01,0.013
0.44,-4.388e-4,-0.088,-8.777,0.088,8.825,-4.612e-5,0,4.612e-5,180,0.009,0.922,22.175,120.893,9.788,98.224,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.926,NaN,0.007,4.433e5,25.427,-3.362e-4,0.737,-0.005,0.402,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.193e-5,16.5,213.825,84,0,2.25,15,1013.25,340.389,0.01,0.013
0.45,-4.324e-4,-0.086,-8.648,0.087,8.695,-4.545e-5,0,4.545e-5,180,0.009,0.909,22.175,120.893,9.788,98.184,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.925,NaN,0.007,4.448e5,29.05,-3.335e-4,0.737,-0.005,0.402,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.175e-5,16.5,213.825,84,0,2.258,15,1013.25,340.389,0.01,0.013
0.46,-4.243e-4,-0.085,-8.487,0.085,8.534,-4.46e-5,0,4.46e-5,180,0.009,0.892,22.175,120.893,9.788,98.156,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.923,NaN,0.007,4.423e5,33.572,-3.266e-4,0.738,-0.005,0.402,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.154e-5,16.5,213.825,84,0,2.245,15,1013.25,340.389,0.01,0.013
0.47,-4.172e-4,-0.083,-8.344,0.084,8.39,-4.385e-5,0,4.385e-5,180,0.009,0.877,22.175,120.893,9.788,98.132,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.922,NaN,0.007,4.397e5,37.604,-3.203e-4,0.738,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.134e-5,16.5,213.825,84,0,2.233,15,1013.25,340.389,0.01,0.013
0.48,-4.021e-4,-0.08,-8.042,0.081,8.087,-4.226e-5,0,4.226e-5,180,0.008,0.845,22.175,120.893,9.788,98.067,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.92,NaN,0.007,4.372e5,46.076,-3.095e-4,0.739,-0.005,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.093e-5,16.5,213.825,84,0,2.22,15,1013.25,340.389,0.01,0.013
0.49,-3.871e-4,-0.077,-7.742,0.078,7.785,-4.069e-5,0,4.069e-5,180,0.008,0.814,22.175,120.893,9.788,98.002,0,0,0,2.797e4,1.349e4,21.753,0.099,NaN,201.918,NaN,0.007,4.346e5,54.513,-2.989e-4,0.739,-0.005,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.052e-5,16.5,213.825,84,0,2.207,15,1013.25,340.389,0.01,0.014
0.5,-3.674e-4,-0.073,-7.348,0.074,7.388,-3.862e-5,0,3.862e-5,180,0.008,0.772,22.175,120.893,9.788,97.911,0,0,0,2.796e4,1.349e4,21.753,0.099,NaN,201.916,NaN,0.006,4.32e5,65.594,-2.859e-4,0.74,-0.004,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.988e-6,16.5,213.825,84,0,2.194,15,1013.25,340.389,0.01,0.014
0.51,-3.456e-4,-0.069,-6.913,0.07,6.951,-3.633e-5,0,3.633e-5,180,0.007,0.727,22.175,120.893,9.788,97.792,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.913,NaN,0.006,4.333e5,77.832,-2.752e-4,0.739,-0.004,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.396e-6,16.5,213.825,84,0,2.202,15,1013.25,340.389,0.01,0.014
0.52,-3.255e-4,-0.065,-6.51,0.065,6.546,-3.421e-5,0,3.421e-5,180,0.007,0.684,22.175,120.893,9.788,97.682,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.909,NaN,0.007,4.347e5,89.154,-2.656e-4,0.739,-0.004,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.848e-6,16.5,213.825,84,0,2.21,15,1013.25,340.389,0.01,0.014
0.53,-3.016e-4,-0.06,-6.031,0.061,6.064,-3.169e-5,0,3.169e-5,180,0.006,0.634,22.175,120.893,9.788,97.554,0,0,0,2.796e4,1.348e4,21.751,0.099,NaN,201.905,NaN,0.007,4.361e5,102.609,-2.544e-4,0.739,-0.004,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.198e-6,16.5,213.825,84,0,2.217,15,1013.25,340.389,0.01,0.014
0.54,-2.786e-4,-0.056,-5.571,0.056,5.602,-2.928e-5,0,2.928e-5,180,0.006,0.586,22.175,120.893,9.788,97.431,0,0,0,2.796e4,1.348e4,21.75,0.099,NaN,201.901,NaN,0.007,4.374e5,115.517,-2.439e-4,0.738,-0.004,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.573e-6,16.5,213.825,84,0,2.225,15,1013.25,340.389,0.01,0.015
0.55,-2.552e-4,-0.051,-5.104,0.051,5.132,-2.682e-5,0,2.682e-5,180,0.005,0.536,22.175,120.893,9.788,97.307,0,0,0,2.796e4,1.348e4,21.749,0.099,NaN,201.896,NaN,0.007,4.388e5,128.661,-2.336e-4,0.738,-0.004,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.937e-6,16.5,213.825,84,0,2.232,15,1013.25,340.389,0.01,0.015
0.56,-2.294e-4,-0.046,-4.589,0.046,4.614,-2.412e-5,0,2.412e-5,180,0.005,0.482,22.175,120.893,9.788,97.181,0,0,0,2.795e4,1.348e4,21.748,0.099,NaN,201.89,NaN,0.007,4.363e5,143.124,-2.197e-4,0.739,-0.003,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.237e-6,16.5,213.825,84,0,2.22,15,1013.25,340.389,0.01,0.015
