Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
5.27,501.17,133.869,-17.515,134.769,17.529,53.481,0.009,53.481,0.01,15.555,0.685,22.175,120.893,9.786,0.06,7.219e-7,0.716,0.002,1.898e4,4500,16.939,0.085,229.252,174.165,3.339,0.398,2.536e7,0,147.148,0.651,0.651,0.283,0.227,0.141,0.011,0.038,3.125e-5,0,0,0,0,3.26e-5,0.018,16.5,213.825,84.078,0.02,1.811,11.742,954.478,338.415,0.05,0.045
5.32,507.842,132.996,-17.393,133.898,17.411,54.258,0.009,54.258,0.01,15.519,0.806,22.175,120.893,9.786,0.002,0,-0.89,0.096,1.898e4,4500,16.939,0.085,229.403,174.165,3.348,0.395,2.519e7,0,145.073,0.651,0.651,0.283,0.227,0.14,4.21e-4,0.002,-3.981e-4,0,0,0,0,-5.099e-5,0.018,16.5,213.825,84.119,0.02,1.814,11.699,953.732,338.389,0.05,0.045
5.37,514.47,132.13,-17.268,133.033,17.295,55.033,0.009,55.033,0.01,15.473,0.979,22.175,120.893,9.786,0.09,2.078e-6,-0.66,5.235e-4,1.898e4,4500,16.939,0.085,229.149,174.165,3.332,0.393,2.501e7,0,143.05,0.65,0.65,0.283,0.227,0.14,0.017,0.056,-2.349e-5,0,0,0,0,-2.842e-5,0.018,16.5,213.825,84.159,0.019,1.743,11.656,952.992,338.362,0.05,0.045
5.42,521.055,131.269,-17.152,132.172,17.186,55.805,0.01,55.805,0.01,15.422,1.072,22.175,120.893,9.786,0.141,3.778e-7,-0.236,0.004,1.898e4,4500,16.939,0.085,228.996,174.165,3.323,0.39,2.484e7,0,141.048,0.65,0.65,0.283,0.227,0.14,0.026,0.088,3.882e-4,0,0,0,0,-3.684e-6,0.018,16.5,213.825,84.182,0.018,1.719,11.613,952.256,338.336,0.05,0.046
5.47,527.597,130.414,-17.051,131.317,17.082,56.575,0.01,56.575,0.01,15.367,1.029,22.175,120.893,9.786,0.127,7.786e-7,0.356,0.002,1.898e4,4500,16.939,0.085,229.023,174.165,3.325,0.388,2.466e7,0,139.048,0.65,0.65,0.283,0.227,0.14,0.024,0.08,-8.251e-5,0,0,0,0,8.471e-6,0.018,16.5,213.825,84.179,0.018,1.777,11.571,951.525,338.311,0.05,0.046
5.52,534.096,129.564,-16.958,130.467,16.982,57.342,0.01,57.342,0.01,15.32,0.9,22.175,120.893,9.786,0.071,5.271e-7,0.638,0.004,1.898e4,4500,16.939,0.085,229.169,174.165,3.334,0.385,2.449e7,0,137.061,0.649,0.649,0.283,0.227,0.139,0.013,0.045,-1.072e-5,0,0,0,0,2.759e-5,0.018,16.5,213.825,84.153,0.018,1.894,11.528,950.799,338.285,0.05,0.046
5.57,540.553,128.718,-16.86,129.622,16.882,58.107,0.01,58.107,0.01,15.276,0.86,22.175,120.893,9.786,0.055,1.626e-6,0.885,8.22e-4,1.898e4,4500,16.939,0.085,229.203,174.165,3.336,0.383,2.432e7,0,135.136,0.649,0.649,0.284,0.226,0.139,0.01,0.035,3.823e-4,0,0,0,0,5.386e-5,0.018,16.5,213.825,84.114,0.017,1.882,11.486,950.078,338.26,0.05,0.046
5.62,546.968,127.878,-16.765,128.782,16.785,58.87,0.01,58.87,0.01,15.235,0.807,22.175,120.893,9.786,0.032,1.713e-6,1.06,0.002,1.898e4,4500,16.939,0.085,229.258,174.165,3.339,0.38,2.415e7,0,133.238,0.649,0.649,0.284,0.226,0.139,0.006,0.02,-4.183e-5,0,0,0,0,7.822e-5,0.017,16.5,213.825,84.065,0.018,1.869,11.445,949.361,338.234,0.05,0.047
5.67,553.341,127.042,-16.673,127.947,16.69,59.631,0.011,59.631,0.01,15.196,0.734,22.175,120.893,9.786,0.003,6.084e-7,-1.104,0.013,1.898e4,4500,16.939,0.085,229.329,174.165,3.343,0.378,2.398e7,0,131.364,0.648,0.648,0.284,0.226,0.139,5.48e-4,0.002,-4.33e-4,0,0,0,0,-8.595e-5,0.017,16.5,213.825,84.01,0.019,1.874,11.403,948.649,338.209,0.05,0.047
5.72,559.672,126.21,-16.584,127.118,16.597,60.39,0.011,60.39,0.01,15.161,0.651,22.175,120.893,9.786,0.043,1.343e-6,-1.045,0.001,1.898e4,4500,16.939,0.085,229.207,174.165,3.336,0.375,2.381e7,0,129.514,0.648,0.648,0.284,0.226,0.138,0.008,0.027,-1.633e-4,0,0,0,0,-7.802e-5,0.017,16.5,213.825,83.956,0.02,1.895,11.362,947.941,338.184,0.05,0.047
5.77,565.962,125.383,-16.493,126.293,16.504,61.147,0.011,61.147,0.01,15.131,0.604,22.175,120.893,9.786,0.066,1.652e-6,-0.806,7.82e-4,1.898e4,4500,16.939,0.085,229.135,174.165,3.331,0.373,2.365e7,0,127.694,0.648,0.648,0.284,0.226,0.138,0.012,0.041,-1.974e-4,0,0,0,0,-4.709e-5,0.017,16.5,213.825,83.909,0.022,1.899,11.321,947.239,338.16,0.05,0.047
5.82,572.211,124.561,-16.397,125.473,16.409,61.903,0.011,61.903,0.011,15.1,0.614,22.175,120.893,9.786,0.058,0,-0.628,1.377e-4,1.898e4,4500,16.939,0.085,229.145,174.165,3.332,0.37,2.348e7,0,125.908,0.647,0.647,0.284,0.226,0.138,0.011,0.037,-4.146e-4,0,0,0,0,-2.894e-5,0.017,16.5,213.825,83.874,0.023,1.858,11.281,946.541,338.135,0.05,0.048
5.87,578.418,123.744,-16.304,124.658,16.316,62.657,0.012,62.657,0.011,15.07,0.603,22.175,120.893,9.786,0.061,1.625e-6,-0.418,-0.004,1.898e4,4500,16.939,0.085,229.128,174.165,3.331,0.368,2.332e7,0,124.136,0.647,0.647,0.284,0.226,0.138,0.011,0.038,-4.272e-4,0,0,0,0,-1.298e-5,0.017,16.5,213.825,83.848,0.025,1.865,11.24,945.847,338.111,0.05,0.048
5.92,584.585,122.931,-16.213,123.847,16.224,63.41,0.012,63.41,0.011,15.04,0.585,22.175,120.893,9.786,0.068,1.208e-6,-0.219,-9.52e-5,1.898e4,4500,16.939,0.085,229.101,174.165,3.329,0.366,2.315e7,0,122.384,0.647,0.647,0.284,0.225,0.137,0.013,0.042,-1.859e-4,0,0,0,0,-3.62e-6,0.017,16.5,213.825,83.832,0.026,1.901,11.2,945.158,338.086,0.05,0.049
5.97,590.712,122.122,-16.118,123.041,16.13,64.161,0.012,64.161,0.011,15.011,0.625,22.175,120.893,9.786,0.041,1.121e-6,0.028,-5.837e-4,1.898e4,4500,16.939,0.085,229.165,174.165,3.333,0.363,2.299e7,0,120.664,0.646,0.646,0.284,0.225,0.137,0.008,0.026,-4.175e-4,0,0,0,0,5.777e-8,0.017,16.5,213.825,83.827,0.026,1.893,11.16,944.474,338.062,0.05,0.049
6.02,596.798,121.319,-16.019,122.24,16.035,64.911,0.012,64.911,0.011,14.976,0.717,22.175,120.893,9.786,0.015,1.047e-6,-0.006,-4.247e-5,1.898e4,4500,16.939,0.085,229.23,174.165,3.337,0.361,2.283e7,0,118.982,0.646,0.646,0.284,0.225,0.137,0.003,0.009,3.135e-4,0,0,0,0,0,0.017,16.5,213.825,83.829,0.025,1.824,11.121,943.794,338.038,0.05,0.049
6.07,602.844,120.52,-15.929,121.443,15.945,65.658,0.013,65.658,0.011,14.94,0.725,22.175,120.893,9.786,0.025,1.126e-6,0.055,-0.001,1.898e4,4500,16.939,0.085,229.193,174.165,3.335,0.359,2.267e7,0,117.302,0.646,0.646,0.284,0.225,0.137,0.005,0.015,3.768e-4,0,0,0,0,2.335e-7,0.016,16.5,213.825,83.828,0.025,1.854,11.082,943.118,338.014,0.05,0.049
6.12,608.85,119.726,-15.84,120.65,15.857,66.405,0.013,66.405,0.011,14.904,0.734,22.175,120.893,9.786,0.035,1.007e-6,0.123,-8.096e-4,1.898e4,4500,16.939,0.085,229.155,174.165,3.333,0.356,2.251e7,0,115.647,0.646,0.646,0.284,0.225,0.137,0.007,0.022,3.87e-4,0,0,0,0,1.203e-6,0.016,16.5,213.825,83.824,0.025,1.873,11.042,942.447,337.991,0.05,0.049
6.17,614.816,118.936,-15.747,119.862,15.768,67.149,0.013,67.149,0.011,14.866,0.802,22.175,120.893,9.786,0.08,8.927e-7,0.284,-0.002,1.898e4,4500,16.939,0.085,229.022,174.165,3.325,0.354,2.236e7,0,114.036,0.645,0.645,0.284,0.225,0.136,0.015,0.05,1.177e-5,0,0,0,0,6.472e-6,0.016,16.5,213.825,83.814,0.025,1.806,11.004,941.78,337.967,0.05,0.049
6.22,620.743,118.151,-15.661,119.078,15.682,67.891,0.013,67.891,0.011,14.824,0.814,22.175,120.893,9.786,0.092,6.914e-7,0.627,-0.002,1.898e4,4500,16.939,0.085,228.979,174.165,3.322,0.352,2.22e7,0,112.437,0.645,0.645,0.284,0.225,0.136,0.017,0.057,4.84e-4,0,0,0,0,3.201e-5,0.016,16.5,213.825,83.791,0.024,1.776,10.965,941.118,337.944,0.05,0.05
6.27,626.631,117.37,-15.585,118.298,15.602,68.631,0.014,68.631,0.011,14.786,0.735,22.175,120.893,9.786,0.05,8.729e-7,0.787,-0.003,1.898e4,4500,16.939,0.085,229.088,174.165,3.329,0.349,2.204e7,0,110.837,0.645,0.645,0.284,0.225,0.136,0.009,0.031,2.746e-4,0,0,0,0,5.118e-5,0.016,16.5,213.825,83.756,0.024,1.842,10.927,940.46,337.921,0.05,0.05
6.32,632.48,116.593,-15.506,117.522,15.522,69.37,0.014,69.37,0.011,14.75,0.698,22.175,120.893,9.786,0.031,4.946e-7,0.913,-0.005,1.898e4,4500,16.939,0.085,229.132,174.165,3.331,0.347,2.189e7,0,109.274,0.644,0.644,0.284,0.224,0.136,0.006,0.02,-3.665e-4,0,0,0,0,6.976e-5,0.016,16.5,213.825,83.712,0.024,1.84,10.889,939.807,337.898,0.05,0.05
6.37,638.291,115.82,-15.431,116.751,15.444,70.106,0.014,70.106,0.011,14.716,0.634,22.175,120.893,9.786,0.005,8.915e-7,-0.983,-0.016,1.898e4,4500,16.939,0.085,229.197,174.165,3.335,0.345,2.173e7,0,107.726,0.644,0.644,0.284,0.224,0.135,9.335e-4,0.003,-4.445e-5,0,0,0,0,-8.189e-5,0.016,16.5,213.825,83.665,0.024,1.868,10.851,939.158,337.875,0.05,0.05
6.42,644.062,115.05,-15.362,115.983,15.371,70.841,0.014,70.841,0.012,14.687,0.521,22.175,120.893,9.786,0.072,5.06e-7,-0.871,1.316e-4,1.898e4,4500,16.939,0.085,229.001,174.165,3.323,0.343,2.158e7,0,106.186,0.644,0.644,0.284,0.224,0.135,0.013,0.044,1.786e-4,0,0,0,0,-6.51e-5,0.016,16.5,213.825,83.618,0.023,1.967,10.814,938.513,337.852,0.05,0.05
6.47,649.796,114.283,-15.288,115.22,15.295,71.575,0.015,71.575,0.012,14.664,0.468,22.175,120.893,9.786,0.103,6.575e-7,-0.569,0.001,1.898e4,4500,16.939,0.085,228.907,174.165,3.318,0.34,2.142e7,0,104.678,0.644,0.644,0.284,0.224,0.135,0.019,0.064,-3.296e-4,0,0,0,0,-2.819e-5,0.016,16.5,213.825,83.581,0.022,2.017,10.776,937.872,337.829,0.05,0.05
6.52,655.491,113.521,-15.212,114.461,15.218,72.308,0.015,72.308,0.012,14.64,0.443,22.175,120.893,9.786,0.117,6.875e-7,-0.336,0.002,1.898e4,4500,16.939,0.085,228.861,174.165,3.315,0.338,2.127e7,0,103.191,0.643,0.643,0.284,0.224,0.135,0.022,0.072,3.119e-4,0,0,0,0,-9.954e-6,0.015,16.5,213.825,83.559,0.022,2.056,10.739,937.236,337.807,0.05,0.05
6.57,661.148,112.762,-15.142,113.706,15.146,73.039,0.015,73.039,0.012,14.62,0.368,22.175,120.893,9.786,0.161,1.051e-6,0.088,-2.561e-4,1.898e4,4500,16.939,0.085,228.73,174.165,3.307,0.336,2.112e7,0,101.705,0.643,0.643,0.285,0.224,0.135,0.03,0.099,-2.664e-4,0,0,0,0,6.925e-7,0.015,16.5,213.825,83.553,0.022,2.2,10.703,936.604,337.785,0.05,0.05
6.62,666.767,112.007,-15.06,112.955,15.065,73.77,0.015,73.77,0.012,14.602,0.411,22.175,120.893,9.786,0.128,1.056e-6,0.53,0.001,1.898e4,4500,16.939,0.085,228.813,174.165,3.312,0.334,2.097e7,0,100.255,0.643,0.643,0.285,0.224,0.134,0.024,0.079,-8.837e-5,0,0,0,0,2.543e-5,0.015,16.5,213.825,83.568,0.023,2.23,10.666,935.976,337.763,0.05,0.051
6.67,672.349,111.256,-14.972,112.207,14.981,74.499,0.016,74.499,0.012,14.578,0.517,22.175,120.893,9.786,0.052,9.066e-7,0.721,0.002,1.898e4,4500,16.939,0.085,229.017,174.165,3.324,0.331,2.082e7,0,98.836,0.642,0.642,0.285,0.224,0.134,0.01,0.032,-4.18e-4,0,0,0,0,4.773e-5,0.015,16.5,213.825,83.6,0.024,2.2,10.63,935.353,337.741,0.05,0.051
6.72,677.893,110.51,-14.889,111.463,14.901,75.227,0.016,75.227,0.012,14.55,0.596,22.175,120.893,9.786,0.008,1.037e-6,-0.808,-9.443e-5,1.898e4,4500,16.939,0.085,229.132,174.165,3.331,0.329,2.067e7,0,97.429,0.642,0.642,0.285,0.223,0.134,0.002,0.005,1.782e-4,0,0,0,0,-6.084e-5,0.015,16.5,213.825,83.64,0.025,2.215,10.594,934.733,337.719,0.05,0.051
6.77,683.4,109.767,-14.803,110.723,14.82,75.954,0.016,75.954,0.012,14.518,0.713,22.175,120.893,9.786,0.096,1.096e-6,-0.681,-0.002,1.898e4,4500,16.939,0.085,228.879,174.165,3.316,0.327,2.053e7,0,96.057,0.642,0.642,0.285,0.223,0.134,0.018,0.059,2.503e-4,0,0,0,0,-4.379e-5,0.015,16.5,213.825,83.678,0.026,2.168,10.558,934.118,337.697,0.05,0.051
6.82,688.87,109.029,-14.724,109.987,14.744,76.679,0.016,76.679,0.012,14.479,0.781,22.175,120.893,9.786,0.152,1.347e-6,-0.308,-0.004,1.898e4,4500,16.939,0.085,228.717,174.165,3.306,0.325,2.038e7,0,94.697,0.642,0.642,0.285,0.223,0.134,0.028,0.094,-4.276e-4,0,0,0,0,-9.054e-6,0.015,16.5,213.825,83.703,0.028,2.153,10.522,933.507,337.675,0.05,0.051
6.87,694.303,108.295,-14.651,109.253,14.672,77.402,0.017,77.402,0.012,14.441,0.79,22.175,120.893,9.786,0.166,9.983e-7,0.047,-0.004,1.898e4,4500,16.939,0.085,228.671,174.165,3.303,0.323,2.024e7,0,93.344,0.641,0.642,0.285,0.223,0.134,0.031,0.103,3.957e-4,0,0,0,0,2.107e-7,0.015,16.5,213.825,83.71,0.029,2.186,10.487,932.9,337.654,0.05,0.051
6.92,699.699,107.564,-14.577,108.524,14.6,78.123,0.017,78.123,0.012,14.4,0.82,22.175,120.893,9.786,0.194,1.466e-6,0.515,-0.001,1.898e4,4500,16.939,0.085,228.585,174.165,3.298,0.321,2.009e7,0,92.024,0.641,0.641,0.285,0.223,0.133,0.036,0.12,-4.468e-4,0,0,0,0,2.603e-5,0.015,16.5,213.825,83.695,0.03,2.146,10.452,932.297,337.633,0.05,0.051
6.97,705.059,106.837,-14.511,107.798,14.532,78.842,0.017,78.842,0.013,14.359,0.792,22.175,120.893,9.786,0.18,1.061e-6,0.998,-0.003,1.898e4,4500,16.939,0.085,228.616,174.165,3.3,0.319,1.995e7,0,90.709,0.641,0.641,0.285,0.223,0.133,0.034,0.111,3.748e-4,0,0,0,0,9.922e-5,0.015,16.5,213.825,83.657,0.03,2.143,10.417,931.698,337.612,0.05,0.052
7.02,710.383,106.113,-14.447,107.075,14.466,79.559,0.018,79.559,0.013,14.321,0.743,22.175,120.893,9.786,0.149,4.594e-7,1.363,-0.005,1.898e4,4500,16.939,0.085,228.697,174.165,3.305,0.316,1.981e7,0,89.411,0.641,0.641,0.285,0.223,0.133,0.028,0.092,-3.824e-4,0,0,0,0,1.875e-4,0.014,16.5,213.825,83.598,0.03,2.137,10.383,931.103,337.591,0.05,0.052
7.07,715.671,105.392,-14.388,106.356,14.403,80.274,0.018,80.274,0.013,14.285,0.656,22.175,120.893,9.786,0.087,0,1.712,-0.005,1.898e4,4500,16.939,0.085,228.86,174.165,3.315,0.314,1.967e7,0,88.124,0.64,0.641,0.285,0.223,0.133,0.016,0.054,-1.293e-4,0,0,0,0,2.998e-4,0.014,16.5,213.825,83.52,0.03,2.152,10.348,930.512,337.57,0.05,0.052
7.12,720.922,104.674,-14.333,105.641,14.343,80.988,0.018,80.988,0.013,14.256,0.553,22.175,120.893,9.785,0.012,8.568e-7,1.741,-0.029,1.898e4,4500,16.939,0.085,229.064,174.165,3.327,0.312,1.952e7,0,86.852,0.64,0.64,0.285,0.223,0.133,0.002,0.007,1.4e-4,0,0,0,0,3.142e-4,0.014,16.5,213.825,83.433,0.029,2.187,10.314,929.926,337.549,0.05,0.052
7.17,726.138,103.959,-14.268,104.928,14.278,81.7,0.018,81.7,0.013,14.229,0.551,22.175,120.893,9.785,0.011,1.423e-6,1.799,-0.013,1.898e4,4500,16.939,0.085,229.061,174.165,3.327,0.31,1.939e7,0,85.626,0.64,0.64,0.285,0.223,0.133,0.002,0.006,-4.294e-4,0,0,0,0,3.4e-4,0.014,16.5,213.825,83.344,0.028,2.077,10.28,929.343,337.529,0.05,0.052
7.22,731.318,103.247,-14.211,104.22,14.219,82.411,0.019,82.411,0.013,14.202,0.477,22.175,120.893,9.785,0.046,1.779e-6,-1.806,-2.755e-4,1.898e4,4500,16.939,0.085,228.955,174.165,3.321,0.308,1.925e7,0,84.397,0.64,0.64,0.285,0.222,0.132,0.009,0.029,-4.864e-4,0,0,0,0,-3.475e-4,0.014,16.5,213.825,83.254,0.026,2.072,10.246,928.764,337.508,0.05,0.053
7.27,736.463,102.538,-14.159,103.514,14.164,83.12,0.019,83.12,0.013,14.182,0.372,22.175,120.893,9.785,0.129,0,-1.551,0.002,1.898e4,4500,16.939,0.085,228.718,174.165,3.306,0.306,1.911e7,0,83.173,0.64,0.64,0.285,0.222,0.132,0.024,0.08,3.948e-4,0,0,0,0,-2.596e-4,0.014,16.5,213.825,83.169,0.025,2.135,10.213,928.189,337.488,0.05,0.053
7.32,741.572,101.832,-14.101,102.812,14.105,83.829,0.019,83.829,0.013,14.164,0.328,22.175,120.893,9.785,0.164,1.55e-6,-1.247,6.766e-4,1.898e4,4500,16.939,0.085,228.614,174.165,3.3,0.304,1.897e7,0,81.976,0.639,0.639,0.285,0.222,0.132,0.031,0.101,9.147e-5,0,0,0,0,-1.701e-4,0.014,16.5,213.825,83.099,0.024,2.135,10.18,927.619,337.468,0.05,0.053
7.37,746.646,101.128,-14.038,102.113,14.042,84.537,0.02,84.537,0.013,14.148,0.33,22.175,120.893,9.785,0.161,1.472e-6,-0.847,0.001,1.898e4,4500,16.939,0.085,228.614,174.165,3.3,0.302,1.883e7,0,80.797,0.639,0.639,0.285,0.222,0.132,0.03,0.1,-2.243e-4,0,0,0,0,-7.961e-5,0.014,16.5,213.825,83.047,0.024,2.105,10.147,927.052,337.448,0.05,0.053
7.42,751.685,100.428,-13.968,101.417,13.974,85.244,0.02,85.244,0.013,14.13,0.406,22.175,120.893,9.785,0.097,6.675e-7,-0.58,0.005,1.898e4,4500,16.939,0.085,228.785,174.165,3.31,0.3,1.87e7,0,79.645,0.639,0.639,0.285,0.222,0.132,0.018,0.06,4.291e-4,0,0,0,0,-3.78e-5,0.014,16.5,213.825,83.011,0.024,1.992,10.114,926.489,337.428,0.05,0.053
7.47,756.689,99.731,-13.902,100.724,13.909,85.95,0.02,85.95,0.013,14.108,0.445,22.175,120.893,9.785,0.061,1.294e-6,-0.445,0.004,1.898e4,4500,16.939,0.085,228.88,174.165,3.316,0.298,1.856e7,0,78.498,0.639,0.639,0.285,0.222,0.132,0.011,0.038,4.885e-4,0,0,0,0,-2.256e-5,0.014,16.5,213.825,82.987,0.025,1.946,10.082,925.93,337.408,0.05,0.053
7.52,761.658,99.038,-13.837,100.034,13.845,86.654,0.02,86.654,0.014,14.086,0.488,22.175,120.893,9.785,0.021,1.265e-6,-0.294,0.006,1.898e4,4500,16.939,0.085,228.987,174.165,3.323,0.296,1.843e7,0,77.365,0.638,0.638,0.285,0.222,0.131,0.004,0.013,3.275e-4,0,0,0,0,-1.002e-5,0.014,16.5,213.825,82.968,0.025,1.907,10.049,925.375,337.389,0.05,0.053
7.57,766.593,98.348,-13.769,99.347,13.78,87.358,0.021,87.358,0.014,14.059,0.556,22.175,120.893,9.785,0.042,8.601e-7,0.381,-0.002,1.898e4,4500,16.939,0.085,228.92,174.165,3.318,0.294,1.83e7,0,76.255,0.638,0.638,0.285,0.222,0.131,0.008,0.026,-4.68e-4,0,0,0,0,1.703e-5,0.013,16.5,213.825,82.952,0.026,1.823,10.017,924.823,337.369,0.05,0.056
7.62,771.493,97.661,-13.71,98.663,13.721,88.06,0.021,88.06,0.014,14.031,0.558,22.175,120.893,9.785,0.051,7.955e-7,0.45,-0.003,1.898e4,4500,16.939,0.085,228.891,174.165,3.317,0.292,1.816e7,0,75.142,0.638,0.638,0.285,0.222,0.131,0.009,0.031,1.771e-4,0,0,0,0,2.405e-5,0.013,16.5,213.825,82.932,0.027,1.834,9.985,924.276,337.35,0.05,0.056
7.67,776.359,96.977,-13.653,97.982,13.664,88.761,0.021,88.761,0.014,14.003,0.546,22.175,120.893,9.785,0.045,1.494e-6,0.574,-0.004,1.898e4,4500,16.939,0.085,228.9,174.165,3.317,0.29,1.803e7,0,74.04,0.638,0.638,0.285,0.222,0.131,0.008,0.028,-4.395e-4,0,0,0,0,3.976e-5,0.013,16.5,213.825,82.906,0.028,1.856,9.954,923.732,337.331,0.05,0.056
7.72,781.191,96.295,-13.599,97.304,13.608,89.461,0.022,89.461,0.014,13.977,0.514,22.175,120.893,9.785,0.022,1.074e-6,0.615,-0.005,1.898e4,4500,16.939,0.085,228.958,174.165,3.321,0.288,1.79e7,0,72.946,0.638,0.638,0.285,0.221,0.131,0.004,0.013,1.024e-4,0,0,0,0,4.618e-5,0.013,16.5,213.825,82.876,0.029,1.905,9.922,923.192,337.312,0.05,0.056
7.77,785.988,95.617,-13.548,96.629,13.555,90.159,0.022,90.159,0.014,13.951,0.46,22.175,120.893,9.785,0.022,1.509e-6,-0.666,-0.004,1.898e4,4500,16.939,0.085,228.952,174.165,3.32,0.286,1.776e7,0,71.861,0.637,0.637,0.285,0.221,0.131,0.004,0.014,3.66e-4,0,0,0,0,-5.506e-5,0.013,16.5,213.825,82.844,0.03,1.984,9.891,922.656,337.293,0.05,0.056
7.82,790.752,94.94,-13.495,95.957,13.502,90.856,0.022,90.856,0.014,13.931,0.425,22.175,120.893,9.785,0.05,6.059e-7,-0.506,0.001,1.898e4,4500,16.939,0.085,228.867,174.165,3.315,0.284,1.763e7,0,70.793,0.637,0.637,0.285,0.221,0.13,0.009,0.031,4.076e-4,0,0,0,0,-3.224e-5,0.013,16.5,213.825,82.814,0.03,2.048,9.86,922.124,337.274,0.05,0.056
7.87,795.482,94.267,-13.439,95.288,13.446,91.552,0.022,91.552,0.014,13.908,0.433,22.175,120.893,9.785,0.039,1.242e-6,-0.516,-0.001,1.898e4,4500,16.939,0.085,228.894,174.165,3.317,0.282,1.75e7,0,69.75,0.637,0.637,0.285,0.221,0.13,0.007,0.024,-8.786e-5,0,0,0,0,-3.397e-5,0.013,16.5,213.825,82.789,0.03,2.043,9.829,921.595,337.255,0.05,0.057
7.92,800.179,93.596,-13.393,94.621,13.397,92.247,0.023,92.247,0.014,13.889,0.357,22.175,120.893,9.785,0.107,8.016e-7,-0.34,0.001,1.898e4,4500,16.939,0.085,228.699,174.165,3.305,0.28,1.737e7,0,68.695,0.637,0.637,0.286,0.221,0.13,0.02,0.065,-1.775e-4,0,0,0,0,-1.495e-5,0.013,16.5,213.825,82.767,0.031,2.188,9.799,921.071,337.237,0.05,0.057
7.97,804.842,92.928,-13.333,93.958,13.339,92.941,0.023,92.941,0.014,13.871,0.402,22.175,120.893,9.785,0.059,1.034e-6,-0.117,0.001,1.898e4,4500,16.939,0.085,228.826,174.165,3.313,0.278,1.724e7,0,67.681,0.637,0.637,0.286,0.221,0.13,0.011,0.036,4.178e-4,0,0,0,0,-1.809e-6,0.013,16.5,213.825,82.755,0.031,2.156,9.769,920.55,337.219,0.05,0.057
8.02,809.472,92.263,-13.267,93.297,13.277,93.634,0.023,93.634,0.014,13.847,0.511,22.175,120.893,9.785,0.054,1.112e-6,0.19,-0.002,1.898e4,4500,16.939,0.085,228.834,174.165,3.313,0.276,1.711e7,0,66.702,0.636,0.636,0.286,0.221,0.13,0.01,0.033,4.987e-5,0,0,0,0,4.802e-6,0.013,16.5,213.825,82.748,0.031,2.017,9.738,920.033,337.2,0.05,0.057
8.07,814.069,91.601,-13.214,92.638,13.224,94.326,0.024,94.326,0.014,13.821,0.514,22.175,120.893,9.785,0.063,1.237e-6,0.294,-5.636e-4,1.898e4,4500,16.939,0.085,228.802,174.165,3.311,0.274,1.699e7,0,65.705,0.636,0.636,0.286,0.221,0.13,0.012,0.039,-7.479e-6,0,0,0,0,1.165e-5,0.013,16.5,213.825,82.737,0.031,2.043,9.709,919.519,337.182,0.05,0.057
8.12,818.632,90.942,-13.163,91.982,13.173,95.016,0.024,95.016,0.014,13.796,0.496,22.175,120.893,9.785,0.052,1.271e-6,0.379,-3.035e-4,1.898e4,4500,16.939,0.085,228.828,174.165,3.313,0.272,1.686e7,0,64.715,0.636,0.636,0.286,0.221,0.13,0.01,0.032,1.131e-4,0,0,0,0,1.969e-5,0.012,16.5,213.825,82.72,0.032,2.095,9.679,919.009,337.164,0.05,0.057
8.17,823.163,90.285,-13.111,91.329,13.121,95.705,0.024,95.705,0.015,13.772,0.503,22.175,120.893,9.785,0.066,1.311e-6,0.475,6.515e-4,1.898e4,4500,16.939,0.085,228.783,174.165,3.31,0.27,1.673e7,0,63.747,0.636,0.636,0.286,0.221,0.129,0.012,0.04,3.217e-4,0,0,0,0,3.136e-5,0.012,16.5,213.825,82.698,0.031,2.097,9.649,918.503,337.146,0.05,0.057
8.22,827.661,89.631,-13.064,90.679,13.072,96.393,0.025,96.393,0.015,13.746,0.471,22.175,120.894,9.785,0.038,1.194e-6,0.614,6.39e-4,1.898e4,4500,16.939,0.085,228.856,174.165,3.315,0.268,1.66e7,0,62.779,0.636,0.636,0.286,0.221,0.129,0.007,0.024,4.919e-6,0,0,0,0,5.31e-5,0.012,16.5,213.825,82.671,0.031,2.157,9.62,918,337.129,0.05,0.058
