Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.11,-4.763e-4,-0.095,-9.525,0.096,9.578,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,86.322,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.938,NaN,0.007,4.609e5,4.369,3.4e-5,0.734,4.697e-4,0.399,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,2.359,15,1013.25,340.389,0.01,0.007
0.12,-4.772e-4,-0.095,-9.545,0.096,9.597,-5.016e-5,0,5.016e-5,180,0.01,1.003,22.175,120.893,9.788,86.308,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.938,NaN,0.007,4.647e5,3.832,3.493e-5,0.733,4.747e-4,0.398,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.297e-5,16.5,213.825,84,0,2.379,15,1013.25,340.389,0.01,0.007
0.13,-4.76e-4,-0.095,-9.521,0.096,9.573,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,86.283,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.938,NaN,0.007,4.685e5,4.497,3.617e-5,0.733,4.835e-4,0.397,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,16.5,213.825,84,0,2.398,15,1013.25,340.389,0.01,0.007
0.14,-4.765e-4,-0.095,-9.53,0.096,9.583,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,86.267,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.723e5,4.238,3.719e-5,0.732,4.893e-4,0.397,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,2.417,15,1013.25,340.389,0.01,0.007
0.15,-4.766e-4,-0.095,-9.533,0.096,9.585,-5.01e-5,0,5.01e-5,180,0.01,1.002,22.175,120.893,9.788,86.25,0,0,0,2.798e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.761e5,4.165,3.828e-5,0.731,4.957e-4,0.396,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.296e-5,16.5,213.825,84,0,2.437,15,1013.25,340.389,0.01,0.007
0.16,-4.754e-4,-0.095,-9.509,0.096,9.561,-4.997e-5,0,4.997e-5,180,0.01,0.999,22.175,120.893,9.788,86.285,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.675e5,4.835,3.596e-5,0.733,4.829e-4,0.398,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,16.5,213.825,84,0,2.393,15,1013.25,340.389,0.01,0.008
0.17,-4.764e-4,-0.095,-9.528,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,86.333,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.589e5,4.308,3.344e-5,0.734,4.659e-4,0.399,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,2.349,15,1013.25,340.389,0.01,0.008
0.18,-4.748e-4,-0.095,-9.495,0.095,9.548,-4.99e-5,0,4.99e-5,180,0.01,0.998,22.175,120.893,9.788,86.369,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.504e5,5.219,3.133e-5,0.736,4.534e-4,0.401,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.291e-5,16.5,213.825,84,0,2.305,15,1013.25,340.389,0.01,0.008
0.19,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,86.421,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,0.007,4.418e5,4.595,2.896e-5,0.738,4.355e-4,0.403,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,16.5,213.825,84,0,2.261,15,1013.25,340.389,0.01,0.008
0.2,-4.751e-4,-0.095,-9.502,0.096,9.554,-4.993e-5,0,4.993e-5,180,0.01,0.999,22.175,120.893,9.788,86.465,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,0.006,4.332e5,5.035,2.691e-5,0.739,4.209e-4,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,16.5,213.825,84,0,2.218,15,1013.25,340.389,0.01,0.008
0.21,-4.738e-4,-0.095,-9.475,0.095,9.527,-4.979e-5,0,4.979e-5,180,0.01,0.996,22.175,120.893,9.788,86.487,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,0.006,4.281e5,5.782,2.582e-5,0.74,4.135e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.288e-5,16.5,213.825,84,0,2.191,15,1013.25,340.389,0.01,0.008
0.22,-4.746e-4,-0.095,-9.492,0.095,9.544,-4.988e-5,0,4.988e-5,180,0.01,0.998,22.175,120.893,9.788,86.522,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,0.006,4.229e5,5.316,2.451e-5,0.741,4.021e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29e-5,16.5,213.825,84,0,2.165,15,1013.25,340.389,0.01,0.009
0.23,-4.728e-4,-0.095,-9.456,0.095,9.508,-4.969e-5,0,4.969e-5,180,0.01,0.994,22.175,120.893,9.788,86.543,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,0.006,4.178e5,6.314,2.351e-5,0.743,3.954e-4,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,2.139,15,1013.25,340.389,0.01,0.009
0.24,-4.742e-4,-0.095,-9.484,0.095,9.536,-4.984e-5,0,4.984e-5,180,0.01,0.997,22.175,120.893,9.788,86.583,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,4.126e5,5.531,2.221e-5,0.744,3.828e-4,0.409,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.289e-5,16.5,213.825,84,0,2.113,15,1013.25,340.389,0.01,0.009
0.25,-4.731e-4,-0.095,-9.462,0.095,9.515,-4.973e-5,0,4.973e-5,180,0.01,0.995,22.175,120.893,9.788,86.609,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,4.075e5,6.14,2.119e-5,0.745,3.746e-4,0.41,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.286e-5,16.5,213.825,84,0,2.086,15,1013.25,340.389,0.01,0.009
0.26,-4.722e-4,-0.094,-9.444,0.095,9.496,-4.963e-5,0,4.963e-5,180,0.01,0.993,22.175,120.893,9.788,86.57,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,4.13e5,6.656,2.249e-5,0.744,3.871e-4,0.408,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,16.5,213.825,84,0,2.114,15,1013.25,340.389,0.01,0.009
0.27,-4.729e-4,-0.095,-9.457,0.095,9.509,-4.97e-5,0,4.97e-5,180,0.01,0.994,22.175,120.893,9.788,86.539,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,0.006,4.184e5,6.293,2.366e-5,0.742,3.966e-4,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,2.142,15,1013.25,340.389,0.01,0.01
0.28,-4.709e-4,-0.094,-9.418,0.095,9.47,-4.95e-5,0,4.95e-5,180,0.01,0.99,22.175,120.893,9.788,86.496,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,4.239e5,7.383,2.515e-5,0.741,4.108e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28e-5,16.5,213.825,84,0,2.17,15,1013.25,340.389,0.01,0.01
0.29,-4.715e-4,-0.094,-9.43,0.095,9.482,-4.956e-5,0,4.956e-5,180,0.01,0.991,22.175,120.893,9.788,86.468,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.006,4.294e5,7.04,2.64e-5,0.74,4.202e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,16.5,213.825,84,0,2.198,15,1013.25,340.389,0.01,0.01
0.3,-4.705e-4,-0.094,-9.411,0.095,9.463,-4.946e-5,0,4.946e-5,180,0.01,0.989,22.175,120.893,9.788,86.432,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.007,4.349e5,7.588,2.786e-5,0.739,4.324e-4,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.279e-5,16.5,213.825,84,0,2.226,15,1013.25,340.389,0.01,0.01
0.31,-4.688e-4,-0.094,-9.376,0.094,9.428,-4.927e-5,0,4.927e-5,180,0.01,0.985,22.175,120.893,9.788,86.427,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,0.007,4.341e5,8.575,2.787e-5,0.739,4.341e-4,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.274e-5,16.5,213.825,84,0,2.222,15,1013.25,340.389,0.01,0.01
0.32,-4.69e-4,-0.094,-9.38,0.094,9.432,-4.929e-5,0,4.929e-5,180,0.01,0.986,22.175,120.893,9.788,86.433,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,0.006,4.332e5,8.457,2.764e-5,0.739,4.322e-4,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275e-5,16.5,213.825,84,0,2.218,15,1013.25,340.389,0.01,0.01
0.33,-4.666e-4,-0.093,-9.331,0.094,9.383,-4.904e-5,0,4.904e-5,180,0.01,0.981,22.175,120.893,9.788,86.425,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,0.006,4.324e5,9.828,2.773e-5,0.739,4.352e-4,0.404,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.268e-5,16.5,213.825,84,0,2.214,15,1013.25,340.389,0.01,0.011
0.34,-4.662e-4,-0.093,-9.324,0.094,9.376,-4.9e-5,0,4.9e-5,180,0.01,0.98,22.175,120.893,9.788,86.427,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.006,4.316e5,10.028,2.757e-5,0.74,4.343e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.267e-5,16.5,213.825,84,0,2.209,15,1013.25,340.389,0.01,0.011
0.35,-4.653e-4,-0.093,-9.307,0.094,9.358,-4.891e-5,0,4.891e-5,180,0.01,0.978,22.175,120.893,9.788,86.427,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.006,4.308e5,10.514,2.747e-5,0.74,4.344e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.265e-5,16.5,213.825,84,0,2.205,15,1013.25,340.389,0.01,0.011
0.36,-4.62e-4,-0.092,-9.241,0.093,9.292,-4.856e-5,0,4.856e-5,180,0.01,0.971,22.175,120.893,9.788,86.424,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,0.006,4.283e5,12.371,2.724e-5,0.74,4.358e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.256e-5,16.5,213.825,84,0,2.192,15,1013.25,340.389,0.01,0.011
0.37,-4.612e-4,-0.092,-9.223,0.093,9.274,-4.847e-5,0,4.847e-5,180,0.01,0.969,22.175,120.893,9.788,86.434,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,0.006,4.258e5,12.862,2.673e-5,0.741,4.327e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.254e-5,16.5,213.825,84,0,2.18,15,1013.25,340.389,0.01,0.011
0.38,-4.582e-4,-0.092,-9.164,0.092,9.215,-4.816e-5,0,4.816e-5,180,0.01,0.963,22.175,120.893,9.788,86.432,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,0.006,4.233e5,14.525,2.647e-5,0.741,4.334e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.246e-5,16.5,213.825,84,0,2.167,15,1013.25,340.389,0.01,0.011
0.39,-4.561e-4,-0.091,-9.122,0.092,9.172,-4.794e-5,0,4.794e-5,180,0.01,0.959,22.175,120.893,9.788,86.436,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.93,NaN,0.006,4.208e5,15.717,2.611e-5,0.742,4.326e-4,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.24e-5,16.5,213.825,84,0,2.154,15,1013.25,340.389,0.01,0.012
0.4,-4.543e-4,-0.091,-9.085,0.091,9.135,-4.774e-5,0,4.774e-5,180,0.01,0.955,22.175,120.893,9.788,86.44,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.929,NaN,0.006,4.183e5,16.751,2.572e-5,0.742,4.313e-4,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.235e-5,16.5,213.825,84,0,2.141,15,1013.25,340.389,0.01,0.012
0.41,-4.507e-4,-0.09,-9.015,0.091,9.064,-4.737e-5,0,4.737e-5,180,0.009,0.947,22.175,120.893,9.788,86.406,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.929,NaN,0.006,4.21e5,18.736,2.678e-5,0.742,4.434e-4,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.225e-5,16.5,213.825,84,0,2.155,15,1013.25,340.389,0.01,0.012
0.42,-4.481e-4,-0.09,-8.963,0.09,9.012,-4.71e-5,0,4.71e-5,180,0.009,0.942,22.175,120.893,9.788,86.377,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.928,NaN,0.006,4.237e5,20.199,2.776e-5,0.741,4.538e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.218e-5,16.5,213.825,84,0,2.169,15,1013.25,340.389,0.01,0.012
0.43,-4.428e-4,-0.089,-8.857,0.089,8.906,-4.654e-5,0,4.654e-5,180,0.009,0.931,22.175,120.893,9.788,86.334,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.927,NaN,0.006,4.264e5,23.171,2.909e-5,0.741,4.695e-4,0.406,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.204e-5,16.5,213.825,84,0,2.183,15,1013.25,340.389,0.01,0.012
0.44,-4.388e-4,-0.088,-8.777,0.088,8.825,-4.612e-5,0,4.612e-5,180,0.009,0.922,22.175,120.893,9.788,86.298,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.926,NaN,0.006,4.291e5,25.427,3.029e-5,0.74,4.828e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.193e-5,16.5,213.825,84,0,2.196,15,1013.25,340.389,0.01,0.013
0.45,-4.324e-4,-0.086,-8.648,0.087,8.695,-4.545e-5,0,4.545e-5,180,0.009,0.909,22.175,120.893,9.788,86.25,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.925,NaN,0.006,4.318e5,29.05,3.184e-5,0.74,5.012e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.175e-5,16.5,213.825,84,0,2.21,15,1013.25,340.389,0.01,0.013
0.46,-4.243e-4,-0.085,-8.487,0.085,8.534,-4.46e-5,0,4.46e-5,180,0.009,0.892,22.175,120.893,9.788,86.209,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.923,NaN,0.006,4.317e5,33.572,3.288e-5,0.74,5.177e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.154e-5,16.5,213.825,84,0,2.209,15,1013.25,340.389,0.01,0.013
0.47,-4.172e-4,-0.083,-8.344,0.084,8.39,-4.385e-5,0,4.385e-5,180,0.009,0.877,22.175,120.893,9.788,86.172,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.922,NaN,0.006,4.316e5,37.604,3.382e-5,0.74,5.328e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.134e-5,16.5,213.825,84,0,2.209,15,1013.25,340.389,0.01,0.013
0.48,-4.021e-4,-0.08,-8.042,0.081,8.087,-4.226e-5,0,4.226e-5,180,0.008,0.845,22.175,120.893,9.788,86.094,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.92,NaN,0.006,4.315e5,46.076,3.589e-5,0.74,5.656e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.093e-5,16.5,213.825,84,0,2.208,15,1013.25,340.389,0.01,0.013
0.49,-3.871e-4,-0.077,-7.742,0.078,7.785,-4.069e-5,0,4.069e-5,180,0.008,0.814,22.175,120.893,9.788,86.016,0,0,0,2.797e4,1.349e4,21.753,0.099,NaN,201.918,NaN,0.006,4.315e5,54.513,3.803e-5,0.74,5.996e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.052e-5,16.5,213.825,84,0,2.208,15,1013.25,340.389,0.01,0.014
0.5,-3.674e-4,-0.073,-7.348,0.074,7.388,-3.862e-5,0,3.862e-5,180,0.008,0.772,22.175,120.893,9.788,85.914,0,0,0,2.796e4,1.349e4,21.753,0.099,NaN,201.916,NaN,0.006,4.314e5,65.594,4.099e-5,0.74,6.463e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.988e-6,16.5,213.825,84,0,2.207,15,1013.25,340.389,0.01,0.014
0.51,-3.456e-4,-0.069,-6.913,0.07,6.951,-3.633e-5,0,3.633e-5,180,0.007,0.727,22.175,120.893,9.788,85.803,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.913,NaN,0.006,4.307e5,77.832,4.42e-5,0.74,6.994e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.396e-6,16.5,213.825,84,0,2.203,15,1013.25,340.389,0.01,0.014
0.52,-3.255e-4,-0.065,-6.51,0.065,6.546,-3.421e-5,0,3.421e-5,180,0.007,0.684,22.175,120.893,9.788,85.701,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.909,NaN,0.006,4.299e5,89.154,4.73e-5,0.74,7.511e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.848e-6,16.5,213.825,84,0,2.199,15,1013.25,340.389,0.01,0.014
0.53,-3.016e-4,-0.06,-6.031,0.061,6.064,-3.169e-5,0,3.169e-5,180,0.006,0.634,22.175,120.893,9.788,85.579,0,0,0,2.796e4,1.348e4,21.751,0.099,NaN,201.905,NaN,0.006,4.292e5,102.609,5.123e-5,0.74,8.162e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.198e-6,16.5,213.825,84,0,2.195,15,1013.25,340.389,0.01,0.014
0.54,-2.786e-4,-0.056,-5.571,0.056,5.602,-2.928e-5,0,2.928e-5,180,0.006,0.586,22.175,120.893,9.788,85.461,0,0,0,2.796e4,1.348e4,21.75,0.099,NaN,201.901,NaN,0.006,4.285e5,115.517,5.519e-5,0.74,8.823e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.573e-6,16.5,213.825,84,0,2.191,15,1013.25,340.389,0.01,0.015
0.55,-2.552e-4,-0.051,-5.104,0.051,5.132,-2.682e-5,0,2.682e-5,180,0.005,0.536,22.175,120.893,9.788,85.34,0,0,0,2.796e4,1.348e4,21.749,0.099,NaN,201.896,NaN,0.006,4.277e5,128.661,5.943e-5,0.74,9.534e-4,0.405,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.937e-6,16.5,213.825,84,0,2.187,15,1013.25,340.389,0.01,0.015
0.56,-2.294e-4,-0.046,-4.589,0.046,4.614,-2.412e-5,0,2.412e-5,180,0.005,0.482,22.175,120.893,9.788,85.221,0,0,0,2.795e4,1.348e4,21.748,0.099,NaN,201.89,NaN,0.006,4.222e5,143.124,6.25e-5,0.742,0.001,0.407,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.237e-6,16.5,213.825,84,0,2.158,15,1013.25,340.389,0.01,0.015
