Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.17,-4.764e-4,-0.095,-9.528,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,2.814e-4,1.878e4,4.308,-1.516e-4,1.262,-1.262,0.926,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.008
0.18,-4.748e-4,-0.095,-9.495,0.095,9.548,-4.99e-5,0,4.99e-5,180,0.01,0.998,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,2.805e-4,1.872e4,5.219,-1.507e-4,1.263,-1.263,0.928,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.291e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.008
0.19,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.937,NaN,2.811e-4,1.876e4,4.595,-1.513e-4,1.262,-1.262,0.927,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.009
0.2,-4.751e-4,-0.095,-9.502,0.096,9.554,-4.993e-5,0,4.993e-5,180,0.01,0.999,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,2.807e-4,1.873e4,5.035,-1.509e-4,1.262,-1.262,0.927,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.009
0.21,-4.738e-4,-0.095,-9.475,0.095,9.527,-4.979e-5,0,4.979e-5,180,0.01,0.996,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.757,0.099,NaN,201.936,NaN,2.799e-4,1.868e4,5.782,-1.502e-4,1.263,-1.263,0.928,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.288e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.009
0.22,-4.746e-4,-0.095,-9.492,0.095,9.544,-4.988e-5,0,4.988e-5,180,0.01,0.998,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,2.804e-4,1.871e4,5.316,-1.506e-4,1.263,-1.263,0.928,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.009
0.23,-4.728e-4,-0.095,-9.456,0.095,9.508,-4.969e-5,0,4.969e-5,180,0.01,0.994,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.936,NaN,2.793e-4,1.864e4,6.314,-1.496e-4,1.264,-1.264,0.929,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.009
0.24,-4.742e-4,-0.095,-9.484,0.095,9.536,-4.984e-5,0,4.984e-5,180,0.01,0.997,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,2.802e-4,1.87e4,5.531,-1.504e-4,1.263,-1.263,0.928,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.289e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.25,-4.731e-4,-0.095,-9.462,0.095,9.515,-4.973e-5,0,4.973e-5,180,0.01,0.995,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,2.795e-4,1.865e4,6.14,-1.498e-4,1.264,-1.264,0.929,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.286e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.26,-4.722e-4,-0.094,-9.444,0.095,9.496,-4.963e-5,0,4.963e-5,180,0.01,0.993,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,2.79e-4,1.862e4,6.656,-1.493e-4,1.264,-1.264,0.929,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.27,-4.729e-4,-0.095,-9.457,0.095,9.509,-4.97e-5,0,4.97e-5,180,0.01,0.994,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.935,NaN,2.794e-4,1.864e4,6.293,-1.497e-4,1.264,-1.264,0.929,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.28,-4.709e-4,-0.094,-9.418,0.095,9.47,-4.949e-5,0,4.949e-5,180,0.01,0.99,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,2.782e-4,1.857e4,7.383,-1.486e-4,1.265,-1.265,0.93,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.29,-4.715e-4,-0.094,-9.43,0.095,9.482,-4.956e-5,0,4.956e-5,180,0.01,0.991,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,2.786e-4,1.859e4,7.04,-1.489e-4,1.265,-1.265,0.93,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.3,-4.705e-4,-0.094,-9.411,0.095,9.463,-4.946e-5,0,4.946e-5,180,0.01,0.989,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,2.78e-4,1.855e4,7.588,-1.484e-4,1.265,-1.265,0.93,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.279e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.01
0.31,-4.688e-4,-0.094,-9.376,0.094,9.428,-4.927e-5,0,4.927e-5,180,0.01,0.985,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.934,NaN,2.77e-4,1.848e4,8.575,-1.474e-4,1.266,-1.266,0.931,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.274e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.011
0.32,-4.69e-4,-0.094,-9.38,0.094,9.432,-4.929e-5,0,4.929e-5,180,0.01,0.986,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,2.771e-4,1.849e4,8.457,-1.475e-4,1.266,-1.266,0.931,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.011
0.33,-4.666e-4,-0.093,-9.331,0.094,9.383,-4.904e-5,0,4.904e-5,180,0.01,0.981,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.933,NaN,2.756e-4,1.839e4,9.828,-1.462e-4,1.268,-1.268,0.933,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.268e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.011
0.34,-4.662e-4,-0.093,-9.324,0.094,9.376,-4.9e-5,0,4.9e-5,180,0.01,0.98,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,2.754e-4,1.838e4,10.028,-1.46e-4,1.268,-1.268,0.933,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.267e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.011
0.35,-4.653e-4,-0.093,-9.307,0.094,9.358,-4.891e-5,0,4.891e-5,180,0.01,0.978,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,2.749e-4,1.835e4,10.514,-1.455e-4,1.269,-1.269,0.934,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.265e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.011
0.36,-4.62e-4,-0.092,-9.241,0.093,9.292,-4.856e-5,0,4.856e-5,180,0.01,0.971,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.932,NaN,2.73e-4,1.822e4,12.371,-1.437e-4,1.271,-1.271,0.936,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.256e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.012
0.37,-4.612e-4,-0.092,-9.223,0.093,9.274,-4.847e-5,0,4.847e-5,180,0.01,0.969,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,2.725e-4,1.818e4,12.862,-1.432e-4,1.271,-1.271,0.936,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.254e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.012
0.38,-4.582e-4,-0.092,-9.164,0.092,9.215,-4.816e-5,0,4.816e-5,180,0.01,0.963,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.756,0.099,NaN,201.931,NaN,2.707e-4,1.807e4,14.525,-1.416e-4,1.273,-1.273,0.938,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.246e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.012
0.39,-4.561e-4,-0.091,-9.122,0.092,9.172,-4.794e-5,0,4.794e-5,180,0.01,0.959,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.93,NaN,2.695e-4,1.798e4,15.717,-1.405e-4,1.275,-1.275,0.94,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.24e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.012
0.4,-4.543e-4,-0.091,-9.085,0.091,9.135,-4.774e-5,0,4.774e-5,180,0.01,0.955,22.175,120.893,9.788,180,0,0,0,2.797e4,1.35e4,21.755,0.099,NaN,201.929,NaN,2.684e-4,1.791e4,16.751,-1.395e-4,1.276,-1.276,0.941,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.235e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.012
0.41,-4.507e-4,-0.09,-9.015,0.091,9.064,-4.737e-5,0,4.737e-5,180,0.009,0.947,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.929,NaN,2.663e-4,1.777e4,18.736,-1.376e-4,1.279,-1.279,0.944,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.225e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.013
0.42,-4.481e-4,-0.09,-8.963,0.09,9.012,-4.71e-5,0,4.71e-5,180,0.009,0.942,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.928,NaN,2.648e-4,1.767e4,20.199,-1.362e-4,1.28,-1.28,0.945,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.218e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.013
0.43,-4.428e-4,-0.089,-8.857,0.089,8.906,-4.654e-5,0,4.654e-5,180,0.009,0.931,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.927,NaN,2.616e-4,1.746e4,23.171,-1.334e-4,1.284,-1.284,0.949,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.204e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.013
0.44,-4.388e-4,-0.088,-8.777,0.088,8.825,-4.612e-5,0,4.612e-5,180,0.009,0.922,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.755,0.099,NaN,201.926,NaN,2.593e-4,1.73e4,25.427,-1.313e-4,1.287,-1.287,0.952,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.193e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.013
0.45,-4.324e-4,-0.086,-8.648,0.087,8.695,-4.545e-5,0,4.545e-5,180,0.009,0.909,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.925,NaN,2.555e-4,1.705e4,29.05,-1.279e-4,1.292,-1.292,0.957,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.175e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.014
0.46,-4.243e-4,-0.085,-8.487,0.085,8.534,-4.46e-5,0,4.46e-5,180,0.009,0.892,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.923,NaN,2.507e-4,1.673e4,33.572,-1.238e-4,1.298,-1.298,0.963,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.154e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.014
0.47,-4.172e-4,-0.083,-8.344,0.084,8.39,-4.385e-5,0,4.385e-5,180,0.009,0.877,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.922,NaN,2.465e-4,1.645e4,37.604,-1.201e-4,1.303,-1.303,0.968,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.134e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.014
0.48,-4.021e-4,-0.08,-8.042,0.081,8.087,-4.226e-5,0,4.226e-5,180,0.008,0.845,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.754,0.099,NaN,201.92,NaN,2.376e-4,1.585e4,46.076,-1.126e-4,1.315,-1.315,0.98,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.093e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.014
0.49,-3.871e-4,-0.077,-7.742,0.078,7.785,-4.069e-5,0,4.069e-5,180,0.008,0.814,22.175,120.893,9.788,180,0,0,0,2.797e4,1.349e4,21.753,0.099,NaN,201.918,NaN,2.287e-4,1.526e4,54.513,-1.054e-4,1.328,-1.328,0.993,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.052e-5,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.014
0.5,-3.674e-4,-0.073,-7.348,0.074,7.388,-3.862e-5,0,3.862e-5,180,0.008,0.772,22.175,120.893,9.788,180,0,0,0,2.796e4,1.349e4,21.753,0.099,NaN,201.916,NaN,2.171e-4,1.449e4,65.594,-9.621e-5,1.346,-1.346,1.011,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.988e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.51,-3.456e-4,-0.069,-6.913,0.07,6.951,-3.633e-5,0,3.633e-5,180,0.007,0.727,22.175,120.893,9.788,180,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.913,NaN,2.042e-4,1.363e4,77.832,-8.65e-5,1.367,-1.367,1.032,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.396e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.52,-3.255e-4,-0.065,-6.51,0.065,6.546,-3.421e-5,0,3.421e-5,180,0.007,0.684,22.175,120.893,9.788,180,0,0,0,2.796e4,1.349e4,21.752,0.099,NaN,201.909,NaN,1.923e-4,1.283e4,89.154,-7.794e-5,1.389,-1.389,1.054,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.848e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.53,-3.016e-4,-0.06,-6.031,0.061,6.064,-3.169e-5,0,3.169e-5,180,0.006,0.634,22.175,120.893,9.788,180,0,0,0,2.796e4,1.348e4,21.751,0.099,NaN,201.905,NaN,1.782e-4,1.189e4,102.609,-6.828e-5,1.418,-1.418,1.083,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.198e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.54,-2.786e-4,-0.056,-5.571,0.056,5.602,-2.928e-5,0,2.928e-5,180,0.006,0.586,22.175,120.893,9.788,180,0,0,0,2.796e4,1.348e4,21.75,0.099,NaN,201.901,NaN,1.646e-4,1.098e4,115.517,-5.954e-5,1.449,-1.449,1.114,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.573e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.55,-2.552e-4,-0.051,-5.104,0.051,5.132,-2.682e-5,0,2.682e-5,180,0.005,0.536,22.175,120.893,9.788,180,0,0,0,2.796e4,1.348e4,21.749,0.099,NaN,201.896,NaN,1.508e-4,1.006e4,128.661,-5.12e-5,1.484,-1.484,1.149,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.937e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
0.56,-2.294e-4,-0.046,-4.589,0.046,4.614,-2.412e-5,0,2.412e-5,180,0.005,0.482,22.175,120.893,9.788,180,0,0,0,2.795e4,1.348e4,21.748,0.099,NaN,201.89,NaN,1.356e-4,9045.813,143.124,-4.143e-5,1.486,-1.486,1.151,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.237e-6,16.5,213.825,84,0,0,15,1013.25,340.389,0.01,0.015
