# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.431,230.185,169.696,12.695,172.062,13.088,34.092,0.003,34.092,0.005,28.436,3.184,28.61,-80.6,9.791,0.187,-6.344e-6,2.35,-0.006,1.839e4,4682.75,15.48,0.086,209.531,156.698,3.183,0.508,3.072e7,670.862,253.342,0.657,0.657,0.27,0.233,0.154,0.035,0.113,-1.637e-4,0,0,0,0,1.605e-4,0.022,16.6,216.424,80.019,0.007,2,13.504,986.253,339.482,0.05,0.017
3.481,238.676,169.97,5.43,172.35,5.954,35.516,0.003,35.516,0.005,28.545,2.443,28.61,-80.6,9.791,0.063,-3.963e-6,3.261,-0.007,1.834e4,4633.166,15.445,0.086,209.838,156.476,3.215,0.509,3.075e7,536.827,254.023,0.657,0.657,0.27,0.233,0.154,0.012,0.038,-4.771e-5,0,0,0,0,3.08e-4,0.022,16.6,216.424,79.873,0.008,2,13.449,985.257,339.449,0.05,0.017
3.531,247.173,169.896,-1.522,172.289,2.339,36.945,0.004,36.945,0.005,28.62,1.776,28.61,-80.6,9.791,0.074,-2.713e-6,-3.204,-7.031e-4,1.83e4,4595.435,15.419,0.086,209.812,156.306,3.223,0.509,3.072e7,408.489,253.63,0.657,0.657,0.27,0.233,0.154,0.014,0.045,-2.759e-4,0,0,0,0,-2.976e-4,0.022,16.6,216.424,79.705,0.009,2,13.393,984.261,339.415,0.05,0.017
3.581,255.659,169.56,-6.716,171.967,6.833,38.377,0.004,38.377,0.006,28.674,1.255,28.61,-80.6,9.791,0.176,-3.992e-6,-2.265,0.002,1.827e4,4566.618,15.398,0.086,209.558,156.176,3.216,0.508,3.065e7,311.985,252.438,0.657,0.657,0.27,0.233,0.154,0.033,0.107,-4.898e-4,0,0,0,0,-1.493e-4,0.022,16.6,216.424,79.565,0.01,2,13.338,983.265,339.382,0.05,0.017
3.631,264.124,169.023,-10.684,171.444,10.705,39.812,0.004,39.812,0.006,28.706,0.667,28.61,-80.6,9.791,0.213,-3.159e-6,-0.827,0.005,1.825e4,4544.733,15.383,0.086,209.462,156.077,3.216,0.506,3.053e7,236.943,250.611,0.657,0.657,0.27,0.233,0.153,0.04,0.129,-4.123e-4,0,0,0,0,-2.001e-5,0.022,16.6,216.424,79.488,0.01,2,13.283,982.273,339.349,0.05,0.018
3.681,272.558,168.325,-13.883,170.755,13.884,41.247,0.004,41.247,0.006,28.706,0.083,28.61,-80.6,9.791,0.175,5.101e-7,0.6,0.006,1.823e4,4528.591,15.371,0.086,209.541,156.004,3.225,0.504,3.039e7,174.76,248.261,0.656,0.656,0.27,0.233,0.153,0.033,0.107,-4.718e-5,0,0,0,0,1.063e-5,0.022,16.6,216.424,79.486,0.011,2,13.228,981.284,339.315,0.05,0.018
3.731,280.953,167.49,-16.587,169.926,16.615,42.682,0.004,42.682,0.006,28.667,0.955,28.61,-80.6,9.791,0.082,-1.728e-6,1.535,0.005,1.822e4,4517.445,15.363,0.086,209.755,155.953,3.241,0.502,3.022e7,120.672,245.482,0.656,0.656,0.27,0.233,0.153,0.015,0.05,-4.968e-4,0,0,0,0,7.025e-5,0.022,16.6,216.424,79.544,0.01,2,13.174,980.299,339.282,0.05,0.018
3.781,289.304,166.543,-18.826,168.979,18.912,44.113,0.005,44.113,0.006,28.586,1.804,28.61,-80.6,9.791,0.034,-1.531e-6,-1.704,0.014,1.822e4,4510.545,15.358,0.086,209.857,155.922,3.249,0.499,3.003e7,74.706,242.377,0.655,0.655,0.271,0.233,0.152,0.006,0.021,-4.249e-4,0,0,0,0,-8.754e-5,0.022,16.6,216.424,79.63,0.01,2,13.12,979.32,339.249,0.05,0.018
3.831,297.606,165.53,-20.138,167.961,20.281,45.54,0.005,45.54,0.006,28.473,2.403,28.61,-80.6,9.791,0.131,1.311e-6,-1.108,0.007,1.821e4,4506.296,15.355,0.086,209.605,155.902,3.235,0.496,2.983e7,46.005,239.101,0.655,0.655,0.271,0.232,0.152,0.025,0.08,5.779e-5,0,0,0,0,-3.745e-5,0.022,16.6,216.424,79.704,0.009,2,13.066,978.346,339.217,0.05,0.018
3.881,305.856,164.483,-20.848,166.907,21.023,46.96,0.005,46.96,0.006,28.339,2.708,28.61,-80.6,9.791,0.181,1.883e-6,-0.017,0.009,1.821e4,4503.619,15.353,0.086,209.468,155.89,3.228,0.493,2.963e7,28.976,235.74,0.654,0.654,0.271,0.232,0.152,0.034,0.11,-4.428e-4,0,0,0,0,-8.954e-9,0.021,16.6,216.424,79.733,0.007,2,13.012,977.378,339.184,0.05,0.018
3.931,314.053,163.421,-21.165,165.836,21.339,48.373,0.005,48.373,0.006,28.2,2.722,28.61,-80.6,9.791,0.17,2.48e-6,1.206,0.008,1.821e4,4501.783,15.352,0.086,209.478,155.882,3.229,0.49,2.942e7,19.875,232.348,0.654,0.654,0.271,0.232,0.151,0.032,0.104,3.329e-4,0,0,0,0,4.547e-5,0.021,16.6,216.424,79.701,0.005,2,12.959,976.417,339.152,0.05,0.018
3.981,322.198,162.352,-21.296,164.761,21.444,49.78,0.006,49.78,0.007,28.067,2.52,28.61,-80.599,9.791,0.107,-4.18e-7,2.145,0.015,1.821e4,4500.416,15.351,0.086,209.616,155.876,3.237,0.487,2.921e7,14.809,228.966,0.653,0.653,0.271,0.232,0.151,0.02,0.064,-2.012e-5,0,0,0,0,1.458e-4,0.021,16.6,216.424,79.614,0.004,2,12.906,975.462,339.12,0.05,0.018
# Event BURNOUT occurred at t=4 seconds
# Event EJECTION_CHARGE occurred at t=4 seconds
4,325.238,161.951,-21.401,164.357,21.537,50.306,0.006,50.306,0.007,28.021,2.421,28.61,-80.599,9.791,0.072,1.679e-6,2.4,0.025,1.821e4,4500,15.351,0.086,209.693,155.874,3.242,0.486,2.913e7,11.991,227.704,0.653,0.653,0.271,0.231,0.151,0.014,0.044,7.808e-5,0,0,0,0,1.834e-4,0.021,16.6,216.424,79.571,0.005,2,12.886,975.105,339.108,0.019,0.018
4.028,329.784,161.332,-21.977,163.735,22.101,51.093,0.006,51.093,0.007,27.952,2.344,28.61,-80.599,9.791,0.018,6.192e-7,2.565,0.094,1.821e4,4500,15.351,0.086,209.816,155.874,3.25,0.484,2.901e7,0,225.777,0.653,0.653,0.271,0.231,0.15,0.003,0.011,2.825e-4,0,0,0,0,2.111e-4,0.021,16.6,216.424,79.5,0.005,2,12.856,974.572,339.09,0.028,0.019
4.07,336.571,160.407,-21.87,162.808,21.967,52.27,0.006,52.27,0.007,27.859,2.065,28.61,-80.599,9.791,0.061,-3.88e-6,-2.437,0.029,1.821e4,4500,15.351,0.086,209.699,155.874,3.242,0.481,2.883e7,0,222.928,0.652,0.652,0.271,0.231,0.15,0.011,0.037,-4.234e-4,0,0,0,0,-1.927e-4,0.021,16.6,216.424,79.393,0.008,2,12.812,973.776,339.063,0.042,0.019
4.12,344.564,159.317,-21.731,161.717,21.807,53.661,0.006,53.661,0.007,27.763,1.818,28.61,-80.599,9.791,0.13,6.477e-6,-1.809,0.004,1.821e4,4500,15.351,0.086,209.513,155.874,3.231,0.478,2.862e7,0,219.614,0.652,0.652,0.271,0.231,0.15,0.024,0.08,-3.387e-4,0,0,0,0,-1.076e-4,0.021,16.6,216.424,79.285,0.011,2,12.76,972.838,339.032,0.05,0.019
4.17,352.503,158.234,-21.57,160.636,21.638,55.047,0.007,55.047,0.007,27.676,1.711,28.61,-80.599,9.791,0.158,1.268e-6,-0.874,0.007,1.821e4,4500,15.351,0.086,209.43,155.874,3.226,0.475,2.841e7,0,216.353,0.651,0.651,0.271,0.231,0.149,0.03,0.095,-2.976e-4,0,0,0,0,-2.545e-5,0.021,16.6,216.424,79.218,0.014,2,12.709,971.907,339,0.05,0.019
4.22,360.387,157.16,-21.381,159.563,21.453,56.428,0.007,56.428,0.007,27.59,1.759,28.61,-80.599,9.791,0.137,2.413e-6,0.064,0.003,1.821e4,4500,15.351,0.086,209.465,155.874,3.228,0.472,2.821e7,0,213.14,0.651,0.651,0.271,0.23,0.149,0.026,0.083,-9.042e-5,0,0,0,0,1.365e-7,0.021,16.6,216.424,79.2,0.016,2,12.657,970.983,338.969,0.05,0.019
4.27,368.219,156.096,-21.173,158.5,21.26,57.806,0.007,57.806,0.007,27.498,1.925,28.61,-80.599,9.791,0.077,3.562e-6,0.733,0.012,1.821e4,4500,15.351,0.086,209.595,155.874,3.236,0.469,2.8e7,0,209.977,0.65,0.65,0.271,0.23,0.149,0.014,0.047,-3.317e-4,0,0,0,0,1.84e-5,0.02,16.6,216.424,79.222,0.016,2,12.607,970.064,338.938,0.05,0.019
4.32,375.997,155.043,-20.958,157.445,21.067,59.178,0.007,59.178,0.007,27.396,2.142,28.61,-80.599,9.791,0.002,-1.721e-6,-0.855,0.436,1.821e4,4500,15.351,0.086,209.764,155.874,3.246,0.466,2.78e7,0,206.874,0.65,0.65,0.271,0.23,0.148,3.686e-4,0.001,1.993e-4,0,0,0,0,-2.535e-5,0.02,16.6,216.424,79.268,0.015,2,12.556,969.152,338.908,0.05,0.019
4.37,383.723,154,-20.75,156.398,20.882,60.545,0.008,60.545,0.007,27.284,2.339,28.61,-80.599,9.791,0.076,2.899e-6,-0.722,0.008,1.821e4,4500,15.351,0.086,209.568,155.874,3.235,0.463,2.76e7,0,203.831,0.649,0.649,0.272,0.23,0.148,0.014,0.047,-3.417e-5,0,0,0,0,-1.834e-5,0.02,16.6,216.424,79.312,0.013,2,12.506,968.246,338.877,0.05,0.019
4.42,391.397,152.968,-20.561,155.361,20.707,61.906,0.008,61.906,0.007,27.163,2.456,28.61,-80.599,9.791,0.126,2.735e-6,-0.115,0.005,1.821e4,4500,15.351,0.086,209.432,155.874,3.226,0.46,2.74e7,0,200.842,0.649,0.649,0.272,0.23,0.147,0.024,0.076,3.039e-4,0,0,0,0,-4.736e-7,0.02,16.6,216.424,79.334,0.011,2,12.456,967.346,338.847,0.05,0.019
4.47,399.02,151.944,-20.395,154.331,20.544,63.261,0.008,63.261,0.008,27.039,2.462,28.61,-80.599,9.791,0.139,1.555e-6,0.661,0.003,1.821e4,4500,15.351,0.086,209.387,155.874,3.224,0.457,2.72e7,0,197.899,0.648,0.648,0.272,0.229,0.147,0.026,0.084,-3.819e-6,0,0,0,0,1.577e-5,0.02,16.6,216.424,79.32,0.009,2,12.406,966.452,338.817,0.05,0.019
4.52,406.592,150.928,-20.252,153.309,20.389,64.61,0.009,64.61,0.008,26.918,2.359,28.61,-80.599,9.791,0.113,4.22e-6,1.39,0.008,1.821e4,4500,15.351,0.086,209.434,155.874,3.227,0.454,2.7e7,0,194.999,0.648,0.648,0.272,0.229,0.147,0.021,0.068,-2.371e-4,0,0,0,0,7.072e-5,0.02,16.6,216.424,79.267,0.008,2,12.357,965.564,338.787,0.05,0.02
4.57,414.113,149.918,-20.127,152.296,20.244,65.953,0.009,65.953,0.008,26.805,2.178,28.61,-80.599,9.791,0.059,4.333e-6,1.888,0.016,1.821e4,4500,15.351,0.086,209.552,155.874,3.234,0.451,2.681e7,0,192.146,0.647,0.647,0.272,0.229,0.146,0.011,0.036,-1.07e-4,0,0,0,0,1.321e-4,0.02,16.6,216.424,79.183,0.009,2,12.308,964.681,338.758,0.05,0.02
4.62,421.584,148.915,-20.01,151.29,20.107,67.291,0.009,67.291,0.008,26.701,1.968,28.61,-80.599,9.791,0.007,7.573e-6,-2.03,0.104,1.821e4,4500,15.351,0.086,209.666,155.874,3.241,0.448,2.662e7,0,189.343,0.647,0.647,0.272,0.229,0.146,0.001,0.004,4.873e-4,0,0,0,0,-1.549e-4,0.019,16.6,216.424,79.082,0.01,2,12.26,963.805,338.728,0.05,0.02
4.67,429.005,147.917,-19.893,150.291,19.972,68.623,0.01,68.623,0.008,26.608,1.78,28.61,-80.599,9.791,0.068,0,-1.82,0.014,1.821e4,4500,15.351,0.086,209.504,155.874,3.231,0.445,2.643e7,0,186.592,0.646,0.646,0.272,0.229,0.146,0.013,0.041,3.63e-5,0,0,0,0,-1.261e-4,0.019,16.6,216.424,78.984,0.011,2,12.211,962.935,338.699,0.05,0.02
4.72,436.376,146.926,-19.767,149.3,19.836,69.952,0.01,69.952,0.008,26.523,1.653,28.61,-80.599,9.791,0.108,5.874e-7,-1.339,0.005,1.821e4,4500,15.351,0.086,209.393,155.874,3.224,0.442,2.624e7,0,183.886,0.646,0.646,0.272,0.228,0.145,0.02,0.065,3.068e-4,0,0,0,0,-6.918e-5,0.019,16.6,216.424,78.905,0.013,2,12.164,962.07,338.67,0.05,0.02
4.77,443.697,145.941,-19.626,148.317,19.692,71.276,0.01,71.276,0.008,26.442,1.609,28.61,-80.599,9.791,0.118,0,-0.73,0.004,1.821e4,4500,15.351,0.086,209.355,155.874,3.222,0.439,2.605e7,0,181.222,0.645,0.645,0.272,0.228,0.145,0.022,0.071,-2.425e-4,0,0,0,0,-2.08e-5,0.019,16.6,216.424,78.853,0.014,2,12.116,961.212,338.641,0.05,0.02
4.82,450.97,144.963,-19.472,147.34,19.542,72.596,0.01,72.596,0.008,26.361,1.645,28.61,-80.599,9.791,0.098,2.352e-6,-0.157,-0.002,1.821e4,4500,15.351,0.086,209.39,155.874,3.224,0.436,2.586e7,0,178.598,0.645,0.645,0.272,0.228,0.145,0.018,0.059,-4.132e-5,0,0,0,0,-9.797e-7,0.019,16.6,216.424,78.832,0.014,2,12.069,960.359,338.613,0.05,0.02
4.87,458.194,143.994,-19.309,146.371,19.387,73.912,0.011,73.912,0.008,26.276,1.74,28.61,-80.599,9.791,0.055,1.34e-6,0.247,0.004,1.821e4,4500,15.351,0.086,209.483,155.874,3.23,0.433,2.568e7,0,176.014,0.644,0.644,0.272,0.228,0.144,0.01,0.033,-2.633e-4,0,0,0,0,2.448e-6,0.019,16.6,216.424,78.836,0.014,2,12.022,959.512,338.584,0.05,0.02
4.92,465.369,143.032,-19.143,145.41,19.233,75.223,0.011,75.223,0.008,26.186,1.861,28.61,-80.599,9.791,3.477e-4,6.484e-7,0,0,1.821e4,4500,15.351,0.086,209.604,155.874,3.237,0.431,2.55e7,0,173.474,0.644,0.644,0.272,0.228,0.144,6.46e-5,-3.11e-5,1.738e-5,0,0,0,0,0,0.019,16.6,216.424,78.853,0.014,2,11.975,958.67,338.556,0.05,0.02
4.97,472.497,142.079,-18.981,144.455,19.083,76.53,0.011,76.53,0.009,26.09,1.972,28.61,-80.599,9.791,0.053,9.374e-7,-0.255,0.002,1.821e4,4500,15.351,0.086,209.463,155.874,3.228,0.428,2.531e7,0,170.978,0.644,0.644,0.272,0.227,0.144,0.01,0.032,-4.098e-4,0,0,0,0,-2.67e-6,0.019,16.6,216.424,78.871,0.015,2,11.929,957.834,338.528,0.05,0.02
5.02,479.577,141.134,-18.829,143.507,18.94,77.832,0.012,77.832,0.009,25.989,2.044,28.61,-80.599,9.791,0.091,1.6e-6,0.106,0.004,1.821e4,4500,15.351,0.086,209.358,155.874,3.222,0.425,2.513e7,0,168.522,0.643,0.643,0.272,0.227,0.143,0.017,0.054,2.66e-4,0,0,0,0,4.714e-7,0.018,16.6,216.424,78.875,0.014,2,11.883,957.004,338.5,0.05,0.021
5.07,486.611,140.196,-18.691,142.566,18.804,79.129,0.012,79.129,0.009,25.886,2.057,28.61,-80.599,9.791,0.106,2.061e-6,0.592,-2.144e-4,1.821e4,4500,15.351,0.086,209.308,155.874,3.219,0.422,2.496e7,0,166.104,0.643,0.643,0.273,0.227,0.143,0.02,0.064,1.509e-4,0,0,0,0,1.48e-5,0.018,16.6,216.424,78.857,0.014,2,11.837,956.179,338.472,0.05,0.021
5.12,493.597,139.265,-18.567,141.632,18.675,80.421,0.012,80.421,0.009,25.784,2.011,28.61,-80.599,9.791,0.097,2.778e-6,1.093,-4.518e-4,1.821e4,4500,15.351,0.086,209.319,155.874,3.22,0.42,2.478e7,0,163.721,0.642,0.642,0.273,0.227,0.143,0.018,0.058,9.206e-6,0,0,0,0,5.118e-5,0.018,16.6,216.424,78.815,0.014,2,11.792,955.359,338.445,0.05,0.021
5.17,500.537,138.339,-18.454,140.704,18.553,81.708,0.013,81.708,0.009,25.686,1.915,28.61,-80.599,9.791,0.067,-1.872e-6,1.481,-3.207e-4,1.821e4,4500,15.351,0.086,209.382,155.874,3.223,0.417,2.46e7,0,161.374,0.642,0.642,0.273,0.227,0.143,0.012,0.039,-6.168e-5,0,0,0,0,9.519e-5,0.018,16.6,216.424,78.749,0.014,2,11.747,954.548,338.417,0.05,0.021
5.22,507.431,137.419,-18.35,139.782,18.437,82.99,0.013,82.99,0.009,25.593,1.792,28.61,-80.599,9.791,0.023,-1.099e-6,1.694,-0.003,1.821e4,4500,15.351,0.086,209.477,155.874,3.229,0.414,2.443e7,0,159.071,0.641,0.641,0.273,0.226,0.142,0.004,0.014,-1.729e-4,0,0,0,0,1.262e-4,0.018,16.6,216.424,78.669,0.015,2,11.702,953.778,338.39,0.05,0.021
5.27,514.279,136.504,-18.248,138.867,18.324,84.267,0.013,84.267,0.009,25.507,1.666,28.61,-80.599,9.791,0.023,5.024e-6,-1.689,-0.01,1.821e4,4500,15.351,0.086,209.465,155.874,3.228,0.412,2.426e7,0,156.804,0.641,0.641,0.273,0.226,0.142,0.004,0.014,3.218e-4,0,0,0,0,-1.271e-4,0.018,16.6,216.424,78.583,0.015,2,11.657,953.013,338.363,0.05,0.021
5.32,521.082,135.594,-18.144,137.958,18.211,85.541,0.014,85.541,0.009,25.427,1.561,28.61,-80.599,9.791,0.062,2.962e-6,-1.495,-0.002,1.821e4,4500,15.351,0.086,209.36,155.874,3.222,0.409,2.409e7,0,154.574,0.641,0.641,0.273,0.226,0.142,0.011,0.037,2.712e-4,0,0,0,0,-1.009e-4,0.018,16.6,216.424,78.502,0.015,2,11.613,952.253,338.336,0.05,0.021
5.37,527.839,134.69,-18.035,137.055,18.097,86.81,0.014,86.81,0.009,25.351,1.493,28.61,-80.599,9.791,0.085,0,-1.16,0.003,1.821e4,4500,15.351,0.086,209.292,155.874,3.218,0.406,2.392e7,0,152.378,0.64,0.64,0.273,0.226,0.141,0.016,0.051,-1.26e-4,0,0,0,0,-6.154e-5,0.018,16.6,216.424,78.436,0.015,2,11.569,951.498,338.31,0.05,0.021
5.42,534.551,133.791,-17.919,136.158,17.979,88.076,0.015,88.076,0.009,25.277,1.47,28.61,-80.599,9.791,0.089,1.22e-6,-0.769,-2.999e-4,1.821e4,4500,15.351,0.086,209.272,155.874,3.217,0.404,2.375e7,0,150.214,0.64,0.64,0.273,0.226,0.141,0.016,0.053,1.089e-6,0,0,0,0,-2.744e-5,0.018,16.6,216.424,78.388,0.016,2,11.525,950.748,338.283,0.05,0.021
5.47,541.218,132.898,-17.795,135.267,17.857,89.338,0.015,89.338,0.01,25.203,1.489,28.61,-80.599,9.791,0.073,7.213e-7,-0.412,0.001,1.821e4,4500,15.351,0.086,209.299,155.874,3.218,0.401,2.358e7,0,148.081,0.64,0.64,0.273,0.226,0.141,0.014,0.044,4.157e-4,0,0,0,0,-7.969e-6,0.017,16.6,216.424,78.359,0.016,2,11.482,950.003,338.257,0.05,0.021
5.52,547.841,132.012,-17.667,134.382,17.734,90.596,0.015,90.596,0.01,25.127,1.539,28.61,-80.599,9.791,0.043,9.911e-7,-0.162,0.001,1.821e4,4500,15.351,0.086,209.362,155.874,3.222,0.398,2.342e7,0,145.98,0.639,0.639,0.273,0.225,0.141,0.008,0.025,-1.37e-4,0,0,0,0,-1.25e-6,0.017,16.6,216.424,78.345,0.016,2,11.439,949.263,338.231,0.05,0.022
5.57,554.419,131.132,-17.538,133.502,17.611,91.85,0.016,91.85,0.01,25.049,1.603,28.61,-80.599,9.79,0.005,1.013e-6,-0.066,0.002,1.821e4,4500,15.351,0.086,209.444,155.874,3.227,0.396,2.325e7,0,143.911,0.639,0.639,0.273,0.225,0.14,9.31e-4,0.003,2.532e-4,0,0,0,0,-2.078e-7,0.017,16.6,216.424,78.341,0.016,2,11.396,948.528,338.205,0.05,0.022
5.62,560.954,130.258,-17.411,132.629,17.49,93.101,0.016,93.101,0.01,24.967,1.664,28.61,-80.599,9.79,0.033,1.083e-6,0.119,8.409e-4,1.821e4,4500,15.351,0.086,209.367,155.874,3.222,0.393,2.309e7,0,141.874,0.638,0.638,0.273,0.225,0.14,0.006,0.019,4.096e-4,0,0,0,0,6.961e-7,0.017,16.6,216.424,78.337,0.016,2,11.354,947.798,338.179,0.05,0.022
5.67,567.445,129.39,-17.289,131.761,17.373,94.347,0.016,94.347,0.01,24.882,1.708,28.61,-80.599,9.79,0.062,1.045e-6,0.315,-5.018e-4,1.821e4,4500,15.351,0.086,209.283,155.874,3.217,0.391,2.293e7,0,139.868,0.638,0.638,0.273,0.225,0.14,0.012,0.037,1.055e-4,0,0,0,0,4.923e-6,0.017,16.6,216.424,78.326,0.016,2,11.312,947.073,338.154,0.05,0.022
5.72,573.893,128.529,-17.175,130.899,17.261,95.589,0.017,95.589,0.01,24.796,1.723,28.61,-80.599,9.79,0.079,0,0.609,-0.001,1.821e4,4500,15.351,0.086,209.232,155.874,3.214,0.388,2.277e7,0,137.891,0.638,0.638,0.273,0.225,0.14,0.015,0.047,3.612e-4,0,0,0,0,1.859e-5,0.017,16.6,216.424,78.303,0.016,2,11.27,946.353,338.128,0.05,0.022
5.77,580.298,127.673,-17.069,130.042,17.154,96.827,0.017,96.827,0.01,24.711,1.707,28.61,-80.599,9.79,0.081,1.828e-6,0.928,-0.004,1.821e4,4500,15.351,0.086,209.218,155.874,3.214,0.386,2.261e7,0,135.943,0.637,0.637,0.273,0.225,0.139,0.015,0.048,2.245e-4,0,0,0,0,4.37e-5,0.017,16.6,216.424,78.264,0.017,2,11.228,945.637,338.103,0.05,0.022
5.82,586.66,126.822,-16.97,129.191,17.051,98.06,0.018,98.06,0.01,24.626,1.661,28.61,-80.599,9.79,0.067,-1.007e-6,1.219,-0.008,1.821e4,4500,15.351,0.086,209.242,155.874,3.215,0.383,2.245e7,0,134.022,0.637,0.637,0.273,0.225,0.139,0.012,0.04,-4.918e-4,0,0,0,0,7.648e-5,0.017,16.6,216.424,78.21,0.017,2,11.187,944.926,338.078,0.05,0.022
5.87,592.98,125.976,-16.878,128.345,16.953,99.289,0.018,99.289,0.01,24.545,1.595,28.61,-80.599,9.79,0.042,-1.921e-6,1.436,-0.01,1.821e4,4500,15.351,0.086,209.293,155.874,3.218,0.381,2.229e7,0,132.129,0.637,0.637,0.273,0.224,0.139,0.008,0.025,2.052e-4,0,0,0,0,1.075e-4,0.017,16.6,216.424,78.143,0.018,2,11.146,944.22,338.053,0.05,0.022
5.92,599.258,125.134,-16.789,127.504,16.858,100.515,0.018,100.515,0.01,24.467,1.518,28.61,-80.599,9.79,0.011,1.511e-6,1.54,-0.04,1.821e4,4500,15.351,0.086,209.36,155.874,3.222,0.378,2.214e7,0,130.263,0.636,0.636,0.274,0.224,0.139,0.002,0.006,-4.444e-4,0,0,0,0,1.252e-4,0.016,16.6,216.424,78.068,0.019,2,11.105,943.519,338.028,0.05,0.022
5.97,605.494,124.297,-16.702,126.668,16.764,101.736,0.019,101.736,0.011,24.393,1.442,28.61,-80.599,9.79,0.021,5.764e-7,-1.522,-0.02,1.821e4,4500,15.351,0.086,209.327,155.874,3.22,0.376,2.198e7,0,128.426,0.636,0.636,0.274,0.224,0.138,0.004,0.012,-1.19e-5,0,0,0,0,-1.24e-4,0.016,16.6,216.424,77.991,0.019,2,11.064,942.822,338.004,0.05,0.023
6.02,611.688,123.464,-16.614,125.837,16.671,102.954,0.019,102.954,0.011,24.323,1.379,28.61,-80.599,9.79,0.047,-6.141e-7,-1.397,-0.004,1.821e4,4500,15.351,0.086,209.254,155.874,3.216,0.374,2.183e7,0,126.615,0.636,0.636,0.274,0.224,0.138,0.009,0.028,4.077e-4,0,0,0,0,-1.058e-4,0.016,16.6,216.424,77.918,0.019,2,11.024,942.13,337.979,0.05,0.023
6.07,617.84,122.635,-16.523,125.011,16.577,104.168,0.02,104.168,0.011,24.255,1.336,28.61,-80.599,9.79,0.063,7.652e-7,-1.192,-0.004,1.821e4,4500,15.351,0.086,209.205,155.874,3.213,0.371,2.167e7,0,124.831,0.635,0.635,0.274,0.224,0.138,0.012,0.037,-4.47e-4,0,0,0,0,-7.807e-5,0.016,16.6,216.424,77.853,0.018,2,10.984,941.443,337.955,0.05,0.023
6.12,623.951,121.812,-16.429,124.19,16.481,105.379,0.02,105.379,0.011,24.189,1.315,28.61,-80.599,9.79,0.067,2.661e-6,-0.957,-0.004,1.821e4,4500,15.351,0.086,209.186,155.874,3.212,0.369,2.152e7,0,123.071,0.635,0.635,0.274,0.224,0.138,0.012,0.04,3.956e-4,0,0,0,0,-5.094e-5,0.016,16.6,216.424,77.799,0.018,2,10.944,940.76,337.931,0.05,0.023
6.17,630.021,120.993,-16.331,123.374,16.384,106.587,0.02,106.587,0.011,24.123,1.317,28.61,-80.599,9.79,0.059,6.338e-7,-0.728,0.001,1.821e4,4500,15.351,0.086,209.196,155.874,3.212,0.366,2.137e7,0,121.336,0.635,0.635,0.274,0.224,0.137,0.011,0.035,-1.96e-4,0,0,0,0,-2.991e-5,0.016,16.6,216.424,77.757,0.017,2,10.905,940.082,337.907,0.05,0.023
6.22,636.051,120.178,-16.23,122.563,16.285,107.792,0.021,107.792,0.011,24.057,1.336,28.61,-80.599,9.79,0.041,1.855e-6,-0.547,0.003,1.821e4,4500,15.351,0.086,209.232,155.874,3.214,0.364,2.122e7,0,119.625,0.634,0.634,0.274,0.223,0.137,0.008,0.024,-5.484e-5,0,0,0,0,-1.711e-5,0.016,16.6,216.424,77.726,0.017,2,10.866,939.408,337.883,0.05,0.023
6.27,642.039,119.37,-16.129,121.756,16.187,108.993,0.021,108.993,0.011,23.989,1.366,28.61,-80.599,9.79,0.016,9.215e-7,-0.447,0.013,1.821e4,4500,15.351,0.086,209.284,155.874,3.218,0.362,2.107e7,0,117.939,0.634,0.634,0.274,0.223,0.137,0.003,0.009,1.458e-4,0,0,0,0,-1.158e-5,0.016,16.6,216.424,77.702,0.017,2,10.827,938.739,337.86,0.05,0.023
6.32,647.988,118.566,-16.029,120.954,16.089,110.191,0.022,110.191,0.011,23.92,1.398,28.61,-80.599,9.79,0.011,1.105e-6,0.439,0.006,1.821e4,4500,15.351,0.086,209.288,155.874,3.218,0.359,2.093e7,0,116.276,0.634,0.634,0.274,0.223,0.137,0.002,0.006,1.865e-4,0,0,0,0,1.13e-5,0.016,16.6,216.424,77.68,0.017,2,10.788,938.074,337.836,0.05,0.023
