# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.11,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,130.242,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.977,NaN,3.874e-4,2.586e4,4.431,-1.364e-4,1.172,-0.599,0.837,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.101,15,1013.25,340.389,0.01,0.01
0.12,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,130.569,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.976,NaN,3.853e-4,2.572e4,4.436,-1.376e-4,1.173,-0.611,0.838,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.1,15,1013.25,340.389,0.01,0.01
0.13,-4.758e-4,-0.095,-9.517,0.096,9.569,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,130.878,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.974,NaN,3.83e-4,2.557e4,4.62,-1.385e-4,1.175,-0.622,0.84,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.099,15,1013.25,340.389,0.01,0.011
0.14,-4.762e-4,-0.095,-9.524,0.096,9.577,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,131.239,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.972,NaN,3.811e-4,2.544e4,4.404,-1.401e-4,1.176,-0.636,0.841,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.098,15,1013.25,340.389,0.01,0.013
0.15,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,131.573,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.97,NaN,3.79e-4,2.53e4,4.444,-1.413e-4,1.178,-0.648,0.843,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.097,15,1013.25,340.389,0.01,0.014
0.16,-4.758e-4,-0.095,-9.516,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,131.73,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.969,NaN,3.778e-4,2.522e4,4.651,-1.416e-4,1.179,-0.654,0.844,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.096,15,1013.25,340.389,0.01,0.014
0.17,-4.765e-4,-0.095,-9.531,0.096,9.583,-5.009e-5,0,5.009e-5,180,0.01,1.002,22.175,120.893,9.788,131.963,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.967,NaN,3.77e-4,2.517e4,4.218,-1.429e-4,1.179,-0.663,0.844,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.096,15,1013.25,340.389,0.01,0.015
0.18,-4.765e-4,-0.095,-9.531,0.096,9.583,-5.009e-5,0,5.009e-5,180,0.01,1.002,22.175,120.893,9.788,132.146,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.965,NaN,3.759e-4,2.509e4,4.225,-1.435e-4,1.18,-0.669,0.845,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.095,15,1013.25,340.389,0.01,0.016
0.19,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,132.319,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.964,NaN,3.748e-4,2.502e4,4.321,-1.441e-4,1.181,-0.676,0.846,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.095,15,1013.25,340.389,0.01,0.017
0.2,-4.766e-4,-0.095,-9.532,0.096,9.585,-5.01e-5,0,5.01e-5,180,0.01,1.002,22.175,120.893,9.788,132.522,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.962,NaN,3.738e-4,2.495e4,4.174,-1.45e-4,1.181,-0.684,0.846,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.296e-5,165,213.825,84,0,0.094,15,1013.25,340.389,0.01,0.017
0.21,-4.763e-4,-0.095,-9.525,0.096,9.578,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,132.916,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.961,NaN,3.713e-4,2.478e4,4.381,-1.462e-4,1.183,-0.699,0.848,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.093,15,1013.25,340.389,0.01,0.018
0.22,-4.758e-4,-0.095,-9.515,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,133.307,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.959,NaN,3.687e-4,2.461e4,4.657,-1.473e-4,1.185,-0.714,0.85,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.092,15,1013.25,340.389,0.01,0.019
0.23,-4.762e-4,-0.095,-9.525,0.096,9.577,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,133.768,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.957,NaN,3.665e-4,2.447e4,4.392,-1.492e-4,1.187,-0.732,0.852,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.091,15,1013.25,340.389,0.01,0.02
0.24,-4.76e-4,-0.095,-9.52,0.096,9.573,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,134.188,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.955,NaN,3.641e-4,2.431e4,4.513,-1.506e-4,1.188,-0.748,0.853,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.02
0.25,-4.759e-4,-0.095,-9.518,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,134.62,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.954,NaN,3.617e-4,2.415e4,4.587,-1.52e-4,1.19,-0.765,0.855,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.088,15,1013.25,340.389,0.01,0.021
0.26,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,134.511,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.952,NaN,3.625e-4,2.42e4,4.429,-1.518e-4,1.19,-0.761,0.854,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.088,15,1013.25,340.389,0.01,0.023
0.27,-4.76e-4,-0.095,-9.52,0.096,9.572,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,134.372,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.95,NaN,3.631e-4,2.424e4,4.527,-1.512e-4,1.189,-0.756,0.854,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.024
0.28,-4.761e-4,-0.095,-9.521,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,134.25,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.949,NaN,3.638e-4,2.429e4,4.488,-1.508e-4,1.189,-0.751,0.854,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.025
0.29,-4.758e-4,-0.095,-9.517,0.096,9.569,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,134.109,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.947,NaN,3.644e-4,2.433e4,4.616,-1.502e-4,1.188,-0.745,0.853,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.09,15,1013.25,340.389,0.01,0.025
0.3,-4.76e-4,-0.095,-9.519,0.096,9.572,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,133.991,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.945,NaN,3.651e-4,2.437e4,4.548,-1.498e-4,1.188,-0.741,0.853,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.09,15,1013.25,340.389,0.01,0.026
0.31,-4.757e-4,-0.095,-9.514,0.096,9.566,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,134.131,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.943,NaN,3.642e-4,2.431e4,4.706,-1.502e-4,1.188,-0.746,0.853,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.027
0.32,-4.763e-4,-0.095,-9.527,0.096,9.579,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,134.334,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.942,NaN,3.636e-4,2.427e4,4.332,-1.512e-4,1.189,-0.754,0.854,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.027
0.33,-4.761e-4,-0.095,-9.521,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,134.475,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.94,NaN,3.626e-4,2.421e4,4.483,-1.516e-4,1.189,-0.76,0.854,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.089,15,1013.25,340.389,0.01,0.027
0.34,-4.759e-4,-0.095,-9.518,0.096,9.571,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,134.625,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.938,NaN,3.617e-4,2.415e4,4.57,-1.52e-4,1.19,-0.766,0.855,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.088,15,1013.25,340.389,0.01,0.028
0.35,-4.762e-4,-0.095,-9.524,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,134.804,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.936,NaN,3.61e-4,2.41e4,4.419,-1.528e-4,1.191,-0.773,0.856,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.088,15,1013.25,340.389,0.01,0.028
0.36,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,134.973,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.935,NaN,3.603e-4,2.405e4,4.317,-1.535e-4,1.191,-0.779,0.856,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.087,15,1013.25,340.389,0.01,0.029
0.37,-4.76e-4,-0.095,-9.52,0.096,9.573,-5.003e-5,0,5.003e-5,180,0.01,1.001,22.175,120.893,9.788,135.106,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.933,NaN,3.593e-4,2.399e4,4.522,-1.537e-4,1.192,-0.785,0.857,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.087,15,1013.25,340.389,0.01,0.029
0.38,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,135.275,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.931,NaN,3.586e-4,2.394e4,4.433,-1.544e-4,1.192,-0.791,0.857,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.086,15,1013.25,340.389,0.01,0.029
0.39,-4.757e-4,-0.095,-9.515,0.096,9.567,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,135.406,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.93,NaN,3.576e-4,2.387e4,4.673,-1.546e-4,1.193,-0.797,0.858,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.086,15,1013.25,340.389,0.01,0.03
0.4,-4.755e-4,-0.095,-9.51,0.096,9.562,-4.998e-5,0,4.998e-5,180,0.01,1,22.175,120.893,9.788,135.549,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.928,NaN,3.567e-4,2.381e4,4.812,-1.55e-4,1.194,-0.802,0.859,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.086,15,1013.25,340.389,0.01,0.03
0.41,-4.759e-4,-0.095,-9.518,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,135.718,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.926,NaN,3.562e-4,2.378e4,4.595,-1.558e-4,1.194,-0.809,0.859,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.085,15,1013.25,340.389,0.01,0.03
0.42,-4.758e-4,-0.095,-9.516,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,135.857,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.924,NaN,3.555e-4,2.373e4,4.638,-1.562e-4,1.195,-0.815,0.86,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.085,15,1013.25,340.389,0.01,0.031
0.43,-4.755e-4,-0.095,-9.51,0.096,9.562,-4.998e-5,0,4.998e-5,180,0.01,1,22.175,120.893,9.788,135.981,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.922,NaN,3.546e-4,2.367e4,4.811,-1.564e-4,1.196,-0.82,0.86,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.084,15,1013.25,340.389,0.01,0.031
0.44,-4.753e-4,-0.095,-9.506,0.096,9.558,-4.996e-5,0,4.996e-5,180,0.01,0.999,22.175,120.893,9.788,136.113,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.921,NaN,3.539e-4,2.362e4,4.919,-1.568e-4,1.196,-0.825,0.861,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,165,213.825,84,0,0.084,15,1013.25,340.389,0.01,0.031
0.45,-4.759e-4,-0.095,-9.518,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,136.299,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.919,NaN,3.534e-4,2.359e4,4.583,-1.577e-4,1.196,-0.832,0.861,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.084,15,1013.25,340.389,0.01,0.032
0.46,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,136.088,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.917,NaN,3.546e-4,2.367e4,4.429,-1.572e-4,1.196,-0.824,0.86,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.084,15,1013.25,340.389,0.01,0.032
0.47,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,135.859,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.915,NaN,3.557e-4,2.375e4,4.45,-1.564e-4,1.195,-0.815,0.86,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.085,15,1013.25,340.389,0.01,0.032
0.48,-4.753e-4,-0.095,-9.507,0.096,9.559,-4.996e-5,0,4.996e-5,180,0.01,0.999,22.175,120.893,9.788,135.58,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.914,NaN,3.565e-4,2.38e4,4.905,-1.55e-4,1.194,-0.804,0.859,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.292e-5,165,213.825,84,0,0.085,15,1013.25,340.389,0.01,0.032
0.49,-4.756e-4,-0.095,-9.512,0.096,9.565,-4.999e-5,0,4.999e-5,180,0.01,1,22.175,120.893,9.788,135.375,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.912,NaN,3.577e-4,2.388e4,4.746,-1.544e-4,1.193,-0.795,0.858,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.086,15,1013.25,340.389,0.01,0.033
0.5,-4.761e-4,-0.095,-9.522,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,135.185,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.91,NaN,3.59e-4,2.397e4,4.47,-1.541e-4,1.192,-0.788,0.857,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.087,15,1013.25,340.389,0.01,0.033
0.51,-4.758e-4,-0.095,-9.515,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,135.677,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.908,NaN,3.563e-4,2.379e4,4.657,-1.555e-4,1.194,-0.807,0.859,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.085,15,1013.25,340.389,0.01,0.033
0.52,-4.75e-4,-0.095,-9.499,0.096,9.551,-4.992e-5,0,4.992e-5,180,0.01,0.998,22.175,120.893,9.788,136.145,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.906,NaN,3.534e-4,2.359e4,5.115,-1.567e-4,1.196,-0.826,0.861,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.291e-5,165,213.825,84,0,0.084,15,1013.25,340.389,0.01,0.033
0.53,-4.746e-4,-0.095,-9.491,0.095,9.543,-4.988e-5,0,4.988e-5,180,0.01,0.998,22.175,120.893,9.788,136.648,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.904,NaN,3.508e-4,2.342e4,5.339,-1.581e-4,1.198,-0.847,0.863,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29e-5,165,213.825,84,0,0.082,15,1013.25,340.389,0.01,0.034
0.54,-4.758e-4,-0.095,-9.516,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,137.267,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.903,NaN,3.488e-4,2.329e4,4.638,-1.609e-4,1.2,-0.871,0.865,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.081,15,1013.25,340.389,0.01,0.034
0.55,-4.755e-4,-0.095,-9.509,0.096,9.562,-4.997e-5,0,4.997e-5,180,0.01,0.999,22.175,120.893,9.788,137.79,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.901,NaN,3.462e-4,2.311e4,4.82,-1.624e-4,1.202,-0.893,0.867,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.08,15,1013.25,340.389,0.01,0.034
0.56,-4.749e-4,-0.095,-9.498,0.096,9.55,-4.991e-5,0,4.991e-5,180,0.01,0.998,22.175,120.893,9.788,137.562,0,0,0,2.8e4,1.35e4,19.961,0.106,NaN,2019.899,NaN,3.468e-4,2.315e4,5.14,-1.613e-4,1.202,-0.884,0.867,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.291e-5,165,213.825,84,0,0.08,15,1013.25,340.389,0.01,0.034
