# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.757e-4,-0.095,-9.511,0.096,9.563,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,132.239,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,3.746e-4,2.501e4,4.784,-1.434e-4,1.181,-0.673,0.846,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.095,15,1013.25,340.389,0.01,0.002
0.02,-4.761e-4,-0.095,-9.522,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,132.151,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,3.755e-4,2.507e4,4.461,-1.433e-4,1.18,-0.67,0.845,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.095,15,1013.25,340.389,0.01,0.003
0.03,-4.763e-4,-0.095,-9.526,0.096,9.579,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,132.04,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,3.764e-4,2.512e4,4.343,-1.431e-4,1.18,-0.666,0.845,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.096,15,1013.25,340.389,0.01,0.004
0.04,-4.765e-4,-0.095,-9.53,0.096,9.582,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,131.927,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,3.772e-4,2.518e4,4.249,-1.427e-4,1.179,-0.661,0.844,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.096,15,1013.25,340.389,0.01,0.005
0.05,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,131.78,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,3.778e-4,2.522e4,4.443,-1.42e-4,1.179,-0.656,0.844,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.096,15,1013.25,340.389,0.01,0.005
0.06,-4.757e-4,-0.095,-9.514,0.096,9.567,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,131.592,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,3.786e-4,2.527e4,4.681,-1.411e-4,1.178,-0.649,0.843,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.097,15,1013.25,340.389,0.01,0.006
0.07,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,131.462,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,3.797e-4,2.535e4,4.438,-1.409e-4,1.177,-0.644,0.842,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.097,15,1013.25,340.389,0.01,0.007
0.08,-4.761e-4,-0.095,-9.522,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,131.3,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,3.806e-4,2.541e4,4.479,-1.402e-4,1.177,-0.638,0.842,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.098,15,1013.25,340.389,0.01,0.008
0.09,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,131.128,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,3.815e-4,2.547e4,4.603,-1.395e-4,1.176,-0.631,0.841,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.098,15,1013.25,340.389,0.01,0.009
0.1,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,131.006,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,3.827e-4,2.555e4,4.315,-1.393e-4,1.175,-0.627,0.84,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.099,15,1013.25,340.389,0.01,0.01
0.11,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,130.558,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.977,NaN,3.853e-4,2.572e4,4.431,-1.375e-4,1.173,-0.61,0.838,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.1,15,1013.25,340.389,0.01,0.01
0.12,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,130.13,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.976,NaN,3.881e-4,2.591e4,4.436,-1.359e-4,1.172,-0.595,0.836,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.102,15,1013.25,340.389,0.01,0.011
0.13,-4.758e-4,-0.095,-9.517,0.096,9.569,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,129.687,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.974,NaN,3.907e-4,2.608e4,4.62,-1.341e-4,1.17,-0.579,0.835,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.103,15,1013.25,340.389,0.01,0.012
0.14,-4.762e-4,-0.095,-9.524,0.096,9.577,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,129.297,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.972,NaN,3.937e-4,2.628e4,4.404,-1.328e-4,1.168,-0.565,0.833,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,0.104,15,1013.25,340.389,0.01,0.013
0.15,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,128.882,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.97,NaN,3.965e-4,2.647e4,4.444,-1.312e-4,1.166,-0.55,0.831,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,0.106,15,1013.25,340.389,0.01,0.014
0.16,-4.758e-4,-0.095,-9.516,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,128.859,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.969,NaN,3.963e-4,2.646e4,4.651,-1.31e-4,1.166,-0.549,0.831,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,0.106,15,1013.25,340.389,0.01,0.015
