# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.757e-4,-0.095,-9.511,0.096,9.563,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,95.77,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,0.01,6.999e5,4.784,-2.823e-4,0.701,-0.002,0.366,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,3.56,15,1013.25,340.389,0.01,0.002
0.02,-4.761e-4,-0.095,-9.522,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,95.757,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,0.011,7.068e5,4.461,-2.857e-4,0.7,-0.002,0.365,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.596,15,1013.25,340.389,0.01,0.002
0.03,-4.763e-4,-0.095,-9.526,0.096,9.579,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,95.743,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,0.011,7.137e5,4.343,-2.889e-4,0.699,-0.002,0.364,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,3.631,15,1013.25,340.389,0.01,0.003
0.04,-4.765e-4,-0.095,-9.53,0.096,9.582,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,95.729,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,0.011,7.207e5,4.249,-2.922e-4,0.698,-0.002,0.363,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,3.666,15,1013.25,340.389,0.01,0.003
0.05,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,95.714,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,0.011,7.276e5,4.443,-2.952e-4,0.698,-0.002,0.363,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.702,15,1013.25,340.389,0.01,0.004
0.06,-4.757e-4,-0.095,-9.514,0.096,9.567,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,95.721,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,0.011,7.233e5,4.681,-2.93e-4,0.698,-0.002,0.363,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,3.68,15,1013.25,340.389,0.01,0.004
0.07,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,95.731,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,0.011,7.19e5,4.438,-2.913e-4,0.699,-0.002,0.364,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.658,15,1013.25,340.389,0.01,0.005
0.08,-4.761e-4,-0.095,-9.522,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,95.74,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,0.011,7.147e5,4.479,-2.893e-4,0.699,-0.002,0.364,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.636,15,1013.25,340.389,0.01,0.005
0.09,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,95.748,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,0.011,7.104e5,4.603,-2.872e-4,0.7,-0.002,0.364,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,3.614,15,1013.25,340.389,0.01,0.006
0.1,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,95.759,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,0.011,7.061e5,4.315,-2.855e-4,0.7,-0.002,0.365,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,3.592,15,1013.25,340.389,0.01,0.006
