# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.664e-4,-0.093,-9.324,0.095,9.468,-8.224e-5,0,8.224e-5,180,0.016,1.644,22.175,120.893,9.788,80.901,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,0.017,1.162e6,4.784,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,165,213.825,80,0,5.942,15,1013.25,340.389,0.01,0.002
0.02,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,80.901,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,0.017,1.164e6,4.461,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.95,15,1013.25,340.389,0.01,0.003
0.03,-4.67e-4,-0.093,-9.34,0.095,9.484,-8.234e-5,0,8.234e-5,180,0.016,1.647,22.175,120.893,9.788,80.901,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,0.017,1.165e6,4.343,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.958,15,1013.25,340.389,0.01,0.004
0.04,-4.672e-4,-0.093,-9.343,0.095,9.487,-8.237e-5,0,8.237e-5,180,0.016,1.647,22.175,120.893,9.788,80.9,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,0.017,1.167e6,4.249,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.966,15,1013.25,340.389,0.01,0.005
0.05,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,80.898,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,0.018,1.168e6,4.443,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.974,15,1013.25,340.389,0.01,0.015
0.06,-4.664e-4,-0.093,-9.328,0.095,9.472,-8.224e-5,0,8.224e-5,180,0.016,1.645,22.175,120.893,9.788,80.897,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,0.018,1.169e6,4.681,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,165,213.825,80,0,5.975,15,1013.25,340.389,0.01,0.015
0.07,-4.668e-4,-0.093,-9.337,0.095,9.481,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,80.897,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,0.018,1.169e6,4.438,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.977,15,1013.25,340.389,0.01,0.016
0.08,-4.668e-4,-0.093,-9.335,0.095,9.479,-8.23e-5,0,8.23e-5,180,0.016,1.646,22.175,120.893,9.788,80.897,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,0.018,1.17e6,4.479,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.979,15,1013.25,340.389,0.01,0.016
0.09,-4.665e-4,-0.093,-9.331,0.095,9.475,-8.226e-5,0,8.226e-5,180,0.016,1.645,22.175,120.893,9.788,80.896,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,0.018,1.17e6,4.603,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.981,15,1013.25,340.389,0.01,0.016
0.1,-4.67e-4,-0.093,-9.341,0.095,9.485,-8.235e-5,0,8.235e-5,180,0.016,1.647,22.175,120.893,9.788,80.897,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,0.018,1.17e6,4.315,0.003,0.665,0.006,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.983,15,1013.25,340.389,0.01,0.017
0.11,-4.668e-4,-0.093,-9.337,0.095,9.481,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,80.916,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.977,NaN,0.017,1.145e6,4.431,0.003,0.666,0.006,0.331,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.855,15,1013.25,340.389,0.01,0.017
0.12,-4.668e-4,-0.093,-9.337,0.095,9.481,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,80.937,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.976,NaN,0.017,1.12e6,4.436,0.003,0.668,0.006,0.333,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.727,15,1013.25,340.389,0.01,0.017
0.13,-4.665e-4,-0.093,-9.33,0.095,9.474,-8.226e-5,0,8.226e-5,180,0.016,1.645,22.175,120.893,9.788,80.958,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.974,NaN,0.016,1.095e6,4.62,0.002,0.669,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.598,15,1013.25,340.389,0.01,0.018
0.14,-4.669e-4,-0.093,-9.338,0.095,9.482,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,80.981,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.972,NaN,0.016,1.07e6,4.404,0.002,0.671,0.006,0.336,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.47,15,1013.25,340.389,0.01,0.018
0.15,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,81.004,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.97,NaN,0.016,1.045e6,4.444,0.002,0.672,0.006,0.337,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.342,15,1013.25,340.389,0.01,0.019
0.16,-4.665e-4,-0.093,-9.329,0.095,9.473,-8.225e-5,0,8.225e-5,180,0.016,1.645,22.175,120.893,9.788,81.001,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.969,NaN,0.016,1.048e6,4.651,0.002,0.672,0.006,0.337,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.358,15,1013.25,340.389,0.01,0.019
0.17,-4.672e-4,-0.093,-9.344,0.095,9.488,-8.238e-5,0,8.238e-5,180,0.016,1.648,22.175,120.893,9.788,80.999,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.967,NaN,0.016,1.051e6,4.218,0.002,0.672,0.006,0.337,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.375,15,1013.25,340.389,0.01,0.019
0.18,-4.672e-4,-0.093,-9.344,0.095,9.488,-8.238e-5,0,8.238e-5,180,0.016,1.648,22.175,120.893,9.788,80.996,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.965,NaN,0.016,1.054e6,4.225,0.002,0.672,0.006,0.337,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.391,15,1013.25,340.389,0.01,0.019
0.19,-4.67e-4,-0.093,-9.341,0.095,9.485,-8.235e-5,0,8.235e-5,180,0.016,1.647,22.175,120.893,9.788,80.993,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.964,NaN,0.016,1.057e6,4.321,0.002,0.672,0.006,0.336,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.407,15,1013.25,340.389,0.01,0.02
0.2,-4.673e-4,-0.093,-9.346,0.095,9.49,-8.24e-5,0,8.24e-5,180,0.016,1.648,22.175,120.893,9.788,80.99,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.962,NaN,0.016,1.061e6,4.174,0.002,0.671,0.006,0.336,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.424,15,1013.25,340.389,0.01,0.02
0.21,-4.669e-4,-0.093,-9.339,0.095,9.483,-8.233e-5,0,8.233e-5,180,0.016,1.647,22.175,120.893,9.788,80.98,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.961,NaN,0.016,1.07e6,4.381,0.002,0.671,0.006,0.336,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.473,15,1013.25,340.389,0.01,0.02
0.22,-4.664e-4,-0.093,-9.329,0.095,9.473,-8.225e-5,0,8.225e-5,180,0.016,1.645,22.175,120.893,9.788,80.971,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.959,NaN,0.016,1.08e6,4.657,0.002,0.67,0.006,0.335,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.523,15,1013.25,340.389,0.01,0.021
0.23,-4.669e-4,-0.093,-9.338,0.095,9.482,-8.233e-5,0,8.233e-5,180,0.016,1.647,22.175,120.893,9.788,80.963,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.957,NaN,0.016,1.09e6,4.392,0.002,0.67,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.573,15,1013.25,340.389,0.01,0.021
0.24,-4.667e-4,-0.093,-9.334,0.095,9.478,-8.229e-5,0,8.229e-5,180,0.016,1.646,22.175,120.893,9.788,80.954,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.955,NaN,0.016,1.1e6,4.513,0.002,0.669,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.623,15,1013.25,340.389,0.01,0.021
0.25,-4.666e-4,-0.093,-9.331,0.095,9.475,-8.227e-5,0,8.227e-5,180,0.016,1.645,22.175,120.893,9.788,80.945,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.954,NaN,0.017,1.109e6,4.587,0.003,0.668,0.006,0.333,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.673,15,1013.25,340.389,0.01,0.021
0.26,-4.668e-4,-0.093,-9.337,0.095,9.481,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,80.951,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.952,NaN,0.017,1.103e6,4.429,0.002,0.669,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.641,15,1013.25,340.389,0.01,0.022
0.27,-4.667e-4,-0.093,-9.333,0.095,9.477,-8.229e-5,0,8.229e-5,180,0.016,1.646,22.175,120.893,9.788,80.956,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.95,NaN,0.016,1.097e6,4.527,0.002,0.669,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.61,15,1013.25,340.389,0.01,0.022
0.28,-4.667e-4,-0.093,-9.335,0.095,9.479,-8.23e-5,0,8.23e-5,180,0.016,1.646,22.175,120.893,9.788,80.962,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.949,NaN,0.016,1.091e6,4.488,0.002,0.669,0.006,0.334,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.578,15,1013.25,340.389,0.01,0.022
0.29,-4.665e-4,-0.093,-9.33,0.095,9.474,-8.226e-5,0,8.226e-5,180,0.016,1.645,22.175,120.893,9.788,80.967,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.947,NaN,0.016,1.085e6,4.616,0.002,0.67,0.006,0.335,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.546,15,1013.25,340.389,0.01,0.023
0.3,-4.666e-4,-0.093,-9.333,0.095,9.477,-8.228e-5,0,8.228e-5,180,0.016,1.646,22.175,120.893,9.788,80.972,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.945,NaN,0.016,1.078e6,4.548,0.002,0.67,0.006,0.335,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.515,15,1013.25,340.389,0.01,0.023
