# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.757e-4,-0.095,-9.511,0.096,9.563,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,88.538,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,0.006,3.861e5,4.784,1.566e-6,0.75,3.085e-5,0.415,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,1.973,15,1013.25,340.389,0.01,0.002
0.02,-4.761e-4,-0.095,-9.522,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,88.594,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,0.006,3.789e5,4.461,1.346e-6,0.752,2.752e-5,0.416,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.937,15,1013.25,340.389,0.01,0.002
0.03,-4.763e-4,-0.095,-9.526,0.096,9.579,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,88.65,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,0.006,3.718e5,4.343,1.15e-6,0.753,2.444e-5,0.418,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.9,15,1013.25,340.389,0.01,0.002
0.04,-4.765e-4,-0.095,-9.53,0.096,9.582,-5.008e-5,0,5.008e-5,180,0.01,1.002,22.175,120.893,9.788,88.708,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,0.005,3.646e5,4.249,9.732e-7,0.755,2.15e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.864,15,1013.25,340.389,0.01,0.002
0.05,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,88.764,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,0.005,3.575e5,4.443,8.197e-7,0.757,1.884e-5,0.422,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.827,15,1013.25,340.389,0.01,0.002
0.06,-4.757e-4,-0.095,-9.514,0.096,9.567,-5e-5,0,5e-5,180,0.01,1,22.175,120.893,9.788,88.753,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,0.005,3.585e5,4.681,8.482e-7,0.757,1.938e-5,0.422,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,1.833,15,1013.25,340.389,0.01,0.003
0.07,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,88.746,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,0.005,3.596e5,4.438,8.66e-7,0.756,1.966e-5,0.421,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.838,15,1013.25,340.389,0.01,0.003
0.08,-4.761e-4,-0.095,-9.522,0.096,9.574,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,88.737,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,0.005,3.607e5,4.479,8.908e-7,0.756,2.01e-5,0.421,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.844,15,1013.25,340.389,0.01,0.003
0.09,-4.759e-4,-0.095,-9.517,0.096,9.57,-5.002e-5,0,5.002e-5,180,0.01,1,22.175,120.893,9.788,88.726,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,0.005,3.618e5,4.603,9.179e-7,0.756,2.059e-5,0.421,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.849,15,1013.25,340.389,0.01,0.003
0.1,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,88.721,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,0.005,3.629e5,4.315,9.356e-7,0.755,2.086e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.855,15,1013.25,340.389,0.01,0.003
0.11,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,88.715,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.977,NaN,0.005,3.635e5,4.431,9.523e-7,0.755,2.116e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.858,15,1013.25,340.389,0.01,0.004
0.12,-4.762e-4,-0.095,-9.523,0.096,9.576,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,88.71,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.976,NaN,0.005,3.641e5,4.436,9.664e-7,0.755,2.141e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.861,15,1013.25,340.389,0.01,0.004
0.13,-4.758e-4,-0.095,-9.517,0.096,9.569,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,88.703,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.974,NaN,0.005,3.647e5,4.62,9.851e-7,0.755,2.175e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.864,15,1013.25,340.389,0.01,0.004
0.14,-4.762e-4,-0.095,-9.524,0.096,9.577,-5.005e-5,0,5.005e-5,180,0.01,1.001,22.175,120.893,9.788,88.7,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.972,NaN,0.005,3.653e5,4.404,9.94e-7,0.755,2.187e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.867,15,1013.25,340.389,0.01,0.004
0.15,-4.761e-4,-0.095,-9.523,0.096,9.575,-5.004e-5,0,5.004e-5,180,0.01,1.001,22.175,120.893,9.788,88.695,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.97,NaN,0.005,3.659e5,4.444,1.009e-6,0.755,2.214e-5,0.42,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294e-5,165,213.825,84,0,1.871,15,1013.25,340.389,0.01,0.004
0.16,-4.758e-4,-0.095,-9.516,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,88.67,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.969,NaN,0.006,3.688e5,4.651,1.084e-6,0.754,2.341e-5,0.419,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,1.885,15,1013.25,340.389,0.01,0.005
0.17,-4.765e-4,-0.095,-9.531,0.096,9.583,-5.009e-5,0,5.009e-5,180,0.01,1.002,22.175,120.893,9.788,88.652,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.967,NaN,0.006,3.717e5,4.218,1.144e-6,0.753,2.433e-5,0.418,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.9,15,1013.25,340.389,0.01,0.005
0.18,-4.765e-4,-0.095,-9.531,0.096,9.583,-5.009e-5,0,5.009e-5,180,0.01,1.002,22.175,120.893,9.788,88.63,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.965,NaN,0.006,3.745e5,4.225,1.219e-6,0.753,2.552e-5,0.417,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.914,15,1013.25,340.389,0.01,0.005
0.19,-4.764e-4,-0.095,-9.527,0.096,9.58,-5.007e-5,0,5.007e-5,180,0.01,1.001,22.175,120.893,9.788,88.607,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.964,NaN,0.006,3.774e5,4.321,1.299e-6,0.752,2.678e-5,0.417,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.929,15,1013.25,340.389,0.01,0.005
0.2,-4.766e-4,-0.095,-9.532,0.096,9.585,-5.01e-5,0,5.01e-5,180,0.01,1.002,22.175,120.893,9.788,88.587,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.962,NaN,0.006,3.803e5,4.174,1.375e-6,0.751,2.792e-5,0.416,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.296e-5,165,213.825,84,0,1.944,15,1013.25,340.389,0.01,0.005
0.21,-4.763e-4,-0.095,-9.525,0.096,9.578,-5.006e-5,0,5.006e-5,180,0.01,1.001,22.175,120.893,9.788,88.588,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.961,NaN,0.006,3.798e5,4.381,1.367e-6,0.751,2.783e-5,0.416,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.295e-5,165,213.825,84,0,1.941,15,1013.25,340.389,0.01,0.005
0.22,-4.758e-4,-0.095,-9.515,0.096,9.568,-5.001e-5,0,5.001e-5,180,0.01,1,22.175,120.893,9.788,88.589,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.959,NaN,0.006,3.793e5,4.657,1.362e-6,0.751,2.78e-5,0.416,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293e-5,165,213.825,84,0,1.939,15,1013.25,340.389,0.01,0.006
