# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-4.664e-4,-0.093,-9.324,0.095,9.468,-8.224e-5,0,8.224e-5,180,0.016,1.644,22.175,120.893,9.788,97.951,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.994,NaN,0.018,1.176e6,4.784,-0.002,0.665,-0.004,0.329,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,165,213.825,80,0,5.986,15,1013.25,340.389,0.01,0.001
0.02,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,97.943,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.992,NaN,0.018,1.187e6,4.461,-0.002,0.664,-0.004,0.329,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,6.041,15,1013.25,340.389,0.01,0.002
0.03,-4.67e-4,-0.093,-9.34,0.095,9.484,-8.234e-5,0,8.234e-5,180,0.016,1.647,22.175,120.893,9.788,97.936,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.991,NaN,0.018,1.198e6,4.343,-0.002,0.663,-0.004,0.328,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.097,15,1013.25,340.389,0.01,0.002
0.04,-4.672e-4,-0.093,-9.343,0.095,9.487,-8.237e-5,0,8.237e-5,180,0.016,1.647,22.175,120.893,9.788,97.928,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.989,NaN,0.018,1.209e6,4.249,-0.002,0.663,-0.004,0.328,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.153,15,1013.25,340.389,0.01,0.002
0.05,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,97.919,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.988,NaN,0.018,1.22e6,4.443,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.209,15,1013.25,340.389,0.01,0.002
0.06,-4.664e-4,-0.093,-9.328,0.095,9.472,-8.224e-5,0,8.224e-5,180,0.016,1.645,22.175,120.893,9.788,97.917,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.986,NaN,0.018,1.222e6,4.681,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282e-5,165,213.825,80,0,6.218,15,1013.25,340.389,0.01,0.003
0.07,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,97.917,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.984,NaN,0.018,1.224e6,4.438,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.227,15,1013.25,340.389,0.01,0.003
0.08,-4.667e-4,-0.093,-9.335,0.095,9.479,-8.23e-5,0,8.23e-5,180,0.016,1.646,22.175,120.893,9.788,97.916,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.982,NaN,0.018,1.225e6,4.479,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,6.236,15,1013.25,340.389,0.01,0.003
0.09,-4.665e-4,-0.093,-9.331,0.095,9.475,-8.226e-5,0,8.226e-5,180,0.016,1.645,22.175,120.893,9.788,97.914,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.981,NaN,0.018,1.227e6,4.603,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,6.245,15,1013.25,340.389,0.01,0.003
0.1,-4.67e-4,-0.093,-9.341,0.095,9.485,-8.235e-5,0,8.235e-5,180,0.016,1.647,22.175,120.893,9.788,97.914,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.979,NaN,0.018,1.229e6,4.315,-0.002,0.662,-0.004,0.327,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.254,15,1013.25,340.389,0.01,0.003
0.11,-4.668e-4,-0.093,-9.337,0.095,9.481,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,97.93,0,0,0,2.8e4,1.35e4,19.963,0.106,NaN,2019.977,NaN,0.018,1.206e6,4.431,-0.002,0.663,-0.004,0.328,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.136,15,1013.25,340.389,0.01,0.004
0.12,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,97.947,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.976,NaN,0.018,1.183e6,4.436,-0.002,0.664,-0.004,0.329,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,6.018,15,1013.25,340.389,0.01,0.004
0.13,-4.665e-4,-0.093,-9.33,0.095,9.474,-8.226e-5,0,8.226e-5,180,0.016,1.645,22.175,120.893,9.788,97.964,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.974,NaN,0.017,1.16e6,4.62,-0.002,0.666,-0.004,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.9,15,1013.25,340.389,0.01,0.004
0.14,-4.669e-4,-0.093,-9.338,0.095,9.482,-8.232e-5,0,8.232e-5,180,0.016,1.646,22.175,120.893,9.788,97.984,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.972,NaN,0.017,1.136e6,4.404,-0.002,0.667,-0.004,0.332,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.782,15,1013.25,340.389,0.01,0.004
0.15,-4.668e-4,-0.093,-9.336,0.095,9.48,-8.231e-5,0,8.231e-5,180,0.016,1.646,22.175,120.893,9.788,98.003,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.97,NaN,0.017,1.113e6,4.444,-0.002,0.668,-0.004,0.333,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.664,15,1013.25,340.389,0.01,0.005
0.16,-4.664e-4,-0.093,-9.329,0.095,9.473,-8.225e-5,0,8.225e-5,180,0.016,1.645,22.175,120.893,9.788,97.991,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.969,NaN,0.017,1.127e6,4.651,-0.002,0.667,-0.004,0.332,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.283e-5,165,213.825,80,0,5.733,15,1013.25,340.389,0.01,0.005
0.17,-4.672e-4,-0.093,-9.344,0.095,9.488,-8.238e-5,0,8.238e-5,180,0.016,1.648,22.175,120.893,9.788,97.981,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.967,NaN,0.017,1.14e6,4.218,-0.002,0.667,-0.004,0.331,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.801,15,1013.25,340.389,0.01,0.005
0.18,-4.672e-4,-0.093,-9.344,0.095,9.488,-8.238e-5,0,8.238e-5,180,0.016,1.648,22.175,120.893,9.788,97.97,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.965,NaN,0.017,1.154e6,4.225,-0.002,0.666,-0.004,0.331,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,5.87,15,1013.25,340.389,0.01,0.005
0.19,-4.67e-4,-0.093,-9.34,0.095,9.485,-8.235e-5,0,8.235e-5,180,0.016,1.647,22.175,120.893,9.788,97.959,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.964,NaN,0.017,1.167e6,4.321,-0.002,0.665,-0.004,0.33,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284e-5,165,213.825,80,0,5.939,15,1013.25,340.389,0.01,0.006
0.2,-4.673e-4,-0.093,-9.346,0.095,9.49,-8.239e-5,0,8.239e-5,180,0.016,1.648,22.175,120.893,9.788,97.949,0,0,0,2.8e4,1.35e4,19.962,0.106,NaN,2019.962,NaN,0.018,1.181e6,4.174,-0.002,0.664,-0.004,0.329,0.215,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.285e-5,165,213.825,80,0,6.008,15,1013.25,340.389,0.01,0.006
